,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Weinreb David,CEO,S - Sale,HHC,$138.46,"-400,000","-$55,384,000","1,275,177",-24%,2018-04-06 21:08:46,2018-04-04
1,Privet Fund Management LLC,"See Remarks, 10%",S - Sale,FEIM,$9.00,"-166,287","-$1,496,621","723,499",-19%,2018-04-06 20:57:09,2018-04-02
2,Mann Michael Scott,"Pres, 10%",P - Purchase,ENDV,$0.03,"+17,000",+$584,"24,939,689",0%,2018-04-06 20:46:51,2018-04-02
3,Cakebread Steven,CFO,S - Sale+OE,YEXT,$12.33,"-20,000","-$246,552",0,-100%,2018-04-06 20:39:30,2018-04-04
4,Cote Richard,Dir,S - Sale+OE,MOV,$38.00,"-77,200","-$2,933,487","478,895",-14%,2018-04-06 20:28:38,2018-04-04
5,Grinberg Alexander,"Dir, 10%",S - Sale+OE,MOV,$37.83,"-15,000","-$567,450","30,580",-33%,2018-04-06 20:27:46,2018-04-04
6,Obara Pat,CFO,S - Sale+OE,UEC,$1.31,"-49,288","-$64,698","282,813",-15%,2018-04-06 20:17:12,2018-04-05
7,Enright Erin S.,Dir,P - Purchase,DYNT,$0.00,"+26,000",+$0,"940,465",+3%,2018-04-06 20:15:32,2018-04-04
8,Essig Stuart,10%,P - Purchase,DYNT,$0.00,"+26,000",+$0,"940,465",+3%,2018-04-06 20:11:45,2018-04-04
9,Larkin Brian,Dir,P - Purchase,DYNT,$0.00,"+1,292",+$0,"92,934",+1%,2018-04-06 20:05:40,2018-04-04
10,Provco Ventures 1 LP,10%,P - Purchase,DYNT,$0.00,"+12,993",+$0,"613,657",+2%,2018-04-06 19:57:32,2018-04-04
11,Wirthlin David Alma,CFO,P - Purchase,DYNT,$0.00,+76,+$0,333,+30%,2018-04-06 19:56:35,2018-04-04
12,Simpson Sharon H,10%,S - Sale,SSD,$57.64,"-253,749","-$14,625,910","493,070",-34%,2018-04-06 19:56:24,2018-02-26
13,Neff Thomas B,CEO,S - Sale+OE,FGEN,$45.59,"-39,636","-$1,806,893","3,120,605",-1%,2018-04-06 19:55:21,2018-04-04
14,Simpson Psb Fund,See below (a),S - Sale,SSD,$57.64,"-253,749","-$14,625,910","493,070",-34%,2018-04-06 19:54:46,2018-02-26
15,Ogilvie James Norman,VP,P - Purchase,DYNT,$0.00,+342,+$0,"16,128",+2%,2018-04-06 19:54:40,2018-04-04
16,Fasoli David,See Remarks,S - Sale,SYF,$32.69,"-2,500","-$81,725","84,626",-3%,2018-04-06 19:53:37,2018-04-04
17,Mehta Neeraj,See remarks,S - Sale,SYF,$32.69,"-2,299","-$75,154","65,867",-3%,2018-04-06 19:53:20,2018-04-04
18,Derella Matthew,"VP, Revenue, Partnerships",S - Sale,TWTR,$27.80,"-7,008","-$194,802","517,507",-1%,2018-04-06 19:35:44,2018-04-04
19,Kuriyama Stanley M,Dir,S - Sale,ALEX,$22.57,"-6,300","-$142,191","394,139",-2%,2018-04-06 19:24:32,2018-04-04
20,Khemka Vivek,"EVP, CTO",S - Sale,DISH,$37.94,-326,"-$12,368","4,168",-7%,2018-04-06 19:20:42,2018-04-04
21,Landau Ellis,Dir,P - Purchase,FLL,$3.19,"+100,000","+$319,000","184,133",+119%,2018-04-06 19:18:13,2018-03-26
22,Tjaden Kurt A,SVP HNI; Pres HNI Intl,S - Sale+OE,HNI,$36.42,"-8,000","-$291,348","40,805",-16%,2018-04-06 18:53:03,2018-04-04
23,Arnett Richard H.,"SVP, Glb. Mktg., Pres, OGIO",S - Sale,ELY,$17.00,"-7,241","-$123,097","5,000",-59%,2018-04-06 18:48:53,2018-04-05
24,Brewer Oliver G III,"Pres, CEO",S - Sale,ELY,$17.00,"-25,721","-$437,257","365,343",-7%,2018-04-06 18:48:08,2018-04-05
25,West George Vincent,Dir,S - Sale,FND,$55.89,"-210,000","-$11,736,813","1,813,651",-10%,2018-04-06 18:47:04,2018-04-06
26,Taylor Thomas V,CEO,S - Sale+OE,FND,$55.73,"-170,000","-$9,473,977","102,435",-62%,2018-04-06 18:46:49,2018-04-04
27,Laube Lisa,"EVP, CMO",S - Sale+OE,FND,$55.00,"-96,000","-$5,280,000","89,987",-52%,2018-04-06 18:46:34,2018-04-04
28,Christopherson David Victor,"EVP, GC",S - Sale+OE,FND,$57.30,"-8,817","-$505,172","10,545",-46%,2018-04-06 18:46:04,2018-04-05
