,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Olson Michael,Chief Strategy Officer,S - Sale,CLDR,$14.73,"-27,619","-$406,902","2,594,843",-1%,2018-07-20 21:55:18,2018-07-18
1,Stretch Colin,"VP, GC",S - Sale,FB,$210.00,-750,"-$157,500","101,115",-1%,2018-07-20 21:42:35,2018-07-18
2,Waters Gregory L,"Pres, CEO",S - Sale+OE,IDTI,$35.00,"-5,000","-$175,000","770,370",-1%,2018-07-20 20:46:28,2018-07-18
3,Sierra Abel Israel Sr,"VP, GM",P - Purchase,IGEN,$0.04,"+20,000",+$800,"170,000",+13%,2018-07-20 20:12:03,2018-07-17
4,Slattery Joseph P,"EVP, CFO",S - Sale+OE,TRXC,$5.00,"-124,398","-$621,990","25,000",-83%,2018-07-20 20:00:23,2018-07-19
5,Grady Sebastian,Pres,S - Sale+OE,RMNI,$7.10,"-9,314","-$66,103",100,-99%,2018-07-20 19:48:10,2018-07-18
6,Sochet IRA,10%,P - Purchase,OTEL,$14.89,"+16,252","+$241,930","862,590",+2%,2018-07-20 19:14:47,2018-07-20
7,Christensen Christopher R.,"Pres, CEO",S - Sale,ENSG,$37.76,"-15,528","-$586,399","1,389,442",-1%,2018-07-20 19:10:43,2018-07-19
8,"5Am Ventures Iv, L.P.",10%,P - Purchase,CRNX,$17.00,"+115,000","+$1,955,000","139,969",+461%,2018-07-20 19:02:15,2018-07-20
9,Hymers III R. Leslie,Resigned CFO/Director 6/18/18,S - Sale,MCOA,$0.03,"-2,750,000","-$85,900","85,239,568",-3%,2018-07-20 18:56:53,2018-07-16
10,Long Michael R,"Dir, 10%",S - Sale,PYDS,$1.77,"-32,183","-$56,920","2,326,592",-1%,2018-07-20 18:42:02,2018-07-17
11,Glaub Kathleen Sereda,Dir,S - Sale,CDXS,$15.34,"-10,000","-$153,400","98,120",-9%,2018-07-20 18:37:07,2018-07-18
12,Yang Patrick Y,Dir,S - Sale,CDXS,$15.46,"-50,000","-$772,903","304,157",-14%,2018-07-20 18:36:17,2018-07-18
13,Rosenkranz Roberto Pedro,Dir,S - Sale+OE,FGEN,$64.90,"-1,000","-$64,900","32,700",-3%,2018-07-20 18:10:26,2018-07-19
