,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Knott David M,10%,S - Sale,CRGI,$0.09,"-554,406","-$51,897","527,873",-51%,2008-12-29 21:14:54,2008-12-26
1,Rydin Jeffrey P,"Senior VP, U.S. Sales",S - Sale+OE,NUVA,$33.34,"-3,000","-$100,006","1,289",-70%,2008-12-29 21:10:28,2008-12-24
2,Oss Capital Management,10%,S - Sale,NOWN,$11.00,"-49,493","-$544,423","3,368,911",-1%,2008-12-29 21:00:16,2008-12-23
3,Fairholme Capital Management LLC,10%,S - Sale,URI,$8.04,"-57,216","-$459,747","10,623,190",-1%,2008-12-29 20:31:53,2008-12-26
4,Schmidt Karsten,"VP, Business Development",S - Sale+OE,SQNM,$19.88,"-5,000","-$99,389","21,665",-19%,2008-12-29 20:31:10,2008-12-24
5,Blumenthal Daniel H,Dir,P - Purchase,HYDQ,$0.00,"+1,300",+$0,"1,300",New,2008-12-29 20:24:04,2008-12-23
6,Lackland John M,CFO,P - Purchase,PEFF,$0.10,"+89,039","+$8,904","267,039",+50%,2008-12-29 20:21:45,2008-12-24
7,Malhotra R. Rimmy,Dir,P - Purchase,PRLS,$1.89,"+2,250","+$4,242","69,750",+3%,2008-12-29 20:02:56,2008-12-29
8,Litespeed Management LLC,10%,S - Sale,MOSY,$1.85,"-85,000","-$156,859","3,128,000",-3%,2008-12-29 19:55:54,2008-12-23
9,Farallon Partners L L C/ca,"Member of Group Owning 10%, 10%",S - Sale,EMMS,$0.56,"-151,000","-$84,520","6,159,200",-2%,2008-12-29 19:50:51,2008-12-23
10,"Noonday Asset Management, L.P.","Member of Group Owning 10%, 10%",S - Sale,FRZ,$1.95,"-16,396","-$31,972","4,938,508",0%,2008-12-29 19:50:13,2008-12-23
11,Farallon Capital Management LLC,"Member of Group Owning 10%, 10%",S - Sale,EMMS,$0.56,"-151,000","-$84,520","6,159,200",-2%,2008-12-29 19:49:36,2008-12-23
12,"Noonday Asset Management, L.P.","Member of Group Owning 10%, 10%",S - Sale,EMMS,$0.56,"-151,000","-$84,520","6,159,200",-2%,2008-12-29 19:48:05,2008-12-23
13,Farallon Capital Management LLC,"Member of Group Owning 10%, 10%",S - Sale,FRZ,$1.95,"-16,396","-$31,972","4,938,508",0%,2008-12-29 19:48:02,2008-12-23
14,Farallon Partners L L C/ca,"Member of Group Owning 10%, 10%",S - Sale,FRZ,$1.95,"-16,396","-$31,972","4,938,508",0%,2008-12-29 19:45:52,2008-12-23
15,Crooke Stanley T,"COB, Pres, CEO",S - Sale+OE,ISIS,$13.40,"-17,300","-$231,861","875,391",-2%,2008-12-29 19:20:57,2008-12-23
16,Parshall B Lynne,"Dir, COO",S - Sale+OE,ISIS,$13.41,"-12,000","-$160,883","4,110",-74%,2008-12-29 19:20:13,2008-12-23
17,Kobayashi Katsuhiko,"Dir, 10%",P - Purchase,OYOG,$16.89,"+7,798","+$131,672","1,256,282",+1%,2008-12-29 19:17:08,2008-12-24
18,Oyo Corp,10%,P - Purchase,OYOG,$16.89,"+7,798","+$131,672","1,256,282",+1%,2008-12-29 19:16:18,2008-12-24
19,Oyo Corp USA,10%,P - Purchase,OYOG,$16.89,"+7,798","+$131,672","1,256,282",+1%,2008-12-29 19:15:15,2008-12-24
20,S. Muoio & Co. LLC,10%,S - Sale,HDLM,$0.19,"-273,250","-$52,115","4,110,123",-6%,2008-12-29 19:09:50,2008-12-23
