,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Quercus Trust,10%,S - Sale,BCON,$1.39,"-543,591","-$753,352","8,440,670",-6%,2008-07-28 21:54:50,2008-07-21
1,Rachesky Mark H Md,10%,P - Purchase,LGF,$9.49,"+145,822","+$1,383,670","14,079,856",+1%,2008-07-28 21:30:55,2008-07-24
2,Fiddler Jerry,Dir,S - Sale,WIND,$12.00,"-15,655","-$187,860","3,763,124",0%,2008-07-28 21:17:27,2008-07-24
3,Ing Groep Nv,10%,S - Sale,AKR,$26.44,"-323,000","-$8,538,977",0,-100%,2008-07-28 21:03:02,2007-10-22
4,Haub Erivan Karl,10%,P - Purchase,GAP,$16.04,"+10,000","+$160,386","22,231,021",0%,2008-07-28 21:00:41,2008-07-28
5,"H&q Holdings, Inc.",10%,S - Sale+OE,SGEN,$10.81,"-150,000","-$1,621,500","2,289,166",-6%,2008-07-28 20:59:15,2008-07-25
6,Khemani Rajiv,"VP Marketing, Sales",S - Sale+OE,CAVM,$16.68,"-5,500","-$91,743",0,-100%,2008-07-28 20:59:08,2008-07-24
7,Jp Morgan Partners Bhca LP,10%,S - Sale+OE,SGEN,$10.81,"-150,000","-$1,621,500","2,289,166",-6%,2008-07-28 20:58:48,2008-07-25
8,Riley Investment Management LLC,See Remarks,P - Purchase,MAIR,$3.70,+500,"+$1,850","1,343,713",0%,2008-07-28 20:17:42,2008-07-24
9,Fadell Anthony,SVP,S - Sale+OE,AAPL,$163.54,"-158,237","-$25,877,616","68,136",-70%,2008-07-28 20:14:10,2008-07-24
10,Rohr Mark C,Dir,P - Purchase,CE,$39.25,"+3,000","+$117,761","9,016",+50%,2008-07-28 20:12:58,2008-07-24
11,Flatley Jay T,"Pres, CEO",S - Sale,ILMN,$91.86,"-10,000","-$918,550","461,224",-2%,2008-07-28 20:12:04,2008-07-24
12,Townsend Jay,"SVP, Corporate Development",S - Sale+OE,CE,$39.47,"-21,119","-$833,618","85,490",-20%,2008-07-28 20:11:46,2008-07-24
13,Highland Capital Management LP,10%,P - Purchase,MVIS,$2.33,"+5,364,807","+$12,500,000","5,364,807",New,2008-07-28 20:10:35,2008-07-25
14,Shaw Curtis S,"EVP, GC, Sec.",S - Sale+OE,CE,$39.47,"-50,000","-$1,973,602","27,100",-65%,2008-07-28 20:08:12,2008-07-24
