,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Riley Bryant R,10%,S - Sale+OE,LCCI,$2.00,"-15,000","-$30,000","2,824,415",-1%,2008-01-28 21:43:35,2008-01-24
1,Riley Bryant R,10%,S - Sale+OE,ITI,$2.80,"-3,900","-$10,923","3,176,473",0%,2008-01-28 21:41:01,2008-01-24
2,Riley Bryant R,"Dir, 10%",P - Purchase,ALSC,$1.34,"+91,000","+$121,521","4,172,397",+2%,2008-01-28 21:39:30,2008-01-24
3,Harris Parker,"EVP, Technology",S - Sale,CRM,$53.11,-700,"-$37,177","833,079",0%,2008-01-28 21:39:02,2008-01-28
4,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$53.25,"-10,000","-$532,461","14,771,006",0%,2008-01-28 21:38:53,2008-01-28
5,Riley Bryant R,10%,P - Purchase,TMNG,$2.20,"+346,296","+$761,851","4,372,661",+9%,2008-01-28 21:37:00,2008-01-24
6,Condo Patrick C,"Pres, CEO",S - Sale,CNVR,$2.43,"-10,900","-$26,519","349,628",-3%,2008-01-28 21:01:32,2008-01-24
7,Stuelpnagel John R,"SVP, COO",S - Sale+OE,ILMN,$65.50,"-5,000","-$327,475","337,396",-1%,2008-01-28 20:55:52,2008-01-24
8,Flatley Jay T,"Pres, CEO",S - Sale,ILMN,$65.50,"-10,000","-$654,970","512,360",-2%,2008-01-28 20:54:45,2008-01-24
9,Cbt Holdings LLC,10%,P - Purchase,RBI,$8.54,"+12,700","+$108,474","1,942,700",+1%,2008-01-28 20:32:02,2008-01-25
10,Franklin Paul G,VP Operations,S - Sale+OE,ATHR,$28.75,"-10,000","-$287,500","9,282",-52%,2008-01-28 20:17:43,2008-01-25
11,"Stephens Investment Management, LLC",10%,P - Purchase,GNPI,$1.67,"+1,298,880","+$2,172,397","23,180,775",+6%,2008-01-28 20:15:45,2007-12-13
12,Clemiss Marion,10%,P - Purchase,PCFHF,$0.25,"+1,082,120","+$270,530","500,006",-186%,2008-01-28 20:11:37,2008-01-28
13,Kirsner James,Dir,P - Purchase,FIC,$23.74,"+8,000","+$189,891","20,225",+65%,2008-01-28 19:51:08,2008-01-28
14,"Frazier Healthcare V, LP",10%,P - Purchase,ENDO,$6.39,"+18,668","+$119,297","1,716,231",+1%,2008-01-28 19:32:35,2008-01-24
15,Newman Richard G,COB,S - Sale+OE,ACM,$25.00,-100,"-$2,500","707,001",0%,2008-01-28 19:31:12,2008-01-24
16,Shapiro Howard,10%,P - Purchase,PHFB,$0.32,"+112,617","+$35,811","1,931,537",+6%,2008-01-28 19:29:02,2008-01-25
17,Hoch Louis A,"Pres, COO, 10%",S - Sale,PYDS,$0.07,"-5,000",-$365,"20,102,034",0%,2008-01-28 19:28:08,2008-01-24
18,Gapontsev Valentin P,"CEO, COB, 10%",S - Sale,IPGP,$17.82,"-21,297","-$379,595","8,010,705",0%,2008-01-28 19:20:11,2008-01-24
19,Miles Patrick,"EVP, Marketing, Development",S - Sale+OE,NUVA,$40.48,"-10,000","-$404,805","12,757",-44%,2008-01-28 19:18:59,2008-01-24
20,Mansueto Joseph D,"COB, CEO",S - Sale,MORN,$63.42,"-1,404","-$89,046","27,975,845",0%,2008-01-28 19:17:46,2008-01-24
21,Mansueto Joseph D,"COB, CEO",S - Sale,MORN,$63.40,"-6,596","-$418,208","27,977,249",0%,2008-01-28 19:16:14,2008-01-24
22,Ip Fibre Devices Ltd,10%,S - Sale,IPGP,$17.82,"-21,297","-$379,595","8,010,705",0%,2008-01-28 19:15:55,2008-01-24
23,Pressello Thomas,"CEO, Pres, 10%",P - Purchase,PCFHF,$0.25,"+541,060","+$135,265","741,310",+270%,2008-01-28 19:14:42,2008-01-28
24,"Elliott International, L.P.",10%,P - Purchase,ELGX,$2.49,"+16,085","+$40,092","3,178,158",+1%,2008-01-28 19:04:35,2008-01-24
25,Spo Advisory Corp,10%,P - Purchase,ADVS,$41.27,"+17,139","+$707,399","7,856,100",0%,2008-01-28 19:04:16,2008-01-24
26,"Elliott Associates, L.P.",10%,P - Purchase,ELGX,$2.49,"+10,723","+$26,727","2,118,768",+1%,2008-01-28 19:04:14,2008-01-24
27,Spo Advisory Corp,10%,P - Purchase,ADVS,$40.78,"+17,661","+$720,149","7,838,961",0%,2008-01-28 19:02:49,2008-01-24
28,Reynolds Michael William,"Dir, 10%",P - Purchase,PCFHF,$0.25,"+541,060","+$135,265","1,249,060",+76%,2008-01-28 19:01:40,2008-01-28
29,Teece David J,Vice COB,S - Sale,XPRT,$12.55,"-20,000","-$250,938","803,610",-2%,2008-01-28 18:58:40,2008-01-28
30,Ferguson John D,"Pres, CEO",S - Sale,CXW,$25.06,"-1,633","-$40,916","178,610",-1%,2008-01-28 18:57:54,2008-01-22
31,Clemiss Marion,10%,P - Purchase,PCFHF,$0.25,"+1,082,120","+$270,530","500,006",-186%,2008-01-28 18:54:49,2008-01-28
32,Lippert Jason,President / CEO of Subsidiary,S - Sale,DW,$26.50,"-20,000","-$530,000","146,354",-12%,2008-01-28 18:38:15,2006-09-13
33,Finkelstein J J,"Pres, CEO",P - Purchase,RGN,$1.57,"+5,000","+$7,841","1,451,638",0%,2008-01-28 18:35:27,2007-09-06
34,Highland Capital Management LP,10%,P - Purchase,ICOG,$2.40,"+925,000","+$2,220,000","36,342,172",+3%,2008-01-28 18:29:29,2008-01-24
35,Behl Charan,Head of Technical Affairs,P - Purchase,ELI,$1.16,"+9,000","+$10,400","421,000",+2%,2008-01-28 18:29:15,2008-01-28
36,Waldis Stephen G,"Pres, CEO",S - Sale,SNCR,$23.08,"-2,500","-$57,692","2,065,943",0%,2008-01-28 18:21:37,2008-01-25
37,Waldis Stephen G,"Pres, CEO",S - Sale,SNCR,$22.72,"-3,500","-$79,534","1,578,247",0%,2008-01-28 18:19:39,2008-01-25
38,Roberts Chris S,"Centennial Bank Pres, CEO",P - Purchase,HOMB,$21.45,"+7,270","+$155,916","89,588",+9%,2008-01-28 18:12:40,2008-01-24
39,Waldis Stephen G,"Pres, CEO",S - Sale,SNCR,$23.73,"-2,200","-$52,214","2,082,043",0%,2008-01-28 18:10:03,2008-01-24
40,Waldis Stephen G,"Pres, CEO",S - Sale,SNCR,$23.50,"-3,800","-$89,317","1,581,947",0%,2008-01-28 18:08:27,2008-01-24
41,Bygland James D,EVP,P - Purchase,WCBO,$14.17,+50,+$709,"20,523",0%,2008-01-28 18:06:27,2008-01-25
42,Block Keith,EVP-Ops,S - Sale+OE,ORCL,$20.50,"-10,501","-$215,271","10,532",-50%,2008-01-28 18:02:45,2008-01-25
43,Wcf Family 1 Inc,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 18:00:55,2008-01-25
44,Block Keith,EVP-Ops,S - Sale,ORCL,$20.41,"-578,599","-$11,809,308","21,033",-96%,2008-01-28 17:58:44,2008-01-25
45,Wehmer Edward J,Pres,S - Sale+OE,WTFC,$34.77,"-10,000","-$347,700","235,322",-4%,2008-01-28 17:58:36,2008-01-25
46,1999 William C. France Descendants Trust,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:57:50,2008-01-25
47,Burke William J III,COO,P - Purchase,LAB,$5.47,"+20,000","+$109,318","563,036",+4%,2008-01-28 17:55:36,2008-01-24
48,Hawkins Jeffrey C,"Founder, Member of the Exec",S - Sale,PALM,$4.84,"-15,000","-$72,621","1,515,760",-1%,2008-01-28 17:55:22,2008-01-28
49,Lesnik Steven H,Dir,P - Purchase,CECO,$32.31,"+1,500","+$48,465","1,500",New,2008-01-28 17:55:01,2007-03-23
50,Geveden Rex D,"Pres, TBE",P - Purchase,TDY,$50.60,+300,"+$15,180","2,028",+17%,2008-01-28 17:53:43,2008-01-28
51,Ellison Lawrence Joseph,"CEO, 10%",S - Sale,ORCL,$20.21,"-1,000,000","-$20,214,700","1,164,571,324",0%,2008-01-28 17:52:23,2008-01-28
52,Moore J Stuart,"Dir, 10%",S - Sale,SAPE,$7.20,"-30,000","-$216,105","17,685,796",0%,2008-01-28 17:51:42,2008-01-24
53,Zack L P,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:50:38,2008-01-25
54,Sierra Central Corp,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:48:35,2008-01-25
55,Sm Holder L P,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:48:34,2008-01-25
56,Edelman Joseph,10%,P - Purchase,XTLB,$2.94,"+638,570","+$1,875,164","2,193,430",+41%,2008-01-28 17:48:31,2008-01-23
57,Sm Holder Co,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:48:30,2008-01-25
58,Scangos George A,"Pres, CEO",S - Sale,EXEL,$7.14,"-2,500","-$17,842","1,280,581",0%,2008-01-28 17:45:26,2008-01-28
59,McClendon Aubrey K,"COB, CEO",P - Purchase,CHK,$36.51,"+100,000","+$3,650,816","29,523,395",0%,2008-01-28 17:43:42,2008-01-24
60,Scott Richard L,10%,P - Purchase,TSC,$2.74,+600,"+$1,645","496,700",0%,2008-01-28 17:43:12,2008-01-24
61,Anderson Gregory Scott,SVP,S - Sale+OE,CAE,$47.14,"-6,255","-$294,878","16,353",-28%,2008-01-28 17:42:34,2008-01-24
62,William C. & Betty Jane France Alaska Community Property Trust,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:42:19,2008-01-25
63,Quaternary Investment,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:42:16,2008-01-25
64,Kennedy Lesa D,"Pres, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,228,062",0%,2008-01-28 17:42:15,2008-01-25
65,Kennedy Benjamin Z,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:42:13,2008-01-25
66,Ja Holder Limited Partnership,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:42:11,2008-01-25
67,Zack Co,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:41:08,2008-01-25
68,Principal Investment Co,"Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,226,910",0%,2008-01-28 17:41:07,2008-01-25
69,"Nevair of Nevada, LLC","Group Member, 10%",P - Purchase,ISCA,$40.55,+280,"+$11,354","18,103,571",0%,2008-01-28 17:41:05,2008-01-25
70,Otto William J,"Pres, COO, Marcus Hotels, Inc.",S - Sale,MCS,$17.98,"-6,245","-$112,309","35,361",-15%,2008-01-28 17:41:02,2008-01-24
