,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Bradbury Daniel,Dir,S - Sale+OE,ILMN,$32.64,"-6,000","-$195,835","2,000",-75%,2008-10-23 21:52:01,2008-10-21
1,Miller Michael G,Dir,S - Sale+OE,JAKK,$19.86,"-15,000","-$297,912","18,268",-45%,2008-10-23 21:28:22,2008-10-20
2,Rosenblatt Robert,Dir,P - Purchase,RRPH,$0.02,"+200,000","+$4,000","896,300",+29%,2008-10-23 20:47:16,2008-09-30
3,Hastings Reed,CEO,S - Sale+OE,NFLX,$20.27,"-10,000","-$202,700","2,148,213",0%,2008-10-23 20:22:16,2008-10-23
4,Hughes John,Dir,S - Sale+OE,ACO,$23.80,"-3,000","-$71,410","439,939",-1%,2008-10-23 20:02:56,2008-10-21
5,Leatherberry William J,VP,P - Purchase,CENX,$9.40,"+1,250","+$11,750","3,064",+69%,2008-10-23 19:53:54,2008-10-23
6,Trinad Capital Master Fund Ltd.,10%,P - Purchase,COOL,$0.65,"+6,900","+$4,485","4,558,159",0%,2008-10-23 19:52:04,2008-10-21
7,Obrien John P,Dir,P - Purchase,CENX,$11.85,"+10,000","+$118,500","16,047",+165%,2008-10-23 19:50:29,2008-10-23
8,Axelrod Elizabeth L,"SVP, HR",P - Purchase,EBAY,$15.00,"+4,000","+$60,000","11,053",+57%,2008-10-23 19:49:47,2008-10-21
9,Huber Joe,10%,P - Purchase,LIVE,$1.50,"+303,243","+$454,863","1,571,529",+24%,2008-10-23 19:16:00,2008-10-21
10,Wynnefield Partners Small Cap Value LP,10%,P - Purchase,ACME,$0.52,"+20,000","+$10,300","5,872,326",0%,2008-10-23 19:02:29,2008-10-21
11,Dunne Terrence,"Secretary, Treasurer",P - Purchase,GCMN,$0.03,"+100,000","+$2,500","8,579,585",+1%,2008-10-23 19:02:14,2008-10-21
12,Dyne Colin,"CEO, 10%",S - Sale,PPLB,$0.50,"-200,000","-$100,000","7,531,560",-3%,2008-10-23 19:01:19,2008-10-22
13,Henry Christian O,"SVP, CFO",S - Sale+OE,ILMN,$32.49,"-6,500","-$211,168","10,000",-39%,2008-10-23 18:57:46,2008-10-21
14,Miles Patrick,"EVP, Marketing, Development",S - Sale+OE,NUVA,$45.47,"-5,000","-$227,341","1,470",-77%,2008-10-23 18:40:49,2008-10-22
15,Goldman Sachs Group Inc,10%,S - Sale,MYRG,$10.09,"-560,300","-$5,654,268","2,034,846",-22%,2008-10-23 18:40:22,2008-10-21
16,Tang Kevin C,10%,P - Purchase,ARDM,$0.24,"+10,000","+$2,400","5,947,000",0%,2008-10-23 18:40:18,2008-10-21
17,Kololian Vahan,"Dir, 10%",P - Purchase,CPBR,$0.20,"+3,400",+$680,"1,524,900",0%,2008-10-23 18:23:24,2008-10-22
18,Wood Mark,"VP, HR",S - Sale+OE,BMRN,$20.22,-177,"-$3,579",650,-21%,2008-10-23 18:09:59,2008-10-21
19,Harris Hubert L,Dir,P - Purchase,CNB,$3.49,"+2,000","+$6,980","26,743",+8%,2008-10-23 18:08:13,2008-10-23
20,Powell William E,Dir,P - Purchase,CNB,$4.13,"+5,000","+$20,650","47,656",+12%,2008-10-23 18:07:38,2008-10-23
21,Jacobs Sy,10%,P - Purchase,WLFC,$11.74,"+14,304","+$167,905","1,015,283",+1%,2008-10-23 17:59:15,2008-10-21
22,"Southpaw Credit Opportunity Master Fund, L.P.",10%,P - Purchase,CHRZ,$0.33,"+6,900","+$2,277","4,016,263",0%,2008-10-23 17:58:14,2008-10-21
23,Ratajczak Donald R,Dir,P - Purchase,CZBS,$5.00,+390,"+$1,950","6,110",+7%,2008-10-23 17:57:55,2008-10-09
24,Ebrahimi Farhad Fred,10%,P - Purchase,NUT,$2.55,"+8,900","+$22,669","2,294,700",0%,2008-10-23 17:52:14,2008-10-21
25,Behrman Michael J.,Dir,P - Purchase,HEOP,$6.30,"+2,304","+$14,522","14,488",+19%,2008-10-23 17:51:47,2008-10-22
26,Carter Harold D,Dir,P - Purchase,EPL,$5.96,"+5,000","+$29,800","44,897",+13%,2008-10-23 17:47:22,2008-10-06
27,Besselievre Michael,EVP,P - Purchase,BMRC,$28.00,+27,+$756,940,+3%,2008-10-23 17:45:16,2008-10-23
28,Denny James M,Dir,S - Sale+OE,GILD,$46.39,"-96,000","-$4,453,786","239,800",-29%,2008-10-23 17:42:52,2008-10-21
