,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Oaktree Capital Management LLC,10%,S - Sale,CIDI,$64.75,"-2,463,638","-$159,520,561",0,-100%,2005-10-19 21:43:29,2005-10-17
1,Audax Chart LLC,10%,S - Sale,CIDI,$64.75,"-1,032,992","-$66,886,232",0,-100%,2005-10-19 21:30:47,2005-10-17
2,Polson Jack E,Chief Accounting Officer,S - Sale+OE,PSYS,$52.45,"-8,000","-$419,584",0,-100%,2005-10-19 21:24:34,2005-10-17
3,Grant Christopher Jr,Dir,S - Sale+OE,PSYS,$52.49,"-5,933","-$311,423",0,-100%,2005-10-19 20:59:23,2005-10-17
4,Davidson Steven T,Chief Development Officer,S - Sale+OE,PSYS,$51.14,"-16,432","-$840,366",0,-100%,2005-10-19 20:58:45,2005-10-17
5,Turner Brent,"EVP Finance, Administration",S - Sale+OE,PSYS,$51.32,"-10,000","-$513,184",0,-100%,2005-10-19 20:57:54,2005-10-17
6,Murphy Donald E,Dir,S - Sale,TCBK,$21.62,"-43,963","-$950,392","253,948",-15%,2005-10-19 20:55:39,2005-10-19
7,Clein Mark P,Dir,S - Sale+OE,PSYS,$51.40,"-13,524","-$695,107","18,202",-43%,2005-10-19 20:44:08,2005-10-17
8,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.78,"-11,900","-$639,936","14,143",-46%,2005-10-19 20:38:04,2005-10-18
9,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.59,"-23,250","-$1,246,037","14,143",-62%,2005-10-19 20:37:16,2005-10-18
10,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.40,"-26,650","-$1,423,086","14,143",-65%,2005-10-19 20:36:44,2005-10-18
11,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.19,"-19,800","-$1,053,222","14,143",-58%,2005-10-19 20:36:06,2005-10-18
12,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.04,"-25,800","-$1,368,321","14,143",-65%,2005-10-19 20:35:46,2005-10-18
13,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$52.83,"-22,200","-$1,172,749","14,143",-61%,2005-10-19 20:35:30,2005-10-18
14,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$52.66,"-37,500","-$1,974,677","14,143",-73%,2005-10-19 20:35:04,2005-10-18
15,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$52.54,"-21,100","-$1,108,533","14,143",-60%,2005-10-19 20:34:47,2005-10-18
16,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.14,"-23,200","-$1,232,822","14,143",-62%,2005-10-19 20:34:21,2005-10-17
17,Oppenheimer Peter,SVP,S - Sale+OE,AAPL,$53.28,"-29,429","-$1,567,934","14,143",-68%,2005-10-19 20:34:00,2005-10-17
