,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Mahon Paul A,"EVP, GC",S - Sale+OE,UTHR,$74.12,"-2,000","-$148,243","12,000",-14%,2005-11-18 21:54:26,2005-11-17
1,Hadeed Fred T,"EVP, CFO",S - Sale+OE,UTHR,$74.12,"-2,944","-$218,213","1,000",-75%,2005-11-18 21:47:14,2005-11-17
2,Jeffs Roger,"Pres, COO",S - Sale+OE,UTHR,$74.12,"-3,500","-$259,425","12,933",-21%,2005-11-18 21:34:30,2005-11-17
3,Rothblatt Martine A,CEO,S - Sale,UTHR,$74.12,"-2,000","-$148,243","322,368",-1%,2005-11-18 21:27:09,2005-11-17
4,Holder Steven,"COB, Co-CEO, 10%",P - Purchase,ECR,$2.68,"+120,000","+$321,370","16,819,242",+1%,2005-11-18 21:26:07,2005-11-18
5,Malek Frederic V,Dir,S - Sale,CBG,$53.10,"-20,000","-$1,061,955","296,829",-6%,2005-11-18 21:03:25,2005-11-16
6,Lal Anurag,SVP Business Development,S - Sale,IPAS,$6.20,"-5,000","-$30,999","82,000",-6%,2005-11-18 20:37:14,2005-11-17
7,Snyder Allen E,"EVP, COO",S - Sale+OE,OPWV,$17.06,"-20,000","-$341,213","263,956",-7%,2005-11-18 20:04:07,2005-11-16
8,Decker Susan L,"EVP, CFO",S - Sale+OE,YHOO,$39.94,"-194,999","-$7,788,417","298,993",-39%,2005-11-18 19:58:19,2005-11-16
9,Nazem Farzad,"EVP, CTO",S - Sale+OE,YHOO,$39.71,"-200,000","-$7,941,000","499,160",-29%,2005-11-18 19:53:07,2005-11-16
10,Korman Walter,"SVP, Engineering",S - Sale+OE,MCHX,$19.83,"-10,000","-$198,336",0,-100%,2005-11-18 19:51:55,2005-11-18
11,Callahan Michael John,"SVP, GC",S - Sale+OE,YHOO,$41.97,"-8,958","-$375,967","38,695",-19%,2005-11-18 19:49:38,2005-11-17
12,Veech Scott T,"CFO, Secretary, Treasurer",S - Sale,MRGE,$26.71,"-50,000","-$1,335,545","11,000",-82%,2005-11-18 19:46:13,2005-11-16
13,Forrest William D,Exec COB,S - Sale,COSI,$9.12,"-25,000","-$227,962","731,407",-3%,2005-11-18 19:45:05,2005-11-16
14,Hansen John,Dir,P - Purchase,DWRI,$5.10,"+32,100","+$163,864","590,541",+6%,2005-11-18 19:42:56,2005-11-16
15,Microvision Inc,10%,S - Sale,LMRA,$4.06,"-145,428","-$589,711","4,621,910",-3%,2005-11-18 19:37:20,2005-11-16
16,Kim Min J,"COO, EVP",S - Sale,NARA,$19.00,"-13,328","-$253,232","19,984",-40%,2005-11-18 19:36:04,2005-11-18
17,Gordon Bernard M,Dir,S - Sale,ALOG,$46.17,"-10,000","-$461,740","236,436",-4%,2005-11-18 19:27:25,2005-11-17
18,Ramadan Alan,"EVP, GM, Mobile, Devices",S - Sale+OE,MACR,$45.81,"-25,000","-$1,145,170",0,-100%,2005-11-18 19:26:24,2005-11-17
19,Scangos George A,"Pres, CEO",S - Sale,EXEL,$8.51,"-2,500","-$21,264","1,527,341",0%,2005-11-18 19:20:55,2005-11-18
20,Compton Craig S,Dir,P - Purchase,TCBK,$22.38,+50,"+$1,119","70,098",0%,2005-11-18 19:19:00,2005-11-17
21,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$29.62,"-1,000","-$29,620","24,916,006",0%,2005-11-18 19:17:19,2005-11-17
22,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$29.35,"-10,600","-$311,141","24,917,006",0%,2005-11-18 19:16:55,2005-11-17
23,Campbell Elizabeth Stephens,10%,S - Sale,CONN,$33.31,"-110,300","-$3,674,220","3,134,725",-3%,2005-11-18 19:16:27,2005-11-14
24,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$28.38,"-8,400","-$238,394","24,927,606",0%,2005-11-18 19:16:12,2005-11-17
25,Steele Jim,"Pres, WW Sales, Distrib.",S - Sale+OE,CRM,$29.00,"-20,000","-$580,000","5,500",-78%,2005-11-18 19:15:23,2005-11-17
26,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$27.25,"-10,600","-$288,872","24,936,006",0%,2005-11-18 19:13:48,2005-11-16
27,Phung Michelle S,Exec. VP of Bank,S - Sale,MCBI,$28.74,"-4,400","-$126,436",0,-100%,2005-11-18 19:13:33,2005-11-17
28,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$26.83,"-9,400","-$252,216","24,946,606",0%,2005-11-18 19:13:00,2005-11-16
29,Salomon Peter,Dir,S - Sale+OE,KERX,$15.03,"-20,000","-$300,680","1,800",-92%,2005-11-18 19:08:43,2005-11-16
30,Barri James D,Exec. VP (Issuer Subsidiary),S - Sale+OE,CBSS,$48.55,"-44,870","-$2,178,245","29,781",-60%,2005-11-18 19:06:32,2005-11-14
31,Mani Simon,Dir,P - Purchase,TAGS,$1.44,"+15,000","+$21,525","15,000",New,2005-11-18 18:55:02,2005-11-17
32,Pietsch Ervin,Dir,P - Purchase,PNBC,$33.50,+178,"+$5,963","14,044",+1%,2005-11-18 18:46:48,2005-11-10
33,Pietsch Ervin,Dir,P - Purchase,PNBC,$33.25,+8,+$266,"14,067",0%,2005-11-18 18:42:12,2005-11-16
34,Swords Edwin L III,Dir,P - Purchase,CHKJ,$17.75,"+1,100","+$19,525","34,672",+3%,2005-11-18 18:38:37,2005-11-15
