,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Harvey J Brett,Dir,S - Sale,CNX,$65.48,"-5,287","-$346,195","87,522",-6%,2005-08-03 21:58:09,2005-08-01
1,Lyons William J,"SVP, CFO",S - Sale,CNX,$67.68,-772,"-$52,246","21,057",-4%,2005-08-03 21:56:47,2005-08-01
2,"John Bush Simpson & Rita Lynn Simpson, Trustees of the Simpson Family Trust U/d/t 1/12/90",10%,S - Sale,FOXH,$51.44,"-39,073","-$2,009,916","3,861,942",-1%,2005-08-03 21:53:51,2005-08-01
3,Ingram William P,VP Fab. Operations,S - Sale+OE,SUPX,$27.00,"-12,000","-$324,031",0,-100%,2005-08-03 21:48:06,2005-08-02
4,Simpson John B Ph D Md,"Dir, 10%",S - Sale,FOXH,$51.46,"-41,773","-$2,149,641","6,212,241",-1%,2005-08-03 21:47:51,2005-08-01
5,Simpson Rita Lynn,10%,S - Sale,FOXH,$51.46,"-41,773","-$2,149,641","6,212,241",-1%,2005-08-03 21:44:52,2005-08-01
6,Flowers Mark B,"EVP, CTO",S - Sale+OE,LF,$12.40,"-18,000","-$223,185","91,699",-16%,2005-08-03 21:42:35,2005-08-01
7,Hinohara Tomoaki,Dir,S - Sale+OE,FOXH,$51.74,"-4,000","-$206,960","56,961",-7%,2005-08-03 21:40:05,2005-08-01
8,Polk Dennis,"CFO, SVP, Corp Finance",S - Sale+OE,SNX,$18.60,"-1,500","-$27,905",0,-100%,2005-08-03 21:36:37,2005-08-01
9,Martin David,COO,S - Sale+OE,FOXH,$51.71,"-4,000","-$206,840","51,029",-7%,2005-08-03 21:33:46,2005-08-01
10,Noble Joseph A,"VP, Asia Pacific Sales",S - Sale+OE,XXIA,$19.46,"-48,400","-$941,728","1,435",-97%,2005-08-03 21:32:00,2005-08-01
11,Hoffman William,VP of Sales,S - Sale+OE,FOXH,$51.71,"-1,700","-$87,907","2,266",-43%,2005-08-03 21:29:46,2005-08-01
12,Nason Mark A,EVP,S - Sale+OE,SKX,$17.00,"-16,500","-$280,500","2,320",-88%,2005-08-03 21:20:37,2005-08-03
13,Lasky Mitchell,CEO,S - Sale,JMDT,$29.15,"-3,300","-$96,201","992,621",0%,2005-08-03 21:19:29,2005-08-02
14,Lilly Peter B,COO - Coal,S - Sale,CNX,$67.68,"-3,037","-$205,533","36,422",-8%,2005-08-03 21:19:05,2005-08-01
15,Nash John E,VP New Technologies,S - Sale,KNSY,$33.77,"-5,000","-$168,850","401,500",-1%,2005-08-03 21:17:02,2005-08-01
16,Stickel Daniel E,"EVP, GM, STG",S - Sale+OE,MVSN,$21.70,"-5,000","-$108,500","4,382",-53%,2005-08-03 21:13:46,2005-08-01
17,Stickel Daniel E,"EVP, GM, STG",S - Sale+OE,MVSN,$21.70,"-5,000","-$108,500","3,931",-56%,2005-08-03 21:06:31,2005-08-01
18,Madsen Thomas C,Dir,S - Sale+OE,KTEC,$12.73,"-21,000","-$267,260","410,971",-5%,2005-08-03 20:59:53,2005-08-01
19,Miele Arthur R,"SVP, Marketing",S - Sale+OE,PD,$106.15,"-8,867","-$941,236","22,455",-28%,2005-08-03 20:58:12,2005-08-01
20,Pulatie David L,SVP - HR,S - Sale+OE,PD,$106.64,"-7,933","-$845,991","15,558",-34%,2005-08-03 20:57:52,2005-08-01
21,Berresse James P,"Pres, CCC",S - Sale+OE,PD,$106.64,"-5,000","-$533,210","13,950",-26%,2005-08-03 20:57:23,2005-08-01
22,Wetsel Gary,Dir,P - Purchase,LOOK,$0.61,"+33,000","+$20,130","33,000",New,2005-08-03 20:55:30,2005-08-01
