,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Page Lawrence,"Pres, Products, Asst. Secty, 10%",S - Sale+OE,GOOG,$285.29,"-130,000","-$37,087,843","36,802",-78%,2005-08-19 21:41:54,2005-08-17
1,Reyes George,CFO,S - Sale,GOOG,$285.26,"-2,248","-$641,269","485,401",0%,2005-08-19 21:35:50,2005-08-17
2,Rosenberg Jonathan J,VP Prod. Mgmt.,S - Sale,GOOG,$285.27,-888,"-$253,320","476,505",0%,2005-08-19 21:35:10,2005-08-17
3,Ciporin Daniel T,Chairman of the Board,S - Sale,SHOP,$20.91,"-8,200","-$171,486","316,850",-3%,2005-08-19 21:33:06,2005-08-18
4,Cote David G,CEO,S - Sale+OE,PKTR,$11.35,"-25,000","-$283,750",0,-100%,2005-08-19 21:26:07,2005-08-19
5,Waitt Theodore W,10%,S - Sale,GTW,$3.18,"-162,800","-$517,248","92,674,136",0%,2005-08-19 21:08:04,2005-08-18
6,Strauss William L,CEO,S - Sale+OE,PRVD,$27.93,"-1,200","-$33,520","10,330",-10%,2005-08-19 21:00:35,2005-08-19
7,Blackstone Management Associates IV LLC,10%,S - Sale,NLC,$18.41,"-10,790,698","-$198,656,750","21,385,745",-34%,2005-08-19 20:46:58,2005-08-17
8,Randall John R,VP,P - Purchase,PENX,$13.77,+500,"+$6,887","4,500",+13%,2005-08-19 20:44:21,2005-08-17
9,Burns Randy J,VP,P - Purchase,PENX,$13.73,+400,"+$5,491",600,+200%,2005-08-19 20:43:49,2005-08-17
10,Goldman Sachs & Co Ohg,10%,S - Sale,NLC,$18.41,"-7,418,604","-$136,576,500","14,702,701",-34%,2005-08-19 20:40:36,2005-08-17
11,Friedman Richard A,Dir,S - Sale,NLC,$18.41,"-7,418,604","-$136,576,500","14,702,701",-34%,2005-08-19 20:40:15,2005-08-17
12,Mehra Sanjeev K,Dir,S - Sale,NLC,$18.41,"-7,418,604","-$136,576,500","14,702,701",-34%,2005-08-19 20:39:54,2005-08-17
13,Goldman Sachs Group Inc/,10%,S - Sale,NLC,$18.41,"-7,418,604","-$136,576,500","14,702,701",-34%,2005-08-19 20:38:57,2005-08-17
14,Strauss William L,CEO,S - Sale+OE,PRVD,$28.00,"-1,200","-$33,603","10,330",-10%,2005-08-19 20:36:50,2005-08-18
15,Pence Dennis C,"COB, CEO, 10%",S - Sale,CWTR,$27.34,"-27,100","-$740,890","23,804,980",0%,2005-08-19 20:19:55,2005-08-17
16,Eymann Steven Wayne,Chief Tech Officer SrVP,S - Sale+OE,RADN,$11.10,"-22,100","-$245,298","57,033",-28%,2005-08-19 19:50:50,2005-08-18
17,Switzer Mel Jr,"Pres, CEO",S - Sale,SBNK,$21.37,-800,"-$17,096","36,267",-2%,2005-08-19 19:49:01,2005-08-17
18,Fitting Robert C,CEO,S - Sale,RADN,$11.00,"-20,200","-$222,200","96,763",-17%,2005-08-19 19:38:14,2005-08-18
19,Morriss Burton D,Dir,S - Sale,KBAY,$22.12,"-29,944","-$662,263","897,006",-3%,2005-08-19 19:23:51,2005-08-17
20,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$20.07,"-10,000","-$200,665","26,854,667",0%,2005-08-19 19:19:50,2005-08-18
21,Robinow Mark S,"Exec. VP, CFO,, Secretary",P - Purchase,KONA,$11.00,"+2,500","+$27,500","2,500",New,2005-08-19 19:12:55,2005-08-19
22,Bell Derck,VP of Engineering,S - Sale,POWI,$21.50,-500,"-$10,750","3,533",-12%,2005-08-19 19:11:04,2005-08-19
23,Dempsey C Donald,"Pres, CEO",P - Purchase,KONA,$11.00,"+2,500","+$27,500","2,500",New,2005-08-19 19:09:01,2005-08-19
24,Mozilo Angelo R,"COB, CEO",S - Sale+OE,CFC,$34.60,"-52,500","-$1,816,432","1,311,783",-4%,2005-08-19 19:06:47,2005-08-19
25,Gorczynski Richard J,"SVP of R, D",S - Sale+OE,MYOG,$20.88,"-36,000","-$751,792","9,043",-80%,2005-08-19 19:05:04,2005-08-18
26,Kurland Stanford L,"Pres, CHC",S - Sale+OE,CFC,$34.63,"-5,000","-$173,174","648,644",-1%,2005-08-19 19:04:53,2005-08-19
27,Bristow Michael R,"Chief Science, Medical Officer",S - Sale+OE,MYOG,$20.83,"-10,000","-$208,300","243,666",-4%,2005-08-19 19:04:17,2005-08-18
28,Turner Joseph L,"SVP Fin, Admin, CFO, Treas",S - Sale+OE,MYOG,$20.83,"-5,000","-$104,150","13,975",-26%,2005-08-19 19:03:29,2005-08-18
29,Pigliucci Riccardo,Dir,S - Sale+OE,DNEX,$48.20,"-2,650","-$127,730","4,350",-38%,2005-08-19 18:46:16,2005-08-16
30,Kaufman Edmund M,Dir,S - Sale+OE,BHBC,$10.47,"-20,000","-$209,495","142,700",-12%,2005-08-19 18:36:34,2005-08-17
31,Forrest William D,Exec COB,S - Sale,COSI,$9.35,"-25,000","-$233,671","806,407",-3%,2005-08-19 18:36:04,2005-08-17
32,Bowen R William,"VP, GC",S - Sale,GPRO,$44.85,"-5,000","-$224,250","4,485",-53%,2005-08-19 18:30:54,2005-08-19
33,Sartore Ronald H,Dir,P - Purchase,SRAM,$0.29,"+10,000","+$2,900","40,000",+33%,2005-08-19 18:27:57,2005-08-19
34,Schiller Robert,"Pres, COO",S - Sale+OE,AH,$42.40,"-230,000","-$9,752,875","184,902",-55%,2005-08-19 18:24:49,2005-08-17
35,Kantor Gregg S,SVP,S - Sale+OE,NWN,$37.20,"-3,000","-$111,606","6,355",-32%,2005-08-19 18:24:31,2005-06-08
36,Heiar Glenn J,CFO,S - Sale+OE,AH,$42.42,"-66,901","-$2,837,852","34,265",-66%,2005-08-19 18:23:54,2005-08-17
37,McNamara Jerome J,SVP,S - Sale+OE,ISRG,$19.53,"-25,000","-$488,190","1,672",-94%,2005-08-19 18:23:51,2005-08-18
38,Strauss Thomas W,Dir,S - Sale+OE,AH,$42.40,"-25,000","-$1,060,095","12,500",-67%,2005-08-19 18:23:43,2005-08-17
39,Kramer Richard J,Dir,S - Sale+OE,ISRG,$73.81,"-5,000","-$369,050",0,-100%,2005-08-19 18:23:40,2005-08-19
40,Thomas Scott,"VP GC, Corp",S - Sale,CRUS,$7.53,"-1,906","-$14,352","1,067",-64%,2005-08-19 18:18:00,2005-08-18
41,Miller Eric,SVP,S - Sale+OE,ISRG,$74.10,"-10,625","-$787,313","2,594",-80%,2005-08-19 18:13:32,2005-08-18
42,Grace Brothers Ltd,10%,S - Sale,LDSH,$15.38,"-35,368","-$543,968","2,908,637",-1%,2005-08-19 18:12:23,2005-08-19
43,Sonnenfeld Michael J,"Pres, CEO",P - Purchase,FICC,$12.71,"+12,000","+$152,500","962,700",+1%,2005-08-19 18:11:49,2005-08-19
44,Lehr Paul,"VP, COO",S - Sale+OE,OVEN,$15.53,"-9,000","-$139,770",0,-100%,2005-08-19 18:11:39,2005-08-19
45,Hawk Philip J,CEO,S - Sale+OE,TMI,$18.69,"-11,850","-$221,426","86,333",-12%,2005-08-19 18:11:29,2005-08-17
46,Strouse David M,VP Prod. Dev. Apparel,P - Purchase,BOOT,$12.31,+565,"+$6,955","1,065",+113%,2005-08-19 18:10:09,2005-08-17
47,Dinardo Louis,"EVP, General Mgr",S - Sale+OE,ISIL,$19.85,"-100,000","-$1,984,850","2,500",-98%,2005-08-19 18:05:42,2005-08-18
48,Reinhard Walter,Dir,P - Purchase,UBFO,$27.25,+240,"+$6,540","216,111",0%,2005-08-19 18:05:03,2005-08-19
49,Kaufman Edmund M,Dir,S - Sale+OE,BHBC,$10.47,"-20,000","-$209,495","142,700",-12%,2005-08-19 18:02:18,2005-08-17
50,Grace Brothers Ltd,10%,S - Sale,LDSH,$15.45,"-101,285","-$1,564,368","2,944,005",-3%,2005-08-19 18:01:37,2005-08-17
51,Cejas Paul L,Dir,P - Purchase,MEL,$31.16,"+20,000","+$623,291","30,000",+200%,2005-08-19 18:01:18,2005-08-18
