,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,"Patient Safety Technologies, Inc",10%,S - Sale,TUX,$8.20,-500,"-$4,100","109,200",0%,2005-11-14 21:43:27,2005-11-10
1,"Patient Safety Technologies, Inc",10%,S - Sale,TUX,$8.20,-500,"-$4,100","109,200",0%,2005-11-14 21:42:54,2005-11-10
2,Levra Craig L,"COB, CEO",S - Sale,SPCH,$8.05,"-15,823","-$127,330","151,016",-9%,2005-11-14 21:40:15,2005-11-10
3,Kaminsky Howard K,EVP - Finance,S - Sale,SPCH,$8.05,"-15,823","-$127,330","98,238",-14%,2005-11-14 21:30:22,2005-10-10
4,Hobbs Woodson,"Pres, CEO",S - Sale,SYNC,$5.25,"-50,000","-$262,500","594,380",-8%,2005-11-14 21:26:24,2005-11-14
5,Haddrill Richard M,Vice COB,S - Sale+OE,MANH,$23.00,"-40,000","-$920,000","7,083",-85%,2005-11-14 21:16:11,2005-11-10
6,Trausch Dennis D,"EVP - Growth, Development",S - Sale,SPCH,$9.44,"-6,002","-$56,650","6,622",-48%,2005-11-14 21:10:55,2005-11-10
7,McWilliams Bruce M,"COB, CEO, Pres",S - Sale+OE,TSRA,$29.68,"-40,000","-$1,187,028","60,445",-40%,2005-11-14 21:08:53,2005-11-14
8,Johnson Franklin P Jr,Dir,S - Sale,AMGN,$81.61,"-25,000","-$2,040,314","2,017,365",-1%,2005-11-14 21:07:39,2005-11-14
9,McNamee Brian M,SVP HR,S - Sale+OE,AMGN,$81.47,"-64,433","-$5,249,138","73,641",-47%,2005-11-14 21:07:25,2005-11-10
10,McNamee Brian M,SVP HR,S - Sale,AMGN,$81.63,"-47,735","-$3,896,480","25,906",-65%,2005-11-14 21:07:06,2005-11-10
11,Johnson Randale,Secretary,S - Sale,IAUS,$0.35,"-15,000","-$5,300","1,275,085",-1%,2005-11-14 20:47:53,2005-11-08
12,Hong Shaw,"Pres, C.E.O",S - Sale+OE,OVTI,$14.48,"-8,000","-$115,824","1,540,175",-1%,2005-11-14 20:26:55,2005-11-14
13,Boeckmann Alan L,"COB, CEO",S - Sale+OE,FLR,$68.20,"-11,000","-$750,202","317,729",-3%,2005-11-14 20:25:36,2005-11-10
14,Boeckmann Alan L,"COB, CEO",S - Sale+OE,FLR,$68.69,"-29,000","-$1,992,121","326,057",-8%,2005-11-14 20:24:26,2005-11-10
15,Brausen Anthony T,"VP, CFO",S - Sale+OE,TNC,$46.58,"-11,717","-$545,777","5,588",-68%,2005-11-14 20:23:10,2005-11-09
16,Gonzalez Franklin,VP Process Technology,S - Sale,SUPX,$40.00,"-10,000","-$400,000","10,817",-48%,2005-11-14 20:20:10,2005-11-09
17,Kiddoo Bruce E,"VP, Corporate Controller",S - Sale,BRCM,$45.54,"-1,000","-$45,540","8,339",-11%,2005-11-14 20:17:22,2005-11-11
18,Metzger Blaine A,"SVP, Snap-on Tools Company LLC",S - Sale+OE,SNA,$36.00,"-7,000","-$252,000","1,093",-86%,2005-11-14 20:15:30,2005-11-09
19,Chamoun Nassib,"Pres, CEO",S - Sale+OE,ASPM,$35.00,-700,"-$24,500","320,581",0%,2005-11-14 20:12:47,2005-11-10
20,Wu Raymond,EVP,S - Sale+OE,OVTI,$14.47,"-6,850","-$99,137","326,788",-2%,2005-11-14 20:10:39,2005-11-14
21,Burkhardt Robert E,Director Emeritus,S - Sale,LSCO,$15.92,"-3,700","-$58,904","443,946",-1%,2005-11-14 20:10:24,2005-11-10
22,Wood Cathy L,"EVP, CFO, Corp Secty",S - Sale,WINS,$8.54,"-30,000","-$256,300","58,357",-34%,2005-11-14 20:08:35,2005-11-09
23,Contino Francis A,"E.VP,Strategic Planning, CFO",S - Sale,MKC,$30.25,"-6,577","-$198,921","66,719",-9%,2005-11-14 20:07:58,2005-11-09
24,Myers Steven S,"COB, CEO, 10%",S - Sale,WINS,$8.50,"-20,000","-$170,000","3,468,109",-1%,2005-11-14 20:06:37,2005-11-09
25,Phair Joseph B,"Former VP Admin, GC",S - Sale+OE,VAR,$47.64,"-40,000","-$1,905,468","96,279",-29%,2005-11-14 19:54:47,2005-11-09
26,Kebert James D,Pres of Subsidiary,S - Sale+OE,NSIT,$21.33,"-7,500","-$160,000",0,-100%,2005-11-14 19:51:59,2005-11-11
27,Brown Richard Gordon,VP,S - Sale+OE,MGRC,$29.00,"-1,900","-$55,100","7,400",-20%,2005-11-14 19:51:45,2005-11-10
28,Scherer Barbara Vaughn,CFO,S - Sale,PLT,$27.77,-300,"-$8,331","25,936",-1%,2005-11-14 19:47:38,2005-11-11
29,Hunter Micheal,VP WORLDWIDE MANUFACTURING,S - Sale+OE,IDTI,$11.26,"-12,990","-$146,267","3,574",-78%,2005-11-14 19:46:31,2005-11-11
30,Mozilo Angelo R,"COB, CEO",S - Sale+OE,CFC,$33.94,"-52,500","-$1,781,598","1,311,783",-4%,2005-11-14 19:43:09,2005-11-14
31,Kennedy W Keith Jr,Dir,S - Sale+OE,CNF,$58.25,"-19,465","-$1,133,842","33,582",-37%,2005-11-14 19:37:19,2005-11-10
32,Gill Margaret G,Dir,S - Sale,CNF,$57.84,"-5,000","-$289,192","4,531",-52%,2005-11-14 19:37:10,2005-11-14
33,Cakebread Steven,CFO,S - Sale+OE,CRM,$27.41,"-10,000","-$274,133","137,354",-7%,2005-11-14 19:36:50,2005-11-11
34,Hennessy John L,Dir,S - Sale+OE,GOOG,$392.56,-500,"-$196,279","6,645",-7%,2005-11-14 19:35:58,2005-11-11
35,Hennessy John L,Dir,S - Sale+OE,GOOG,$385.41,-500,"-$192,707","6,645",-7%,2005-11-14 19:35:33,2005-11-10
