,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Forrest William D,Exec COB,S - Sale,COSI,$6.85,"-25,000","-$171,265","856,407",-3%,2005-06-17 21:49:37,2005-06-15
1,Armstrong Ernest,VP,S - Sale,CLSC,$0.65,"-149,224","-$96,996","1,894,890",-7%,2005-06-17 21:06:04,2005-06-15
2,J P Morgan Partners Sbic LLC,10%,S - Sale,MYOG,$6.95,"-360,000","-$2,502,170","3,712,726",-9%,2005-06-17 21:03:19,2005-06-16
3,Pinckert Warren E II,"CEO, Pres",S - Sale,CTEC,$9.85,"-2,000","-$19,700","192,668",-1%,2005-06-17 20:46:53,2005-06-16
4,Hale Thomas E,"SVP, GM",S - Sale+OE,MACR,$43.19,"-36,869","-$1,592,413",500,-99%,2005-06-17 20:38:05,2005-06-16
5,Welty William B,Dir,S - Sale+OE,MACR,$43.19,"-5,000","-$215,970",0,-100%,2005-06-17 20:37:52,2005-06-16
6,Burns John M,Dir,P - Purchase,SYS,$1.31,"+17,000","+$22,265","161,434",+12%,2005-06-17 20:24:34,2005-06-15
7,Conway William E Jr,Dir,S - Sale+OE,NXTL,$32.05,"-237,333","-$7,606,523","712,433",-25%,2005-06-17 20:03:36,2005-06-16
8,Pohlman William B,Dir,S - Sale+OE,MLIN,$5.28,"-19,725","-$104,175","5,760",-77%,2005-06-17 20:02:02,2005-06-15
9,Shonk Simmons Georgia,"Pres, CMO",S - Sale+OE,CWTR,$23.02,"-16,440","-$378,449","9,868",-62%,2005-06-17 19:58:52,2005-06-16
10,Lee Jimmy,VP STRATEGIC BUSINESS UNIT,S - Sale+OE,IDTI,$12.35,"-9,000","-$111,157","20,173",-31%,2005-06-17 19:58:49,2005-06-15
11,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$19.91,"-10,000","-$199,119","27,284,667",0%,2005-06-17 19:55:02,2005-06-17
12,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$20.20,-400,"-$8,080","27,294,667",0%,2005-06-17 19:54:37,2005-06-16
13,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$19.79,"-9,600","-$190,012","26,524,920",0%,2005-06-17 19:53:56,2005-06-16
14,Robertson Brett,"EVP, GC",S - Sale+OE,ASKJ,$31.70,"-4,166","-$132,062",0,-100%,2005-06-17 19:34:38,2005-06-15
15,Battle A George,Exec. COB,S - Sale+OE,ASKJ,$31.92,"-50,000","-$1,595,930","207,964",-19%,2005-06-17 19:33:47,2005-06-15
16,Segrera Jose,"SVP, CFO",P - Purchase,TWW,$6.07,"+1,000","+$6,070","1,000",New,2005-06-17 19:32:54,2005-06-15
17,Williams Thomas H,Dir,S - Sale,PRNW,$1.29,"-15,000","-$19,310","85,000",-15%,2005-06-17 19:29:55,2005-06-15
18,Jimenez Mary,GMM Design BS,S - Sale+OE,BEBE,$27.04,"-37,572","-$1,016,082",0,-100%,2005-06-17 19:29:36,2005-06-15
19,Wang Caden,Dir,S - Sale+OE,BEBE,$27.26,"-9,702","-$264,484",0,-100%,2005-06-17 19:29:20,2005-06-15
20,Kurland Stanford L,"Pres, CHC",S - Sale+OE,CFC,$38.98,"-12,000","-$467,732","620,324",-2%,2005-06-17 19:13:12,2005-06-17
21,Singleton Group LLC,10%,S - Sale,UTR,$49.71,"-10,500","-$521,925","13,300,520",0%,2005-06-17 19:12:43,2005-06-16
22,Hayes Delbert J,Dir,S - Sale,NKE,$88.50,"-10,000","-$885,000","557,379",-2%,2005-06-17 19:12:30,2005-06-16
23,Singleton Group LLC,10%,S - Sale,UTR,$49.55,"-16,000","-$792,868","13,311,020",0%,2005-06-17 19:12:13,2005-06-15
24,Medina Manuel D,"COB, C.E.O., Pres",P - Purchase,TWW,$6.10,"+10,000","+$60,990","2,906,871",0%,2005-06-17 19:11:54,2005-06-15
25,Thomas Dalton,"VP, Operations Support",S - Sale,CAM,$63.98,"-2,000","-$127,960","27,244",-7%,2005-06-17 19:08:40,2005-06-17
26,Macleod Donald,"EVP, COO",S - Sale+OE,NSM,$21.24,"-26,000","-$552,240","102,561",-20%,2005-06-17 19:04:33,2005-06-17
27,Mozilo Angelo R,"COB, CEO",S - Sale+OE,CFC,$39.00,"-52,500","-$2,047,374","1,311,783",-4%,2005-06-17 19:02:18,2005-06-17
28,Wambach Barbara L,"Pres, COO Of",S - Sale+OE,BEBE,$27.76,"-8,000","-$222,080",0,-100%,2005-06-17 19:00:47,2005-06-15
29,Parks Walter J,CFO,S - Sale+OE,BEBE,$27.63,"-23,400","-$646,464",0,-100%,2005-06-17 19:00:38,2005-06-15
30,Curtis Thomas Benedict,BS Sr Dir GMM,S - Sale+OE,BEBE,$27.25,"-15,500","-$422,405","3,498",-82%,2005-06-17 19:00:23,2005-06-15
31,Piriyapoksombut Linda Vilaikeo,"SVP Planning, Allocation",S - Sale+OE,BEBE,$27.47,"-13,000","-$357,045",0,-100%,2005-06-17 18:59:54,2005-06-15
32,Mashouf Paul,"BS VP Mfg, Sourcing",S - Sale+OE,BEBE,$26.71,"-10,457","-$279,306","25,694",-29%,2005-06-17 18:59:41,2005-06-17
33,Wessinger Henry W II,Dir,S - Sale+OE,CAE,$43.00,-635,"-$27,305",0,-100%,2005-06-17 18:59:03,2005-06-16
34,Parnes Andrew H,"EVP, CFO",S - Sale+OE,SPF,$86.00,"-2,000","-$172,000","36,875",-5%,2005-06-17 18:51:59,2005-06-15
35,Kripalani Ranjit M,"SMD, Pres, CEO CSC",S - Sale,CFC,$38.67,"-4,143","-$160,210","17,999",-19%,2005-06-17 18:44:37,2005-06-17
36,Waitt Theodore W,10%,S - Sale,GTW,$3.47,"-162,800","-$564,102","96,337,136",0%,2005-06-17 18:38:18,2005-06-16
37,Parry Richard D,"SVP, GC",S - Sale+OE,WGII,$49.94,"-7,280","-$363,541","7,399",-50%,2005-06-17 18:36:30,2005-06-14
38,Enis Ben M,Dir,S - Sale,CFC,$39.35,"-50,000","-$1,967,500","427,974",-10%,2005-06-17 18:35:14,2005-06-17
39,Bahr Richard G,VP Engineering,S - Sale,ATHR,$8.92,"-87,500","-$780,067","103,659",-46%,2005-06-17 18:34:33,2005-06-17
40,Brotherson Gaylen M,"COB, CEO, 10%",P - Purchase,MBAH,$0.05,"+200,000","+$10,000","63,576,160",0%,2005-06-17 18:34:29,2005-06-15
41,Woods Michael E,SVP of Franchise Dev.,S - Sale,RRGB,$58.21,"-20,000","-$1,164,214","162,444",-11%,2005-06-17 18:33:02,2005-06-16
42,Cremin Robert W,"COB, Pres, CEO",S - Sale+OE,ESL,$39.68,"-25,000","-$991,940","4,166",-86%,2005-06-17 18:32:54,2005-06-17
43,Hornbeck Todd M,"COB, Pres, CEO, Sec.",S - Sale,HOS,$27.50,"-2,125","-$58,438","674,699",0%,2005-06-17 18:31:40,2005-06-15
44,Mullen Dennis B,Dir,S - Sale,RRGB,$58.21,"-1,500","-$87,318","2,000",-43%,2005-06-17 18:27:20,2005-06-16
45,Moreadith Randall,Chief Medical Officer,S - Sale,RNVS,$13.35,"-5,400","-$72,077",0,-100%,2005-06-17 18:25:48,2005-06-15
46,Ghandour Ziad,Dir,S - Sale,SYNM,$9.97,"-50,000","-$498,593","636,356",-7%,2005-06-17 18:24:45,2005-06-15
47,Wilson Stanley T,Chief Accounting Officer,S - Sale+OE,SWN,$42.56,"-6,227","-$265,033","28,668",-18%,2005-06-17 18:23:20,2005-06-16
48,Hovde Eric D,10%,P - Purchase,PLUS,$12.52,"+6,900","+$86,357","1,007,345",+1%,2005-06-17 18:23:14,2005-06-09
49,Wales James R,Exec VP,S - Sale,XTXI,$44.55,"-2,000","-$89,100","282,699",-1%,2005-06-17 18:20:10,2005-06-17
