,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Warren George Fisher Jr,Dir,S - Sale,FSCI,$49.07,"-1,500","-$73,611","674,003",0%,2005-05-18 21:57:54,2005-05-16
1,Havenstrite Stuart,Dir,S - Sale,NVSRF,$0.36,"-5,000","-$1,800","471,921",-1%,2005-05-18 21:56:41,2005-05-16
2,Discombe Nicholas Sanders,"Pres, COO",S - Sale+OE,WITS,$16.61,"-8,430","-$140,022","3,000",-74%,2005-05-18 21:53:32,2005-05-17
3,Elliot David W Jr,"Pres, COO",P - Purchase,VSTA,$15.56,+500,"+$7,782","1,100",+83%,2005-05-18 21:43:38,2005-05-17
4,Soito Angela,VP of Clinical Affairs,S - Sale+OE,FOXH,$29.58,"-63,763","-$1,886,046",0,-100%,2005-05-18 21:37:58,2005-05-16
5,Lommel Suzon,"VP of Quality, Regulatory Affr",S - Sale+OE,FOXH,$29.62,"-67,290","-$1,992,793",0,-100%,2005-05-18 21:37:42,2005-05-16
6,Trigg Leslie,VP of Marketing,S - Sale+OE,FOXH,$29.55,"-40,000","-$1,182,007",950,-98%,2005-05-18 21:37:27,2005-05-16
7,Vivoli Daniel,"VP, Marketing",S - Sale+OE,NVDA,$25.12,"-28,000","-$703,427","166,864",-14%,2005-05-18 20:59:36,2005-05-16
8,Pace Joshua,"SVP Finance, CFO",S - Sale,OPWV,$14.04,"-8,000","-$112,298","129,332",-6%,2005-05-18 20:56:09,2005-05-16
9,Ricafrente Rowena,VP Global HR,S - Sale+OE,PSPT,$10.10,"-6,407","-$64,711",0,-100%,2005-05-18 20:51:43,2005-05-17
10,Paquin Robert L,"COO, CIO",S - Sale,NILE,$29.93,"-2,115","-$63,305","276,844",-1%,2005-05-18 20:41:32,2005-05-17
11,Irvine Diane M,CFO,S - Sale,NILE,$29.90,"-1,630","-$48,732","251,763",-1%,2005-05-18 20:38:42,2005-05-17
12,Vadon Mark C,"Pres, CEO, 10%",S - Sale,NILE,$29.83,"-8,600","-$256,536","1,601,253",-1%,2005-05-18 20:33:56,2005-05-16
13,Luskin Meyer/,Dir,P - Purchase,OSIS,$14.09,"+16,000","+$225,380","116,410",+16%,2005-05-18 20:29:14,2005-05-17
14,Craver Theodore F Jr,"Chrm., Pres,CEO, EME",S - Sale+OE,EIX,$37.22,"-22,300","-$829,956","84,389",-21%,2005-05-18 20:23:28,2005-05-18
15,Laird Dewayne E,"VP, CFO",S - Sale,SGMS,$22.30,"-44,250","-$986,927","1,500",-97%,2005-05-18 20:16:24,2005-05-17
16,Miller Lloyd I III,"Dir, 10%",S - Sale+OE,ALDA,$23.54,"-13,628","-$320,830","896,212",-1%,2005-05-18 20:15:01,2005-05-17
17,Christensen Clayton M,Dir,P - Purchase,FC,$3.50,"+14,000","+$49,000","25,957",+117%,2005-05-18 20:05:19,2005-05-17
18,Evan Dana L,"EVP, CFO",S - Sale+OE,VRSN,$28.47,"-5,000","-$142,341","109,434",-4%,2005-05-18 19:52:55,2005-05-16
19,Ross Lloyd E,Dir,S - Sale+OE,PHS,$60.02,"-1,500","-$90,030","9,200",-14%,2005-05-18 19:51:46,2005-05-16
20,McNamara Donald J,Dir,P - Purchase,FC,$3.50,"+86,000","+$301,000","296,314",+41%,2005-05-18 19:51:30,2005-05-17
21,Olson Russel E,Dir,P - Purchase,EVGG,$17.75,"+1,000","+$17,750","2,375",+73%,2005-05-18 19:50:31,2005-05-18
22,Cavanagh Patrick W,"Pres, CEO",P - Purchase,WMCO,$1.27,"+1,674","+$2,126","29,839",+6%,2005-05-18 19:48:03,2005-05-16
23,Berlan Denis,"EVP, COO",S - Sale+OE,ALTR,$21.50,"-20,000","-$430,000","477,416",-4%,2005-05-18 19:46:42,2005-05-17
24,Dubinsky Donna L,Dir,S - Sale,PLMO,$25.88,"-6,000","-$155,276","1,509,911",0%,2005-05-18 19:46:24,2005-05-18
25,York Douglas W,"EVP, COO",S - Sale+OE,SM,$24.00,"-35,144","-$843,456","27,828",-56%,2005-05-18 19:43:06,2005-05-17
26,Borror Douglas G,"COB, CEO, 10%",P - Purchase,DHOM,$14.99,"+1,000","+$14,990","1,856,568",0%,2005-05-18 19:36:46,2005-05-16
27,Borror Douglas G,"COB, CEO, 10%",P - Purchase,DHOM,$14.82,"+4,000","+$59,280","74,000",+6%,2005-05-18 19:35:58,2005-05-13
28,Roy Peter,Dir,P - Purchase,WMAR,$16.40,"+2,000","+$32,800","12,957",+18%,2005-05-18 19:35:09,2005-05-17
29,Hansen Magnus,"VP, Engineering",S - Sale,PRNW,$1.34,"-5,000","-$6,710","620,000",-1%,2005-05-18 19:30:20,2005-05-17
30,Enrico Roger A,Dir,S - Sale+OE,BLC,$23.95,"-32,000","-$766,534","10,000",-76%,2005-05-18 19:30:05,2005-05-18
31,Johns Christopher P,"SVP, CFO, Controller",S - Sale+OE,PCG,$35.75,"-23,300","-$832,975","28,586",-45%,2005-05-18 19:29:48,2005-05-17
32,Malbon Charles R Jr,Dir,P - Purchase,HBKS,$17.00,"+1,000","+$17,000","1,200",+500%,2005-05-18 19:27:57,2005-05-18
33,Major John E,Dir,S - Sale+OE,BRCM,$35.21,"-15,000","-$528,150","3,500",-81%,2005-05-18 19:26:24,2005-05-18
34,Godfrey William R,"Ex. VP, Admin Services",S - Sale+OE,SIE,$64.26,"-8,000","-$514,108","9,173",-47%,2005-05-18 19:23:19,2005-05-17
35,Pinckert Warren E II,"CEO, Pres",S - Sale,CTEC,$10.02,"-2,000","-$20,030","194,594",-1%,2005-05-18 19:23:15,2005-05-17
