,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,"Silver Private Holdings I, LLC",10%,P - Purchase,SNCR,$15.89,"+1,357,383","+$21,572,404","5,994,667",+29%,2017-05-04 21:50:29,2017-05-02
1,Intel Corp,10%,P - Purchase,CLDR,$15.00,"+1,200,000","+$18,000,000","26,065,827",+5%,2017-05-04 21:42:12,2017-05-03
2,Bonnot Lionel,"SVP Mktg, Business Dev.",S - Sale+OE,QTNA,$18.18,"-8,600","-$156,322",0,-100%,2017-05-04 21:02:10,2017-05-02
3,Miller Larry Lee,COO,S - Sale+OE,PAHC,$30.13,"-18,953","-$571,124",0,-100%,2017-05-04 21:01:38,2017-05-02
4,Molina John C,Dir,S - Sale,MOH,$65.00,"-15,393","-$1,000,545","1,268,064",-1%,2017-05-04 20:58:17,2017-05-03
5,Kim Susan Y,"Exhibit 99.1, 10%",S - Sale+OE,AMKR,$5.78,-800,"-$4,624","58,411,795",0%,2017-05-04 20:56:18,2016-05-20
6,Ajer Jeffrey Robert,"EVP, Chief Commercial Officer",S - Sale,BMRN,$96.74,-302,"-$29,215","51,532",-1%,2017-05-04 20:54:49,2017-05-02
7,Muller Luis A,"Pres, CEO",S - Sale+OE,COHU,$20.18,"-50,000","-$1,009,210","363,686",-12%,2017-05-04 20:53:57,2017-05-02
8,Swinghamer David A,10%,S - Sale+OE,SHAK,$33.92,"-34,900","-$1,183,758","557,167",-6%,2017-05-04 20:45:49,2017-05-02
9,Stolk Marcel,"SVP, C, P",S - Sale,LOGI,$34.16,"-100,000","-$3,416,221","100,839",-50%,2017-05-04 20:36:16,2017-05-02
10,Roos John Victor,Dir,S - Sale,CRM,$86.75,-194,"-$16,830","17,035",-1%,2017-05-04 20:30:21,2017-05-04
11,Block Keith,"Pres, Vice COB, COO",S - Sale+OE,CRM,$86.63,"-10,000","-$866,303",0,-100%,2017-05-04 20:27:34,2017-05-04
12,Feld Peter A,Dir,S - Sale,NSP,$87.44,"-69,365","-$6,065,396","595,676",-10%,2017-05-04 20:17:14,2017-05-02
13,Benioff Marc,"COB, CEO",S - Sale+OE,CRM,$86.64,"-10,000","-$866,418","34,185,300",0%,2017-05-04 20:17:11,2017-05-04
14,Donaker Geoffrey L,Dir,S - Sale+OE,YELP,$36.00,"-4,000","-$144,000","5,590",-42%,2017-05-04 20:10:48,2017-05-02
15,"Upfront Ii, L.P.",former 10% owner,S - Sale,TRUE,$15.72,"-1,725,000","-$27,110,618","7,860,332",-18%,2017-05-04 20:09:31,2017-05-02
16,"Interstate Batteries, Inc.",10%,S - Sale,AQMS,$16.98,"-95,327","-$1,618,845","546,610",-15%,2017-05-04 20:05:34,2017-05-02
17,Rea Jeffrey Gene,Dir,S - Sale,BMCH,$23.14,"-60,000","-$1,388,265","296,360",-17%,2017-05-04 20:00:51,2017-05-02
18,Bobo Donald E Jr,"CVP, Heart Valve Therapy",S - Sale+OE,EW,$109.98,"-34,120","-$3,752,661","99,129",-26%,2017-05-04 19:59:56,2017-05-02
19,Ritter Gordon,Dir,S - Sale,VEEV,$53.83,"-10,200","-$549,089","405,639",-2%,2017-05-04 19:57:08,2017-05-02
