,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,McCreight Shawn,10%,S - Sale,GUID,$6.94,"-229,152","-$1,590,653","5,561,536",-4%,2017-04-03 21:34:37,2016-11-16
1,McCreight Shawn,10%,S - Sale,GUID,$6.06,"-242,682","-$1,471,584","5,643,702",-4%,2017-04-03 21:34:07,2016-06-17
2,Hogan Terrance J,EVP,S - Sale,RELY,$2.80,"-2,806","-$7,857","70,745",-4%,2017-04-03 21:22:47,2017-04-03
3,Hobey Michael,"EVP, CFO",S - Sale,RELY,$2.80,"-1,282","-$3,590","57,741",-2%,2017-04-03 21:21:52,2017-04-03
4,Turner Robert Harold,See Remarks,P - Purchase,TEUM,$0.95,"+10,000","+$9,470","115,972",+9%,2017-04-03 21:11:03,2017-03-31
5,Dillon Adrian T,Dir,P - Purchase,HQY,$40.53,"+5,000","+$202,637","10,691",+88%,2017-04-03 21:10:37,2017-03-30
6,Benioff Marc,"COB, CEO",S - Sale+OE,CRM,$82.45,"-20,000","-$1,648,978","34,185,300",0%,2017-04-03 20:55:22,2017-03-31
7,Weaver Amy E,"Pres, Legal, GC",S - Sale+OE,CRM,$82.61,"-4,137","-$341,758","17,726",-19%,2017-04-03 20:50:43,2017-04-03
8,Feliciano Jose Enrique,"Dir, 10%",S - Sale,SND,$16.58,"-483,531","-$8,016,944","10,811,097",-4%,2017-04-03 20:44:59,2017-02-15
9,"Clearlake Capital Partners, LLC","Dir, 10%",S - Sale,SND,$16.58,"-483,531","-$8,016,944","10,811,097",-4%,2017-04-03 20:43:44,2017-02-15
10,Wojcicki Susan,Dir,P - Purchase,CRM,$82.70,"+1,209","+$99,984","26,763",+5%,2017-04-03 20:42:06,2017-04-03
11,Friedman Barry Michael,"CEO, Secretary, 10%",S - Sale,AGTK,$0.02,"-504,174","-$11,697","38,000,778",-1%,2017-04-03 20:37:28,2017-04-03
12,Ruby Chad,COO,S - Sale,CNAB,$1.58,"-44,093","-$69,613","788,667",-5%,2017-04-03 20:16:00,2017-03-31
13,Tagawa Craig Kenji,"COO, CFO",S - Sale,AMS,$4.32,"-5,000","-$21,604","82,496",-6%,2017-04-03 20:08:15,2017-03-31
14,Verzura Tony,"VP, 10%",S - Sale,CNAB,$1.70,-407,-$692,"13,745,961",0%,2017-04-03 20:05:49,2017-03-31
15,O'Boyle James,SVP of Worldwide Sales,S - Sale,VRNS,$31.50,"-20,000","-$630,000","184,189",-10%,2017-04-03 20:00:41,2017-03-31
16,"Red Oak Partners, LLC",10%,S - Sale,ISDR,$10.55,"-1,235","-$13,029","503,652",0%,2017-04-03 19:45:55,2017-03-30
17,Stone Laurence L,"Dir, 10%",P - Purchase,JTPY,$2.39,"+2,125","+$5,082","336,263",+1%,2017-04-03 19:21:41,2016-11-18
18,Stone Laurence L,"Dir, 10%",S - Sale,JTPY,$2.70,"-5,592","-$15,120","336,263",-2%,2017-04-03 19:21:41,2016-11-21
19,Sandberg Sheryl,COO,S - Sale+OE,FB,$141.35,"-272,500","-$38,518,383","2,250,054",-11%,2017-04-03 19:09:09,2017-03-30
20,Whalen David G,Dir,P - Purchase,POOL,$119.60,+3,+$359,"2,386",0%,2017-04-03 19:08:57,2017-03-30
