,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Benioff Marc,"COB, CEO",S - Sale+OE,CRM,$83.55,"-20,000","-$1,670,977","34,185,300",0%,2017-04-13 21:21:22,2017-04-12
1,Roos John Victor,Dir,S - Sale,CRM,$83.20,-194,"-$16,141","17,617",-1%,2017-04-13 21:18:22,2017-04-13
2,Hbm Healthcare Investments (Cayman) Ltd.,10%,S - Sale,NBRV,$11.24,"-32,831","-$368,919","2,636,455",-1%,2017-04-13 21:12:33,2017-04-11
3,Mann Michael Scott,"Pres, 10%",P - Purchase,ENDV,$0.06,"+13,000",+$836,"20,133,849",0%,2017-04-13 20:53:29,2017-04-11
4,Anderson J Michael,"CFO, SVP",P - Purchase,LAYN,$7.93,"+2,000","+$15,856","8,000",+33%,2017-04-13 20:52:04,2017-04-13
5,Mann Michael Scott,"Pres, 10%",P - Purchase,ENDV,$0.08,"+29,000","+$2,296","20,120,849",0%,2017-04-13 20:28:06,2017-04-10
6,Driggs Dustin,CFO,S - Sale+OE,CUDA,$23.32,"-1,250","-$29,150","36,203",-3%,2017-04-13 20:25:39,2017-04-11
7,McCreight Shawn,10%,S - Sale,GUID,$6.07,"-10,000","-$60,700","5,375,789",0%,2017-04-13 20:14:48,2017-04-11
8,Block Keith,"Pres, Vice COB, COO",S - Sale+OE,CRM,$83.34,"-10,000","-$833,364",0,-100%,2017-04-13 20:10:06,2017-04-13
9,Dykstra David E,VP,S - Sale,MGPI,$12.95,-100,"-$1,295","44,698",0%,2017-04-13 19:44:56,2014-10-03
10,Lambert Henry R.,CEO,S - Sale,PURE,$0.95,"-3,301","-$3,136","339,556",-1%,2017-04-13 19:39:56,2017-04-11
11,Cozadd Bruce C,"COB, CEO",S - Sale,JAZZ,$152.12,"-1,000","-$152,120","308,491",0%,2017-04-13 19:26:21,2017-04-11
12,Rogers Paul,CTO,S - Sale+OE,SALE,$11.55,"-4,899","-$56,583","105,878",-4%,2017-04-13 19:26:18,2017-04-11
13,O'Neil Patrick R.,"SVP, Legal, GC",S - Sale,IONS,$40.07,"-1,000","-$40,070","10,449",-9%,2017-04-13 19:25:08,2017-04-12
14,Crooke Stanley T,"COB, CEO",S - Sale+OE,IONS,$40.69,"-22,000","-$895,070","766,467",-3%,2017-04-13 19:24:27,2017-04-12
15,Zuckerberg Mark,"COB, CEO, 10%",S - Sale+OE,FB,$139.83,"-375,454","-$52,499,370","2,484,525",-13%,2017-04-13 19:19:14,2017-04-11
16,Musk Kimbal,Dir,S - Sale,TSLA,$312.11,"-2,191","-$683,839","165,855",-1%,2017-04-13 19:17:06,2017-04-11
17,Zuppas Eleni Nitsa,CMO,S - Sale+OE,VEEV,$50.70,"-20,000","-$1,014,052","12,349",-62%,2017-04-13 19:15:15,2017-04-11
18,Cirne Lewis,"CEO, 10%",S - Sale,NEWR,$39.31,"-35,000","-$1,375,948","8,244,142",0%,2017-04-13 19:11:37,2017-04-07
19,Schroepfer Michael Todd,CTO,S - Sale+OE,FB,$139.79,"-37,945","-$5,304,294","638,435",-6%,2017-04-13 19:11:21,2017-04-11
20,Kuo John W,"SVP, GC, Secretary",S - Sale+OE,VAR,$89.74,-864,"-$77,533","27,050",-3%,2017-04-13 19:04:36,2017-04-12
21,Giornelli Lillian C,Dir,S - Sale,CUZ,$8.43,"-9,939","-$83,829","210,739",-5%,2017-04-13 19:03:19,2017-04-11
22,Kaplan Jonathan,"CLO, GC, Secretary",S - Sale,SALE,$11.55,-875,"-$10,106","100,380",-1%,2017-04-13 18:55:42,2017-04-11
23,Shifke Mark L,CFO,S - Sale,GDOT,$32.94,"-5,000","-$164,724","785,062",-1%,2017-04-13 18:42:51,2017-04-12
24,Bowman A Blaine,Dir,S - Sale+OE,ILMN,$172.72,"-3,000","-$518,151","16,572",-15%,2017-04-13 18:40:07,2017-04-12
25,Irving Blake,CEO,S - Sale+OE,GDDY,$36.46,"-37,500","-$1,367,231","2,355",-94%,2017-04-13 18:39:43,2017-04-11
26,Chen Lee,"CEO, Pres, 10%",S - Sale,ATEN,$8.86,"-25,000","-$221,375","10,939,738",0%,2017-04-13 18:38:55,2017-04-12
27,Donaker Geoffrey L,Dir,S - Sale+OE,YELP,$33.85,"-4,000","-$135,413","5,590",-42%,2017-04-13 18:30:08,2017-04-11
28,McKelvey James Morgan Jr.,Dir,S - Sale+OE,SQ,$16.78,"-90,000","-$1,510,200","96,308",-48%,2017-04-13 18:30:02,2017-04-11
29,Stark Laura,"SVP, GM ESD",S - Sale+OE,RMBS,$12.75,"-4,686","-$59,747","209,765",-2%,2017-04-13 18:23:35,2017-04-12
30,Saltz Mitchell A,"Dir, 10%",S - Sale,QRHC,$2.52,"-18,384","-$46,329","5,683,852",0%,2017-04-13 18:18:09,2017-04-11
31,Clemons V Gordon,COB,S - Sale,CRVL,$42.02,"-7,000","-$294,132","1,723,130",0%,2017-04-13 18:09:21,2017-04-11
32,Chazen Stephen I,Dir,S - Sale,OXY,$64.40,"-4,000","-$257,580","1,489,573",0%,2017-04-13 18:03:53,2017-04-11
33,Leinweber Larry D,Dir,S - Sale,TYL,$155.51,"-8,300","-$1,290,733","1,565,136",-1%,2017-04-13 18:02:42,2017-04-12
34,Valdes Luis E.,"Pres - Int'l Asset Mgmt, Accum",S - Sale,PFG,$62.00,"-10,000","-$620,000","82,217",-11%,2017-04-13 17:52:36,2017-04-13
35,Cheng Yuan,"SVP, Engineering",S - Sale,EVBG,$18.86,"-28,800","-$543,096","137,808",-17%,2017-04-13 17:31:00,2017-04-11
