,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Fields Daniel C.,SVP Engineering,S - Sale,MOBL,$3.89,"-17,890","-$69,647","326,875",-5%,2017-11-27 21:19:31,2017-11-24
1,Hawkins Mark J,"Pres, CFO",S - Sale+OE,CRM,$106.91,"-17,636","-$1,885,411","18,939",-48%,2017-11-27 21:10:50,2017-11-24
2,Robbins Cynthia G.,"Pres, Chief People Officer",S - Sale+OE,CRM,$106.72,"-2,958","-$315,665","3,472",-46%,2017-11-27 20:59:36,2017-11-24
3,Weaver Amy E,"Pres, Legal, GC",S - Sale+OE,CRM,$106.72,"-2,869","-$306,186","21,277",-12%,2017-11-27 20:57:06,2017-11-24
4,Allanson Joe,Chief Accounting Officer,S - Sale+OE,CRM,$106.71,"-1,068","-$113,971","30,310",-3%,2017-11-27 20:51:13,2017-11-24
5,Harris Parker,"Co-Founder, CTO",S - Sale+OE,CRM,$106.74,"-5,361","-$572,218","2,074,114",0%,2017-11-27 20:48:24,2017-11-24
6,Dayon Alexandre,"Pres, Chief Product Officer",S - Sale+OE,CRM,$106.69,"-9,210","-$982,601","35,767",-20%,2017-11-27 20:43:06,2017-11-24
7,Morici John,CFO,S - Sale,ALGN,$255.00,"-1,500","-$382,496","1,544",-49%,2017-11-27 20:35:21,2017-11-24
8,Sun Coal & Coke LLC,10%,P - Purchase,SXCP,$17.16,"+57,751","+$990,954","27,882,752",0%,2017-11-27 20:30:56,2017-11-22
9,Steinberg Donald J,"Pres, 10%",S - Sale,MCOA,$0.02,"-2,900,000","-$67,400","533,341,293",-1%,2017-11-27 20:23:06,2017-11-21
10,Alberg Tom A,Dir,S - Sale,AMZN,"$1,202.74",-835,"-$1,004,288","17,114",-5%,2017-11-27 20:15:26,2017-11-27
11,Morrow John C,See Remarks,S - Sale+OE,APTI,$22.65,"-60,455","-$1,369,188","31,350",-66%,2017-11-27 20:11:26,2017-11-22
12,Higgs Dennis Lyle,Dir,S - Sale,UUUU,$2.00,"-15,500","-$31,010","599,913",-3%,2017-11-27 20:10:56,2017-11-22
13,Bechtolsheim Andreas,"Chief Development Officer, 10%",S - Sale+OE,ANET,$240.17,"-132,370","-$31,791,800","12,663,121",-1%,2017-11-27 20:09:15,2017-11-22
14,Hunter Rhonda D,SVP,S - Sale+OE,WY,$36.12,"-23,343","-$843,233","76,304",-23%,2017-11-27 20:02:52,2017-11-24
15,Hatfield David,Pres,S - Sale+OE,PSTG,$18.05,"-130,000","-$2,347,085","183,337",-41%,2017-11-27 19:55:11,2017-11-22
16,Martinez Maria,"Pres, Sales, Cust. Success",S - Sale+OE,CRM,$106.90,"-2,961","-$316,520","18,869",-14%,2017-11-27 19:51:32,2017-11-24
17,Block Keith,"Vice COB, Pres, COO",S - Sale+OE,CRM,$106.86,"-14,189","-$1,516,173","18,235",-44%,2017-11-27 19:48:49,2017-11-24
18,Bose Arani,Chief Innovator,S - Sale,PEN,$105.24,"-11,620","-$1,222,877","1,143,118",-1%,2017-11-27 19:46:53,2017-11-22
19,Pray James Robert,"Pres, International",S - Sale,PEN,$105.26,"-5,088","-$535,538","526,537",-1%,2017-11-27 19:45:32,2017-11-22
20,Esber Henry Jemil,Dir,P - Purchase,INNV,$0.09,"+100,000","+$9,292","100,000",New,2017-11-27 19:45:17,2017-11-23
21,Berholtz Randy,"EVP, CORPORATE DEVELOPMENT",P - Purchase,INNV,$0.10,"+16,880","+$1,631","16,880",New,2017-11-27 19:45:12,2017-11-22
22,Kosaraju Sridhar,"CFO, Head of Strategy",S - Sale,PEN,$105.10,"-4,818","-$506,388","363,604",-1%,2017-11-27 19:44:15,2017-11-22
23,Elsesser Adam,"COB, CEO, Pres",S - Sale,PEN,$105.10,"-10,135","-$1,065,194","1,139,982",-1%,2017-11-27 19:42:54,2017-11-22
24,Harrison Andrew R,"EVP, CRO",S - Sale,ALK,$65.53,-540,"-$35,386","20,788",-3%,2017-11-27 19:42:11,2017-11-27
25,Scott Homer A Jr,10%,S - Sale+OE,FIBK,$33.24,"-19,500","-$648,218","49,312",-28%,2017-11-27 19:41:45,2015-11-04
26,"Valueact Holdings, L.P.",10%,P - Purchase,TRN,$33.00,"+55,000","+$1,815,000","18,607,352",0%,2017-11-27 19:41:34,2017-11-16
27,Marcus George M,"Dir, 10%",S - Sale,MMI,$30.75,"-50,839","-$1,563,548","18,628,646",0%,2017-11-27 19:38:06,2017-11-22
28,Phoenix Investments Holdings LLC,10%,S - Sale,MMI,$30.75,"-50,839","-$1,563,548","18,612,767",0%,2017-11-27 19:37:26,2017-11-22
29,Aisling Capital III LP,10%,S - Sale,LOXO,$75.00,"-500,000","-$37,500,000","3,688,920",-12%,2017-11-27 19:29:09,2017-11-22
30,Shimoda Sanford Dale,"EVP, Finance",S - Sale,HPP,$35.68,"-2,800","-$99,904","83,072",-3%,2017-11-27 19:27:54,2017-11-22
31,Wansem Paul J Van Der,Dir,S - Sale,ASYS,$13.04,"-70,030","-$912,871","346,657",-17%,2017-11-27 19:22:30,2017-11-22
32,Sachleben Mark,CFO,S - Sale,NEWR,$59.04,"-5,000","-$295,200","617,859",-1%,2017-11-27 19:10:33,2017-11-27
33,Bible William A,Dir,S - Sale+OE,MGM,$33.23,"-6,128","-$203,641","17,081",-26%,2017-11-27 19:01:22,2017-11-22
34,Willis Charles F IV,"CEO, 10%",S - Sale,WLFC,$25.01,"-4,698","-$117,498","2,785,141",0%,2017-11-27 18:54:50,2017-11-22
35,Cuffe Michael S.,Pres-Physician Services,S - Sale+OE,HCA,$78.00,"-2,150","-$167,700","10,326",-17%,2017-11-27 18:54:43,2017-11-22
36,Bonanno Kathleen,"EVP, CFO",S - Sale,PANW,$150.68,"-2,831","-$426,586","47,853",-6%,2017-11-27 18:50:48,2017-11-27
37,Sankpal Sachin,"SVP, Sector Head",S - Sale,TRMB,$41.99,"-6,512","-$273,439","17,997",-27%,2017-11-27 18:46:20,2017-11-24
38,"Valueact Holdings, L.P.",See remarks,S - Sale,CBG,$42.60,"-846,000","-$36,038,820","27,150,274",-3%,2017-11-27 18:42:30,2017-11-22
39,Lite-On Semiconductor Corp,10%,S - Sale,DIOD,$31.35,"-28,734","-$900,692","7,773,025",0%,2017-11-27 18:41:00,2017-11-22
40,Isabella Paul,"Pres, CEO",S - Sale+OE,BECN,$60.57,"-40,000","-$2,422,600","132,046",-23%,2017-11-27 18:38:02,2017-11-27
41,Furbacher Stephen A,Dir,S - Sale,CF,$36.00,"-3,500","-$126,016","50,854",-6%,2017-11-27 18:31:42,2017-11-21
42,Srouji Johny,SVP,S - Sale,AAPL,$174.68,"-10,368","-$1,811,128","78,468",-12%,2017-11-27 18:30:46,2017-11-22
43,Geode Capital Master Fund Ltd. - Geode Diversified Fund,10%,S - Sale+OE,ROSE,$8.98,"-3,632","-$32,624","795,913",0%,2017-11-27 18:26:38,2017-11-22
44,Viswanathan Ravi,10%,S - Sale+OE,APPN,$19.49,"-569,620","-$11,101,894",0,-100%,2017-11-27 18:19:31,2017-11-27
45,Sonsini Peter W.,10%,S - Sale+OE,APPN,$19.49,"-569,620","-$11,101,894",0,-100%,2017-11-27 18:19:04,2017-11-27
46,Sandell Scott D,10%,S - Sale+OE,APPN,$19.49,"-569,620","-$11,101,894",0,-100%,2017-11-27 18:18:40,2017-11-27
47,Mott David M,10%,S - Sale+OE,APPN,$19.49,"-569,620","-$11,101,894",0,-100%,2017-11-27 18:18:13,2017-11-27
48,Chandoha Marie A,Pres - CSIM,S - Sale+OE,SCHW,$45.86,"-56,327","-$2,583,089",0,-100%,2017-11-27 18:17:55,2017-11-27
49,Kerins Patrick J,10%,S - Sale+OE,APPN,$19.49,"-569,620","-$11,101,894",0,-100%,2017-11-27 18:17:51,2017-11-27
50,Florence Anthony A. Jr.,10%,S - Sale+OE,APPN,$19.49,"-569,620","-$11,101,894",0,-100%,2017-11-27 18:17:25,2017-11-27
