,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Kimber Wayne,VP of Finance,S - Sale,CLDR,$15.43,"-19,293","-$297,732","1,318",-94%,2017-10-27 21:40:31,2017-10-25
1,Cole Martin I,Dir,P - Purchase,CLDR,$15.07,"+30,000","+$452,009","65,352",+85%,2017-10-27 21:38:53,2017-10-25
2,Simmons James Leo,"SVP, GC, Sec.",S - Sale+OE,KRA,$47.39,"-6,950","-$329,360","21,442",-24%,2017-10-27 21:01:46,2017-10-27
3,Kim Jason K,"EVP, Chief Comm Banking Ofc",S - Sale+OE,HOPE,$18.97,"-6,000","-$113,791","71,796",-8%,2017-10-27 20:19:02,2017-10-27
4,De Nysschen Carel J.,EVP,S - Sale+OE,GM,$44.59,"-123,645","-$5,513,331","26,839",-82%,2017-10-27 20:04:40,2017-10-27
5,Stevens Charles K. III,"EVP, CFO",S - Sale+OE,GM,$44.49,"-265,458","-$11,809,303","61,052",-81%,2017-10-27 20:04:24,2017-10-27
6,Timko Thomas S,"VP, Controller, CAO",S - Sale+OE,GM,$44.46,"-44,791","-$1,991,450","22,047",-67%,2017-10-27 20:04:04,2017-10-27
7,Ostertag Robert,Chief Credit Officer,S - Sale,COBZ,$20.90,"-17,176","-$358,978","53,445",-24%,2017-10-27 19:47:11,2017-10-27
8,Bangert Steven,"COB, CEO",S - Sale,COBZ,$20.80,"-5,000","-$104,000","1,463,079",0%,2017-10-27 19:46:55,2017-10-25
9,Svennilson Peter,"Dir, 10%",P - Purchase,IMDZ,$4.10,"+2,681,000","+$10,992,100","6,642,942",+68%,2017-10-27 19:40:26,2017-10-27
10,Remington David G,Dir,S - Sale+OE,CAI,$37.50,"-11,724","-$439,650",541,-96%,2017-10-27 19:23:58,2017-10-26
11,Cutino Camille,"VP, Operations, HR",S - Sale+OE,CAI,$37.01,"-62,697","-$2,320,460","6,950",-90%,2017-10-27 19:23:54,2017-10-26
12,Gervais William J,10%,S - Sale,QBAK,$7.05,"-10,000","-$70,500","209,224",-5%,2017-10-27 19:04:35,2017-10-24
13,Keeler Glenn J.,"VP, Chief Accounting Officer",S - Sale,TPH,$16.98,"-15,401","-$261,509","36,399",-30%,2017-10-27 19:01:49,2017-10-27
14,Mitchell Thomas J.,"Pres, COO",S - Sale,TPH,$17.04,"-291,039","-$4,959,305","1,035,134",-22%,2017-10-27 19:01:33,2017-10-27
15,Fischer David B.,"VP Marketing, Bus. Part.",S - Sale,FB,$171.53,"-4,699","-$806,019","75,040",-6%,2017-10-27 18:52:43,2017-10-26
16,Thomas Jennifer L.,Chief Accounting Officer,S - Sale+OE,ELY,$14.95,"-8,503","-$127,120","19,640",-30%,2017-10-27 18:23:19,2017-10-26
17,Hocknell Alan,"SVP, Research, Development",S - Sale+OE,ELY,$15.00,"-8,369","-$125,535","57,907",-13%,2017-10-27 18:22:09,2017-10-26
18,Lynch Brian P.,"SVP, CF0, GC, Corp. Secretary",S - Sale+OE,ELY,$15.42,"-6,277","-$96,791","39,907",-14%,2017-10-27 18:21:11,2017-10-26
19,Deutsch James F.,Dir,S - Sale,STL,$25.31,"-300,000","-$7,592,985","749,480",-29%,2017-10-27 18:19:33,2017-10-26
20,Breeden John E,"EVP, Operations",S - Sale+OE,QTWO,$41.50,"-10,000","-$415,000","54,694",-15%,2017-10-27 18:19:00,2017-10-25
21,Cleveland Todd M,CEO,S - Sale,PATK,$89.87,"-10,000","-$898,701","355,827",-3%,2017-10-27 18:16:30,2017-10-26
22,Bamforth Mark R,Dir,P - Purchase,PPHM,$4.50,"+50,000","+$225,091","50,000",New,2017-10-27 18:15:16,2017-10-27
23,Casini Victor M,"SVP, GC",S - Sale,LKQ,$36.82,"-25,000","-$920,500","346,650",-7%,2017-10-27 18:00:12,2017-10-26
24,Lawal Kase Lukman,10%,P - Purchase,ERN,$2.79,"+1,500","+$4,185","120,972,922",0%,2017-10-27 17:58:19,2017-10-20
25,Filler James J,10%,P - Purchase,CNBKA,$85.07,+300,"+$25,520","584,567",0%,2017-10-27 17:52:52,2017-10-24
26,Schreiber Justin,"Pres, Immudyne PR, 10%",P - Purchase,IMMD,$0.42,"+25,000","+$10,495","3,205,272",+1%,2017-10-27 17:49:57,2017-10-19
27,Bryant Diane M,"EVP, Group Pres",S - Sale+OE,INTC,$41.06,"-2,119","-$87,011","109,760",-2%,2017-10-27 17:46:36,2017-10-26
28,Essl Gerald J,EVP,S - Sale+OE,EXP,$105.00,"-8,161","-$856,905","37,380",-18%,2017-10-27 17:30:54,2017-10-26
29,Stafford John S III,10%,P - Purchase,XNCR,$19.81,"+150,000","+$2,970,892","10,681,102",+1%,2017-10-27 17:30:40,2017-10-25
30,Lacy Paul A,Dir,S - Sale,PTC,$65.81,"-4,000","-$263,243","57,586",-6%,2017-10-27 17:30:04,2017-10-26
31,Shattuck Mayo A III,Chairman,S - Sale+OE,EXC,$40.12,"-567,070","-$22,751,488","396,416",-59%,2017-10-27 17:23:19,2017-10-25
32,Levatich Matthew S,"Pres, CEO",S - Sale+OE,HOG,$48.36,"-19,447","-$940,387","69,949",-22%,2017-10-27 17:20:40,2017-10-25
33,Cosman Jeffrey Scott,"CEO, COB, 10%",P - Purchase,MRDN,$0.99,+100,+$99,"1,035,997",0%,2017-10-27 17:20:30,2017-10-26
34,Snyder Donald D,Dir,S - Sale,WAL,$55.97,"-4,000","-$223,880","109,341",-4%,2017-10-27 17:20:30,2017-10-25
35,Gulati Sameer,Chief Operations Officer,S - Sale+OE,LC,$5.64,"-8,351","-$47,104","287,870",-3%,2017-10-27 17:15:57,2017-10-26
36,Homcy Charles J,Dir,S - Sale,GBT,$33.97,"-70,000","-$2,377,551","69,328",-50%,2017-10-27 17:15:50,2017-10-26
37,Beach Bruce D,Dir,S - Sale,WAL,$55.89,"-4,000","-$223,560","34,211",-10%,2017-10-27 17:14:03,2017-10-25
38,Thompson Kenneth E,"EVP, GC, Corp Sec",S - Sale+OE,VRSK,$85.08,"-69,793","-$5,937,860","45,038",-61%,2017-10-27 17:13:31,2017-10-26
39,Sohn Sung Won,Dir,S - Sale,WAL,$55.89,"-5,000","-$279,450","30,251",-14%,2017-10-27 17:12:12,2017-10-25
40,Garutti Randall J,"CEO, 10%",S - Sale+OE,SHAK,$35.62,"-8,000","-$284,937","719,984",-1%,2017-10-27 17:06:15,2017-10-25
41,Weiner Barry W,"Pres, CFO, Treasurer, PAO",S - Sale+OE,ENZ,$10.11,"-54,126","-$547,214","1,335,792",-4%,2017-10-27 17:06:00,2017-10-25
42,Rabbani Elazar,"CEO, Chn. of the Brd., Sec.",S - Sale+OE,ENZ,$10.09,"-72,401","-$730,526","1,918,771",-4%,2017-10-27 17:05:13,2017-10-25
43,Lytikainen Kimberly Gail,"GC,Secretary",S - Sale+OE,MB,$28.39,"-50,000","-$1,419,524","37,194",-57%,2017-10-27 17:03:17,2017-10-25
44,Farahi Ben,10%,S - Sale,MCRI,$42.99,"-35,000","-$1,504,750","2,903,144",-1%,2017-10-27 17:01:58,2017-10-25
45,Bryson David C,GC,S - Sale,EIGI,$8.15,"-2,144","-$17,472","463,022",0%,2017-10-27 16:59:18,2017-10-26
46,Hatcher David L,10%,S - Sale,KMG,$53.84,"-9,000","-$484,590","1,481,097",-1%,2017-10-27 16:55:15,2017-10-25
47,Jakubowitz Harry,"VP, Treasurer",S - Sale+OE,CW,$115.00,"-1,908","-$219,420","17,567",-10%,2017-10-27 16:54:32,2017-10-26
48,Ferdenzi Paul J,VP,S - Sale+OE,CW,$115.00,"-2,651","-$304,865","17,184",-13%,2017-10-27 16:54:16,2017-10-26
49,Fisk George A.,Dir,S - Sale,LTXB,$41.00,"-22,500","-$922,500","224,481",-9%,2017-10-27 16:52:08,2017-10-27
50,Parker David Ray,"COB, CEO, 10%",S - Sale,CVTI,$28.77,"-250,000","-$7,192,841","5,583,182",-4%,2017-10-27 16:51:58,2017-10-25
51,Goulden David I,"Pres, Infra. Solutions Group",S - Sale,DVMT,$82.66,"-4,700","-$388,490","30,155",-13%,2017-10-27 16:51:34,2017-10-25
52,Akerson Daniel F,Dir,P - Purchase,LMT,$312.02,"+2,500","+$780,059","7,522",+50%,2017-10-27 16:51:00,2017-10-25
53,Swallow John,"Pres, CEO, 10%",P - Purchase,NJMC,$0.12,"+500,000","+$60,000","16,477,003",+3%,2017-10-27 16:47:33,2017-10-20
54,Metalmark Capital II LLC,10%,S - Sale,JONE,$1.19,"-100,000","-$119,180","301,075",-25%,2017-10-27 16:36:04,2017-10-25
55,"Levin Capital Strategies, L.P.","Passive Investor, 10%",P - Purchase,FLDM,$5.42,"+4,227","+$22,917","11,781,155",0%,2017-10-27 16:35:06,2017-10-25
56,Durkin Joseph S,Dir,P - Purchase,ESSA,$16.20,"+1,200","+$19,439","1,200",New,2017-10-27 16:33:29,2017-10-27
57,Mann Michael Scott,"Pres, 10%",P - Purchase,ENDV,$0.06,"+38,000","+$2,139","24,022,189",0%,2017-10-27 16:26:52,2017-10-24
58,London Daniel T,"Group Chief Exec - Health, PS",S - Sale,ACN,$140.05,"-3,087","-$432,320","25,209",-11%,2017-10-27 16:26:00,2017-10-25
59,American Industrial Partners Capital Fund IV LP,10%,S - Sale,REVG,$26.09,"-10,812,653","-$282,122,661","33,774,310",-24%,2017-10-27 16:24:58,2017-10-17
60,Marvin Kim A,Dir,S - Sale,REVG,$26.09,"-10,858,956","-$283,330,794","33,918,941",-24%,2017-10-27 16:24:46,2017-10-17
