,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Wygod Martin J,COB,S - Sale,WBMD,$36.50,"-108,518","-$3,960,708","7,073,273",-2%,2009-12-01 21:08:39,2009-11-27
1,Allen James P,"EVP, CFO, TREASURER",P - Purchase,GTEC,$13.00,"+40,000","+$520,000","40,000",New,2009-12-01 21:02:07,2009-11-19
2,Devine John,Dir,P - Purchase,GTEC,$13.00,"+1,650","+$21,450","1,650",New,2009-12-01 21:01:52,2009-11-19
3,Hillen John F III,"Pres, CEO",P - Purchase,GTEC,$13.00,"+2,000","+$26,000","2,000",New,2009-12-01 21:01:40,2009-11-19
4,Wilson Thomas R,Dir,P - Purchase,GTEC,$13.00,"+1,350","+$17,550","1,350",New,2009-12-01 21:01:27,2009-11-19
5,Hollowich Michael,EVP,S - Sale+OE,COGT,$8.70,"-4,374","-$38,058","7,500",-37%,2009-12-01 20:42:09,2009-12-01
6,Dale Gregory T,CTO,S - Sale,SCOR,$15.78,"-3,200","-$50,497","91,794",-3%,2009-12-01 20:33:42,2009-11-30
7,Abraham Magid M,"Pres, CEO",S - Sale,SCOR,$15.79,"-3,000","-$47,370","1,547,647",0%,2009-12-01 20:32:31,2009-11-30
8,Loewenbaum G Walter II,Dir,P - Purchase,LMNX,$13.77,"+8,415","+$115,875","2,721,965",0%,2009-12-01 20:31:11,2009-11-27
9,Horowitz Mark,Dir,S - Sale,RMBS,$18.13,"-20,000","-$362,504","1,109,941",-2%,2009-12-01 20:28:36,2009-12-01
10,Kaufman Victor,Vice COB,S - Sale+OE,EXPE,$25.52,"-74,597","-$1,903,628","52,219",-59%,2009-12-01 20:28:13,2009-11-27
11,Flatley Jay T,"Pres, CEO",S - Sale,ILMN,$28.33,"-20,000","-$566,643","572,425",-3%,2009-12-01 20:25:45,2009-11-27
12,Steel Partners II LP,10%,P - Purchase,ADPT,$3.13,"+1,017,169","+$3,181,563","21,830,464",+5%,2009-12-01 20:23:03,2009-11-27
13,Jasinski James,EVP,S - Sale,COGT,$8.66,"-4,333","-$37,502","19,965",-18%,2009-12-01 19:42:26,2009-11-27
14,Buckly Ronald W,Senior VP (see Remarks),P - Purchase,XXIA,$6.37,"+4,000","+$25,466","691,731",+1%,2009-12-01 19:38:39,2009-11-30
15,Levy Edward,Pres,P - Purchase,RLOG,$3.10,"+5,000","+$15,500","258,800",+2%,2009-12-01 19:33:16,2009-11-30
16,Henson Michael R,Dir,S - Sale,MEND,$13.14,"-3,600","-$47,286","14,853",-20%,2009-12-01 19:21:48,2009-11-30
17,Credit Suisse Ag/,10%,S - Sale,WCRX,$22.25,"-4,376,553","-$97,378,304","35,102,682",-11%,2009-12-01 19:21:01,2009-11-25
18,Huang Jen Hsun,"Pres, CEO",S - Sale+OE,NVDA,$13.02,"-390,711","-$5,085,755","21,273,665",-2%,2009-12-01 19:20:42,2009-11-27
19,Massie Thomas Henry,"Dir, 10%",S - Sale,OUTD,$5.92,"-33,659","-$199,337","6,134,189",-1%,2009-12-01 19:19:37,2009-11-30
20,Massie Perry Thomas,"COB, 10%",S - Sale,OUTD,$5.92,"-33,659","-$199,337","6,002,872",-1%,2009-12-01 19:19:13,2009-11-30
21,Musk Ox Investments L P,10%,S - Sale,OUTD,$5.92,"-33,659","-$199,337","2,773,620",-1%,2009-12-01 19:18:45,2009-11-30
22,Gutshall Thomas L,Dir,S - Sale,CPHD,$13.20,"-1,000","-$13,200","998,766",0%,2009-12-01 19:17:28,2009-11-27
23,Meng Teresa H,Dir,S - Sale,ATHR,$29.05,"-20,000","-$581,000","180,000",-10%,2009-12-01 19:13:26,2009-12-01
24,Ratajczak Donald R,Dir,P - Purchase,CZBS,$5.45,"+1,111","+$6,055","7,597",+17%,2009-12-01 18:56:49,2009-11-30
25,Tobias Jeffrey K,Chief Medical Officer,S - Sale+OE,NGSX,$8.07,"-12,077","-$97,494","6,665",-64%,2009-12-01 18:53:50,2009-11-30
26,Weigand Nestor R Jr,Dir,P - Purchase,RGC,$13.64,"+2,000","+$27,280","36,345",+6%,2009-12-01 18:49:18,2009-11-23
27,Adkins Steve,"SVP, COMPANY OPERATIONS",P - Purchase,JMBA,$1.77,+585,"+$1,035","3,485",+20%,2009-12-01 18:43:17,2009-11-30
28,Simmons L E,Dir,P - Purchase,ZION,$13.76,"+114,700","+$1,578,820","2,514,017",+5%,2009-12-01 18:41:12,2009-11-30
