,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Brown Shona L,VP Business Oper.,S - Sale+OE,GOOG,$344.25,-583,"-$200,698","7,500",-7%,2009-04-03 21:31:07,2009-04-01
1,Larkin Paul A,Dir,P - Purchase,HTM,$0.73,"+10,000","+$7,300","378,068",+3%,2009-04-03 20:34:31,2009-04-01
2,Hennessy John L,Dir,S - Sale+OE,GOOG,$350.99,-200,"-$70,198","4,308",-4%,2009-04-03 20:17:23,2009-04-01
3,Clark James H,10%,S - Sale,SFLY,$9.72,"-68,600","-$666,524","4,206,955",-2%,2009-04-03 20:10:49,2009-04-01
4,Franklin William,"VP, Reg Affairs, Qual Assur",S - Sale+OE,VNUS,$21.25,"-1,500","-$31,875","10,000",-13%,2009-04-03 20:03:16,2009-04-01
5,Janusek Steven J,"EVP, CFO, Secretary",P - Purchase,FRZ,$1.50,"+4,950","+$7,425","145,438",+4%,2009-04-03 20:01:11,2009-04-01
6,Cassagne Gilbert M.,"CEO, Pres",P - Purchase,FRZ,$1.50,"+19,950","+$29,917","118,150",+20%,2009-04-03 20:00:42,2009-04-01
7,Treanor John F,"Pres, Chief Oper. Officer",S - Sale+OE,WASH,$17.25,"-2,099","-$36,218","16,138",-12%,2009-04-03 19:41:59,2009-04-02
8,Martin Scott Donnelly,"EVP, 10%",P - Purchase,MMLP,$18.77,+116,"+$2,177","4,347,047",0%,2009-04-03 19:38:21,2009-04-01
9,Drummond David C,"SVP, Secretary, Chief Legal O",S - Sale+OE,GOOG,$350.38,"-3,400","-$1,191,280","30,725",-10%,2009-04-03 19:31:51,2009-04-01
10,Rosenberg Jonathan J,VP Prod. Mgmt.,S - Sale+OE,GOOG,$350.88,-216,"-$75,790","59,892",0%,2009-04-03 19:31:13,2009-04-01
11,Dunn Eric,Dir,S - Sale,SFSF,$7.74,"-20,750","-$160,606","1,166,165",-2%,2009-04-03 19:30:14,2009-04-01
12,Fisher John J,10%,S - Sale,GPS,$15.18,"-740,600","-$11,239,346","24,963,294",-3%,2009-04-03 19:28:19,2009-04-03
13,Brit Insurance Holdings Plc,5% + Owner,S - Sale,EBIX,$25.42,"-36,500","-$927,845","673,789",-5%,2009-04-03 19:23:37,2009-04-02
14,Ayasli Yalcin,10%,S - Sale,HITT,$32.05,"-32,000","-$1,025,671","8,272,297",0%,2009-04-03 19:11:21,2009-04-03
15,Ayasli Children LLC,10%,S - Sale,HITT,$32.03,"-18,000","-$576,585","3,238,231",-1%,2009-04-03 19:10:59,2009-04-03
16,Umetsu Glenn T,"EVP, CTO",S - Sale,LEAP,$36.05,"-1,050","-$37,848","35,200",-3%,2009-04-03 18:59:57,2009-04-02
17,Simmons Harold C,"COB, 10%",P - Purchase,VHI,$9.16,"+1,200","+$10,998","106,755,044",0%,2009-04-03 18:59:13,2009-04-01
18,Bortnak James,CMO,S - Sale,STMP,$9.04,"-17,428","-$157,555","32,328",-35%,2009-04-03 18:56:46,2009-04-01
19,Pasquerilla Mark E,Dir,S - Sale,PEI,$3.45,"-11,111","-$38,333","636,325",-2%,2009-04-03 18:55:44,2009-04-01
20,Hirschfeld Daniel J,"COB, 10%",S - Sale,BKE,$27.10,"-150,000","-$4,064,580","17,025,000",-1%,2009-04-03 18:46:25,2008-02-11
21,Altman Steven R,Pres,S - Sale+OE,QCOM,$40.00,"-10,000","-$400,000","141,734",-7%,2009-04-03 18:43:29,2009-04-02
22,Tiernan Thomas J,"Pres, COO",S - Sale+OE,SYNA,$28.00,"-15,000","-$420,000","8,897",-63%,2009-04-03 18:33:05,2009-04-01
23,Nanominerals Corp.,10%,P - Purchase,SRCH,$0.00,"+16,000,000","+$4,800","16,000,000",New,2009-04-03 18:30:40,2006-01-17
24,Thomas James A,"COB, Pres, CEO",P - Purchase,TPGI,$1.29,"+1,500","+$1,935","1,469,307",0%,2009-04-03 18:26:23,2009-04-02
25,McNeil Robert G,"Dir, 10%",P - Purchase,RGBO,$2.90,"+10,300","+$29,850","84,786",+14%,2009-04-03 18:20:48,2009-04-01
26,Ta Associates Inc,See General Remarks,S - Sale,PCS,$18.46,"-1,563","-$28,853","370,518",0%,2009-04-03 18:15:00,2009-04-03
27,Ta Associates Inc,See General Remarks,S - Sale,PCS,$18.46,"-123,437","-$2,278,647","29,172,008",0%,2009-04-03 18:14:39,2009-04-03
28,Ta Associates Inc,See General Remarks,S - Sale,PCS,$18.28,"-2,841","-$51,945","372,081",-1%,2009-04-03 18:14:05,2009-04-01
29,Ta Associates Inc,See General Remarks,S - Sale,PCS,$18.28,"-224,399","-$4,102,906","29,295,445",-1%,2009-04-03 18:13:31,2009-04-01
30,Ta Associates Inc,"See General Remarks, 10%",S - Sale,LL,$13.21,"-50,000","-$660,650","2,604,760",-2%,2009-04-03 18:12:50,2009-04-03
31,Ta Associates Inc,"See General Remarks, 10%",S - Sale,LL,$12.60,"-150,000","-$1,889,270","2,654,760",-5%,2009-04-03 18:12:12,2009-04-01
32,Hinson John R,"Pres, CEO",S - Sale+OE,CSCX,$7.66,"-4,950","-$37,914",0,-100%,2009-04-03 18:11:56,2008-12-19
33,Slivon Paul C,Dir,S - Sale,TWPG,$4.26,"-11,999","-$51,074","440,604",-3%,2009-04-03 18:08:22,2009-04-03
34,Napier A Lanham,"CEO, Pres",S - Sale,RAX,$7.42,"-22,000","-$163,240","5,408,117",0%,2009-04-03 18:07:52,2009-04-01
35,Tauscher Randall,Exec VP,P - Purchase,MMLP,$18.77,+195,"+$3,660","7,085",+3%,2009-04-03 18:06:54,2009-04-01
36,Skelton Wesley M,"EVP, CAO, Controller",P - Purchase,MMLP,$18.77,+125,"+$2,346","3,187",+4%,2009-04-03 18:04:57,2009-04-01
37,Booth Chris H,"VP, GC, Secretary",P - Purchase,MMLP,$18.77,+70,"+$1,314","1,656",+4%,2009-04-03 18:02:45,2009-04-01
38,Bondurant Robert D,"EVP, CFO",P - Purchase,MMLP,$18.77,+172,"+$3,228","10,959",+2%,2009-04-03 18:00:26,2009-04-01
39,Martin Ruben S,"Pres, CEO, 10%",P - Purchase,MMLP,$18.77,+446,"+$8,371","4,383,017",0%,2009-04-03 17:58:07,2009-04-01
40,Ausley Dubose,Dir,S - Sale,HURN,$41.13,-142,"-$5,840","16,916",-1%,2009-04-03 17:53:10,2009-04-01
41,Knott David M,10%,P - Purchase,VETS,$0.19,"+301,500","+$57,285","1,738,035",+21%,2009-04-03 17:52:47,2009-04-01
42,Knott David M,10%,S - Sale,VETS,$0.19,"-301,500","-$57,285","1,738,035",-15%,2009-04-03 17:52:47,2009-04-01
43,Lockhart H Eugene,Dir,S - Sale,HURN,$41.70,-465,"-$19,391","13,888",-3%,2009-04-03 17:52:29,2009-04-02
