,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,McMullen John N,"SVP, Treasurer",S - Sale,HPQ,$50.91,"-3,569","-$181,698","34,000",-9%,2007-12-19 21:14:24,2007-12-18
1,Barrett Ronald W,CEO,S - Sale,XNPT,$54.76,-100,"-$5,476","93,213",0%,2007-12-19 21:06:52,2007-12-17
2,Barrett Ronald W,CEO,S - Sale,XNPT,$54.48,"-4,200","-$228,819","88,886",-5%,2007-12-19 21:05:32,2007-12-17
3,Barrett Ronald W,CEO,S - Sale,XNPT,$54.47,"-3,700","-$201,556","173,086",-2%,2007-12-19 21:03:45,2007-12-17
4,Atzen Jonathan F,"SVP, GC",S - Sale,ACTC,$0.20,"-50,000","-$10,000","200,000",-20%,2007-12-19 20:53:29,2007-12-14
5,Haider Donald,Dir,P - Purchase,AACC,$10.40,+500,"+$5,200","2,500",+25%,2007-12-19 20:45:18,2007-12-18
6,Laufer Wayne L,"Dir, 10%",S - Sale+OE,BDE,$19.50,"-2,000","-$39,000","8,413,423",0%,2007-12-19 20:42:05,2007-12-18
7,Harris Parker,"EVP, Technology",S - Sale,CRM,$58.52,"-1,200","-$70,224","897,279",0%,2007-12-19 20:39:51,2007-12-19
8,Cakebread Steven,CFO,S - Sale,CRM,$60.16,"-1,000","-$60,158","179,126",-1%,2007-12-19 20:39:42,2007-12-19
9,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$60.13,"-10,000","-$601,311","15,021,006",0%,2007-12-19 20:39:32,2007-12-19
10,Blackie Gary W,"Pres, 10%",S - Sale+OE,BDE,$19.14,"-146,200","-$2,798,069","6,023,406",-2%,2007-12-19 20:38:59,2007-12-18
11,Kennedy James M,"EVP - Business, Legal Affairs",S - Sale+OE,THQI,$26.71,"-2,777","-$74,187","15,620",-15%,2007-12-19 20:36:42,2007-12-17
12,Thau Irving J,Dir,S - Sale+OE,AVD,$15.35,"-1,600","-$24,560","20,824",-7%,2007-12-19 20:29:16,2007-12-18
13,Lazar Jack R,"CFO, VP",S - Sale,ATHR,$29.02,"-8,900","-$258,305","6,667",-57%,2007-12-19 20:06:02,2007-12-17
14,Lazar Jack R,"CFO, VP",S - Sale,ATHR,$29.34,"-12,684","-$372,174","15,567",-45%,2007-12-19 20:02:43,2007-12-17
15,Bienaime Jean Jacques,CEO,P - Purchase,BMRN,$6.92,+518,"+$3,584","7,213",+8%,2007-12-19 20:01:21,2007-10-31
16,Bienaime Jean Jacques,CEO,S - Sale+OE,BMRN,$35.53,"-15,000","-$532,934","7,213",-68%,2007-12-19 20:01:21,2007-12-17
17,Lazar Jack R,"CFO, VP",S - Sale,ATHR,$29.57,"-10,116","-$299,114","28,251",-26%,2007-12-19 20:00:51,2007-12-17
18,Lazar Jack R,"CFO, VP",S - Sale+OE,ATHR,$30.00,"-8,300","-$248,989","38,367",-18%,2007-12-19 19:58:37,2007-12-17
19,Johnson Randale,secretary,S - Sale,IAUS,$0.46,"-15,000","-$6,910","170,859",-8%,2007-12-19 19:56:19,2007-12-17
20,Shustek Michael V,"Pres, CEO",P - Purchase,VRTB,$3.67,"+10,849","+$39,765","938,013",+1%,2007-12-19 19:48:53,2007-12-19
21,Casteel Janet,Chief Accounting Officer,S - Sale+OE,ASTI,$17.48,"-1,000","-$17,480","17,000",-6%,2007-12-19 19:47:52,2007-12-18
22,Stephens Warren A,See Remarks,P - Purchase,ACA,$0.34,"+2,428,160","+$825,574","2,428,160",New,2007-12-19 19:35:43,2007-12-17
23,Stephens Warren A,See Remarks,S - Sale,ACA,$0.34,"-4,856,320","-$1,651,149","2,428,160",-67%,2007-12-19 19:35:43,2007-12-17
24,Zinberg Marina,10%,S - Sale,BIDZ,$10.07,"-8,000","-$80,583","7,679,657",0%,2007-12-19 19:35:35,2007-12-17
25,Zinberg David,"Pres, 10%",S - Sale,BIDZ,$10.07,"-6,000","-$60,445","9,196,343",0%,2007-12-19 19:34:03,2007-12-17
26,Sf Holding Corp,See Remarks,S - Sale,ACA,$0.34,"-4,856,320","-$1,651,149",0,-100%,2007-12-19 19:34:01,2007-12-17
27,Longview Fund LP,10%,P - Purchase,STXX,$9.70,"+17,000","+$164,900","7,315,005",0%,2007-12-19 19:24:40,2007-10-01
28,Longview Fund LP,10%,P - Purchase,STXX,$9.33,"+25,000","+$233,279","7,346,484",0%,2007-12-19 19:24:17,2007-06-29
