,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Ostoich Vladimir,"VP of Govt Affairs, Pac Rim",S - Sale+OE,ABAX,$22.63,"-6,000","-$135,765","260,880",-2%,2007-05-02 21:53:16,2007-05-01
1,Harris Parker,"EVP, Technology",S - Sale,CRM,$41.04,"-1,200","-$49,245","1,111,679",0%,2007-05-02 21:47:01,2007-05-01
2,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$40.98,"-20,000","-$819,528","17,511,006",0%,2007-05-02 21:46:52,2007-05-01
3,Juster Kenneth,"EVP, Law, Policy, Corp. Strat",S - Sale+OE,CRM,$41.04,"-2,000","-$82,070",0,-100%,2007-05-02 21:46:41,2007-05-01
4,Conway Craig,Dir,S - Sale+OE,CRM,$41.05,"-1,000","-$41,052","7,500",-12%,2007-05-02 21:46:20,2007-05-01
5,Buerker Peter,Head of HR,S - Sale+OE,MTD,$97.76,"-18,875","-$1,845,273","60,769",-24%,2007-05-02 21:43:51,2007-04-30
6,Wolford Eric,"SVP Marketing, Bus Dev",S - Sale,RVBD,$31.92,"-12,758","-$407,187","502,879",-2%,2007-05-02 21:42:56,2007-04-30
7,Wolford Eric,"SVP Marketing, Bus Dev",S - Sale,RVBD,$31.91,"-14,842","-$473,620","515,637",-3%,2007-05-02 21:42:14,2007-04-30
8,Crump S Scott,"COB, CEO, Pres",S - Sale,SSYS,$47.49,"-31,100","-$1,476,872","264,250",-11%,2007-05-02 21:42:02,2007-04-30
9,Wolford Eric,"SVP Marketing, Bus Dev",S - Sale,RVBD,$32.11,"-7,900","-$253,683","530,479",-1%,2007-05-02 21:40:26,2007-04-30
10,Wolford Eric,"SVP Marketing, Bus Dev",S - Sale+OE,RVBD,$31.82,"-19,500","-$620,583","538,379",-3%,2007-05-02 21:39:36,2007-04-30
11,Crump S Scott,"COB CEO, Pres",S - Sale,SSYS,$47.83,"-23,998","-$1,147,925","295,350",-8%,2007-05-02 21:39:20,2007-04-30
12,Kennelly Jerry M,"Pres, CEO, COB",S - Sale+OE,RVBD,$31.95,"-33,333","-$1,065,019","5,646,667",-1%,2007-05-02 21:37:50,2007-04-30
13,Crump S Scott,"COB, CEO, Pres",S - Sale,SSYS,$47.75,"-19,902","-$950,356","195,018",-9%,2007-05-02 21:36:26,2007-04-30
14,Emmett Daniel J,"VP, Controller",P - Purchase,AMN,$72.06,+24,"+$1,729",24,New,2007-05-02 21:29:43,2007-04-26
15,Stratakos Anthony,"VP Research, Development, CTO",S - Sale,VLTR,$15.46,"-20,000","-$309,200","565,125",-3%,2007-05-02 21:26:07,2007-05-01
16,Crestview Capital Master LLC,10%,P - Purchase,SRAM,$5.34,"+10,350","+$55,269","2,655,184",0%,2007-05-02 21:24:03,2007-04-30
17,"Iowc Technologies, Inc.",10%,P - Purchase,BLGO,$0.00,"+22,139,012",+$0,"22,759,649",>999%,2007-05-02 21:21:11,2007-04-30
18,Gloor Jean Lucien,Head of Information Systems,S - Sale+OE,MTD,$98.14,"-8,500","-$834,164",500,-94%,2007-05-02 21:19:30,2007-04-30
19,Collins David E,Dir,S - Sale+OE,ALGN,$23.39,"-8,000","-$187,134","15,000",-35%,2007-05-02 21:10:16,2007-05-02
20,Harvey Sandler Revocable Trust,10%,P - Purchase,TCMI,$8.98,"+28,001","+$251,335","505,458",+6%,2007-05-02 21:00:27,2007-04-18
21,Holt Michael Todd,CFO,S - Sale+OE,KNOL,$18.30,"-1,500","-$27,450","26,332",-5%,2007-05-02 20:58:02,2007-04-30
22,Battista Guy A,"EVP, Pres WU Fin. Svcs, Inc.",S - Sale,WU,$21.52,"-43,100","-$927,452","174,256",-20%,2007-05-02 20:58:00,2007-04-30
23,Battista Guy A,"EVP, Pres WU Fin. Svsc, Inc.",S - Sale+OE,WU,$21.13,"-22,765","-$481,053","214,862",-10%,2007-05-02 20:56:40,2007-04-30
24,Henry Michael J,"VP, Info. Technology, CIO",S - Sale,ALGN,$23.14,"-7,481","-$173,107",0,-100%,2007-05-02 20:48:41,2007-05-01
25,Stewart Julia A,"Pres, CEO",S - Sale+OE,IHP,$60.00,"-11,100","-$666,041","35,408",-24%,2007-05-02 20:28:33,2007-05-01
26,Henry Michael J,"VP, Info. Technology, CIO",S - Sale+OE,ALGN,$23.29,"-15,103","-$351,781","7,482",-67%,2007-05-02 20:26:51,2007-04-30
27,Jassy Andrew R,SVP,S - Sale+OE,AMZN,$61.93,"-20,000","-$1,238,606",294,-99%,2007-05-02 20:25:16,2007-04-30
28,Newhagen Paul,Dir,S - Sale+OE,ALTR,$23.03,"-49,167","-$1,132,350","1,964,755",-2%,2007-05-02 20:18:22,2007-04-30
29,Waitt Theodore W,10%,S - Sale,GTW,$2.21,"-281,600","-$621,015","53,843,090",-1%,2007-05-02 20:16:53,2007-04-30
30,Yang Taiyin,"SVP, Pharm Dev, Mfg",S - Sale,GILD,$83.75,"-20,000","-$1,675,089","150,373",-12%,2007-05-02 20:08:58,2007-05-02
31,Fadell Anthony,SVP,S - Sale+OE,AAPL,$100.05,"-10,000","-$1,000,500","2,235",-82%,2007-05-02 20:07:56,2007-04-30
32,Henry Michael J,"VP,Info. Technology, CIO",S - Sale+OE,ALGN,$23.24,"-17,416","-$404,745","7,615",-70%,2007-05-02 20:05:32,2007-04-30
33,Donofrio Nicholas M,EVP,S - Sale+OE,IBM,$102.28,"-98,046","-$10,028,488","165,495",-37%,2007-05-02 20:03:19,2007-05-01
34,Ardsley Advisory Partners,10%,P - Purchase,LSGP,$0.29,"+125,000","+$35,820","11,791,665",+1%,2007-05-02 19:59:35,2007-04-13
35,Iwata Jon C,SVP,S - Sale+OE,IBM,$102.51,"-32,046","-$3,285,040","16,988",-65%,2007-05-02 19:58:26,2007-05-01
36,Samuels Lawrence R,See attached Ex. 99.1,S - Sale,UTIW,$23.50,"-13,000","-$305,500","70,886",-15%,2007-05-02 19:41:47,2007-05-02
37,Williams Melvin L,CFO,P - Purchase,SRCH,$3.01,"+6,000","+$18,060","56,000",+12%,2007-05-02 19:41:44,2007-04-30
38,Ochi Gene,See attached Ex. 99.1,S - Sale,UTIW,$23.50,"-12,500","-$293,750","102,960",-11%,2007-05-02 19:40:12,2007-05-02
39,Flynn James E,10%,S - Sale,ISPH,$7.73,"-403,330","-$3,119,078","5,255,955",-7%,2007-05-02 19:39:01,2007-04-30
40,Gauvin Guy,"EVP, Global Services",S - Sale+OE,TLEO,$15.31,"-10,000","-$153,057","3,123",-76%,2007-05-02 19:36:41,2007-05-01
41,Hedge Len,VP. Operations,S - Sale,ALGN,$23.12,"-3,838","-$88,737","74,516",-5%,2007-05-02 19:36:25,2007-05-01
42,Gauvin Guy,"EVP, Global Services",S - Sale,TLEO,$16.59,-542,"-$8,990","9,057",-6%,2007-05-02 19:36:11,2007-04-02
43,Dickson Catherine S,"Pres, COO",S - Sale+OE,PZZ,$4.75,"-1,435","-$6,821","12,855",-10%,2007-05-02 19:35:25,2007-03-19
44,Putnam Gerald D,Member of Management Committee,S - Sale,NYX,$85.91,"-14,000","-$1,202,687","599,858",-2%,2007-05-02 19:19:13,2007-04-30
45,Putnam Gerald D,Member of Management Committee,S - Sale,NYX,$85.67,"-7,800","-$668,227","592,058",-1%,2007-05-02 19:18:52,2007-04-30
46,Putnam Gerald D,Member of Management Committee,S - Sale,NYX,$85.44,"-5,600","-$478,443","586,458",-1%,2007-05-02 19:18:32,2007-04-30
47,Hedge Len,"VP, Operations",S - Sale,ALGN,$23.33,"-7,916","-$184,693","78,467",-9%,2007-05-02 19:18:24,2007-04-30
48,Putnam Gerald D,Member of Management Committee,S - Sale,NYX,$85.81,"-3,000","-$257,437","583,458",-1%,2007-05-02 19:18:07,2007-04-30
49,Putnam Gerald D,Member of Management Committee,S - Sale,NYX,$84.68,"-2,100","-$177,825","581,358",0%,2007-05-02 19:17:46,2007-04-30
50,Cypress Semiconductor Corp /de/,10%,S - Sale,SPWR,$58.30,"-7,500,000","-$437,250,000","44,533,287",-14%,2007-05-02 19:17:29,2007-04-30
51,Boyle Richard J Jr,CEO,S - Sale,LOOP,$18.48,"-3,171","-$58,614","1,563,148",0%,2007-05-02 19:17:03,2007-05-01
52,Garman Steven R,"Pres, CEO",P - Purchase,QIII,$0.00,"+10,000",+$0,"664,832",+2%,2007-05-02 19:16:59,2007-04-30
53,McLean Robert I Jr,"CFO, COO",P - Purchase,QIII,$0.00,"+10,000",+$0,"210,000",+5%,2007-05-02 19:16:40,2007-04-30
54,Boyle Richard J Jr,CEO,S - Sale,LOOP,$18.20,"-6,829","-$124,320","1,566,319",0%,2007-05-02 19:13:19,2007-05-01
55,Rogerson Garry W,"Pres, CEO",S - Sale+OE,VARI,$58.18,"-24,000","-$1,396,307","51,778",-32%,2007-05-02 19:11:53,2007-04-30
56,Anderson Thomas Robert,Dir,S - Sale+OE,MSCC,$22.65,"-2,500","-$56,631",0,-100%,2007-05-02 19:11:32,2007-05-02
