,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Steinberg Leonard,"VP, GC, Secretary",S - Sale,ALSK,$16.00,"-7,261","-$116,176","27,234",-21%,2007-05-11 21:16:48,2007-05-11
1,Anderson Tom,"EVP, CFO",P - Purchase,PRWT,$12.78,"+1,258","+$16,077","48,927",+3%,2007-05-11 21:12:59,2007-05-11
2,Gustafson Mark,CEO,P - Purchase,TPLM,$2.14,"+25,000","+$53,500","2,550,000",+1%,2007-05-11 21:10:29,2007-05-11
3,Popeil Ronald,Dir,P - Purchase,MGM,$62.54,"+1,000","+$62,540","39,810",+3%,2007-05-11 21:01:43,2007-05-11
4,Cpmg Inc,10%,P - Purchase,GTOP,$3.53,"+932,745","+$3,293,034","7,723,564",+14%,2007-05-11 20:55:31,2007-05-09
5,Marks Michael E,Dir,S - Sale,CROX,$70.41,"-18,969","-$1,335,646","44,290",-30%,2007-05-11 20:45:10,2007-05-09
6,Marks Michael E,Dir,S - Sale,CROX,$70.13,"-35,000","-$2,454,706","63,259",-36%,2007-05-11 20:44:13,2007-05-09
7,Harris Michael E,"EVP, COO",S - Sale+OE,HIW,$42.64,"-10,003","-$426,532","118,477",-8%,2007-05-11 20:26:45,2007-05-09
8,Harris Michael E,"EVP, COO",S - Sale,HIW,$42.45,"-25,889","-$1,098,980","118,477",-18%,2007-05-11 20:24:50,2007-05-09
9,Harris Michael E,"EVP, COO",S - Sale,HIW,$42.21,"-20,800","-$877,992","118,477",-15%,2007-05-11 20:23:47,2007-05-09
10,Harris Michael E,"EVP, COO",S - Sale,HIW,$33.02,"-7,755","-$256,033","118,477",-6%,2007-05-11 20:22:24,2007-05-09
11,McCranie J Daniel,CEO,P - Purchase,VIRL,$6.99,"+45,000","+$314,550","140,000",+47%,2007-05-11 20:20:46,2007-05-10
12,Marks Michael E,Dir,S - Sale,CROX,$70.73,"-6,000","-$424,392","98,259",-6%,2007-05-11 20:16:30,2007-05-10
13,Marks Michael E,Dir,S - Sale,CROX,$71.18,"-3,200","-$227,765","957,404",0%,2007-05-11 20:16:09,2007-05-09
14,Marks Michael E,Dir,S - Sale,CROX,$70.60,"-19,984","-$1,410,913","24,306",-45%,2007-05-11 20:11:18,2007-05-09
15,Marks Michael E,Dir,S - Sale,CROX,$70.86,"-10,676","-$756,519","13,630",-44%,2007-05-11 20:10:52,2007-05-09
16,Marks Michael E,Dir,S - Sale,CROX,$71.03,"-10,430","-$740,890","3,200",-77%,2007-05-11 20:10:33,2007-05-09
17,Gaston Dwight,SVP,S - Sale,NILE,$54.68,"-4,691","-$256,495","7,300",-39%,2007-05-11 20:08:40,2007-05-09
18,Blum Capital Partners LP,10%,S - Sale,CBG,$37.46,"-1,839,946","-$68,917,100","259,894",-88%,2007-05-11 20:04:33,2007-05-09
19,Ory Andrew D,"Pres, CEO",S - Sale,APKT,$12.16,"-1,500","-$18,241","1,788,000",0%,2007-05-11 20:01:57,2007-05-10
20,Ory Andrew D,"Pres, CEO",S - Sale,APKT,$11.97,"-7,400","-$88,612","1,789,500",0%,2007-05-11 20:00:26,2007-05-09
21,Ory Andrew D,"Pres, CEO",S - Sale,APKT,$11.91,"-5,600","-$66,680","6,838,996",0%,2007-05-11 19:58:58,2007-05-10
22,Ory Andrew D,"Pres, CEO",S - Sale,APKT,$11.86,"-10,900","-$129,294","4,899,935",0%,2007-05-11 19:57:45,2007-05-10
23,Ory Andrew D,"Pres, CEO",S - Sale,APKT,$11.88,"-7,100","-$84,330","5,055,496",0%,2007-05-11 19:55:45,2007-05-09
24,Worrell Robert J,Dir,S - Sale,PFLC,$16.50,"-20,000","-$330,000","108,768",-16%,2007-05-11 19:52:48,2007-05-10
25,Leung Wing Yu,"EVP, CTO",S - Sale,MOSY,$8.50,"-12,460","-$105,848","183,220",-6%,2007-05-11 19:51:19,2007-05-09
26,Ory Andrew D,"Pres, CEO",S - Sale,APKT,$11.90,"-14,500","-$172,606","4,917,435",0%,2007-05-11 19:45:31,2007-05-09
27,Harris Parker,"EVP, Technology",S - Sale,CRM,$42.50,"-1,200","-$51,000","1,102,079",0%,2007-05-11 19:42:47,2007-05-11
28,Benioff Marc,"COB, CEO, 10%",S - Sale,CRM,$42.48,"-20,000","-$849,678","17,351,006",0%,2007-05-11 19:42:36,2007-05-11
29,Nazem Farzad,"EVP, CTO",S - Sale+OE,YHOO,$30.22,"-200,000","-$6,044,001","612,362",-25%,2007-05-11 19:41:07,2007-05-09
30,Hargroder J B Md,"Vice Chairman of Board, 10%",P - Purchase,MSL,$25.00,"+4,246","+$106,141","452,449",+1%,2007-05-11 19:33:28,2007-05-10
31,Thomas Margaret M,EVP,S - Sale+OE,EPAX,$33.95,"-13,170","-$447,122","173,507",-7%,2007-05-11 19:32:57,2007-05-09
32,Steel Partners II LP,10%,S - Sale,AGL,$26.52,"-4,135","-$109,679","1,792,770",0%,2007-05-11 19:32:49,2007-05-09
33,Ramius Capital Group LLC,10%,P - Purchase,IMNY,$1.95,"+32,329","+$62,941","6,867,899",0%,2007-05-11 19:31:55,2007-05-09
34,Ueberroth John A,Dir,S - Sale,EPAX,$33.78,"-15,000","-$506,696","911,000",-2%,2007-05-11 19:30:06,2007-05-09
35,Bottini Mark,"VP, Dir of Stores",S - Sale,BKS,$40.00,-925,"-$37,000","4,010",-19%,2007-05-11 19:28:12,2007-05-04
36,Schuelke Katherine,"VP,GC, Secretary",S - Sale+OE,ALTR,$23.91,"-10,000","-$239,100","3,749",-73%,2007-05-11 19:25:22,2007-05-09
37,Berman Michael A,Dir,P - Purchase,CADX,$11.95,"+8,500","+$101,537","33,500",+34%,2007-05-11 19:21:42,2006-11-01
38,Hilliard Clayton Paul,"Dir, 10%",P - Purchase,MSL,$24.90,+750,"+$18,675","236,938",0%,2007-05-11 19:18:46,2007-05-11
39,Denny James M,Dir,S - Sale+OE,GILD,$83.21,"-30,000","-$2,496,199","79,600",-27%,2007-05-11 19:15:00,2007-05-09
40,Spudich James A,Dir,S - Sale+OE,CYTK,$6.67,"-3,000","-$20,005","210,600",-1%,2007-05-11 19:10:37,2007-05-11
41,Trautman Jay K,"VP, Discovery Research",S - Sale+OE,CYTK,$7.01,"-1,500","-$10,515","17,896",-8%,2007-05-11 19:10:21,2007-05-10
42,May Stephen C,Dir,S - Sale,MSL,$25.00,"-4,100","-$102,500","118,569",-3%,2007-05-11 19:09:29,2007-05-09
43,Cochran Robert D,Dir,S - Sale,TWLL,$13.06,"-5,000","-$65,309","135,642",-4%,2007-05-11 19:04:46,2007-05-10
44,McCoy Thomas M,"EVP, Chief Admin Officer",S - Sale+OE,AMD,$13.15,-800,"-$10,520","63,175",-1%,2007-05-11 19:01:45,2007-05-09
45,Goodman John,Dir,S - Sale,GGL,$18.40,"-15,000","-$276,017","576,077",-3%,2007-05-11 18:55:42,2007-05-10
46,Reed David P,"Pres, North American Oper",S - Sale+OE,CRDN,$65.00,"-20,250","-$1,316,250","1,103",-95%,2007-05-11 18:55:38,2007-05-09
47,Stadium Capital Partners L P,10%,S - Sale,ADPI,$25.39,"-40,801","-$1,035,932","2,870,824",-1%,2007-05-11 18:52:42,2007-05-08
48,Waitt Theodore W,10%,S - Sale,GTW,$1.88,"-200,000","-$376,000","53,157,988",0%,2007-05-11 18:50:41,2007-05-10
49,Tunstall Kathryn,Dir,S - Sale+OE,CPTS,$18.04,"-30,000","-$541,271","134,277",-18%,2007-05-11 18:47:52,2007-05-09
50,Lambert Blair W,"Chief OP Officer, CFO",S - Sale,GYMB,$37.89,-480,"-$18,187","247,245",0%,2007-05-11 18:42:01,2007-05-11
51,Goodman John,Dir,S - Sale,GGL,$19.01,"-16,800","-$319,355","591,077",-3%,2007-05-11 18:40:12,2007-05-09
52,Mulroy Martin,"VP-Sales, Marketing,Veterinary",S - Sale+OE,ABAX,$21.79,"-4,000","-$87,176","2,014",-67%,2007-05-11 18:40:04,2007-05-10
53,Arends Michael A,CFO,S - Sale,MCHX,$12.87,"-25,000","-$321,813","318,500",-7%,2007-05-11 18:39:19,2007-05-10
54,Kurz Donald A,10%,S - Sale,EMAK,$4.40,"-9,052","-$39,845","1,435,221",-1%,2007-05-11 18:35:13,2007-05-10
55,Ory Robert G,"Secretary, Asst. Treasurer",S - Sale,APKT,$11.95,"-5,900","-$70,514","1,788,000",0%,2007-05-11 18:34:07,2007-05-10
56,Starr International Co Inc,10%,S - Sale,AIG,$71.75,"-800,000","-$57,400,480","269,375,556",0%,2007-05-11 18:21:27,2007-05-09
57,Parent Steve,"Pres, CEO",P - Purchase,GNLM,$0.10,"+47,500","+$4,973","5,929,305",+1%,2007-05-11 18:15:32,2007-01-11
58,Parent Steve,"Pres, CEO",S - Sale+OE,GNLM,$0.10,"-110,000","-$10,795","5,929,305",-2%,2007-05-11 18:15:32,2007-01-09
59,Woodworth Louis E,Dir,S - Sale,BEN,$136.68,"-5,000","-$683,400","1,652,839",0%,2007-05-11 18:13:11,2007-05-09
60,Wang Sheldon,"SVP, Chief Tech. Officer",S - Sale+OE,EHTH,$20.02,"-3,000","-$60,066","75,000",-4%,2007-05-11 18:11:00,2007-05-09
61,Huizinga Stuart,"SVP, CFO",S - Sale+OE,EHTH,$20.02,"-2,500","-$50,055",0,-100%,2007-05-11 18:10:24,2007-05-09
62,Mugford Michael J,Dir,S - Sale+OE,EVCC,$1.72,"-25,500","-$43,966","1,154,500",-2%,2007-05-11 18:06:35,2007-05-08
63,Ory Robert G,"Secretary, Asst. Treasurer",S - Sale,APKT,$11.98,"-6,300","-$75,469","2,366,623",0%,2007-05-11 18:06:07,2007-05-10
64,Abraham Allison H,Dir,S - Sale,OSTK,$17.22,"-15,000","-$258,263","2,500",-86%,2007-05-11 18:06:06,2007-05-10
65,Ory Robert G,"Secretary, Asst. Treasurer",S - Sale,APKT,$11.91,"-4,200","-$50,016","572,923",-1%,2007-05-11 18:04:21,2007-05-09
66,Rakowich Walter C,"Pres, COO",S - Sale+OE,PLD,$67.44,"-14,616","-$985,763","67,014",-18%,2007-05-11 18:03:02,2007-05-09
67,Daily Paul M,"Pres, CEO, Infrs. Underground",S - Sale,IFS,$35.40,"-6,369","-$225,465","7,600",-46%,2007-05-11 18:01:59,2007-05-09
