,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Shamrock Activist Value Fund L P,10%,P - Purchase,CLCT,$14.00,"+8,366","+$117,109","1,144,762",+1%,2007-06-20 21:51:25,2007-06-18
1,"Ml Global Private Equity Fund, L.P.","Dir, 10%",S - Sale,HTZ,$21.47,"-9,356,941","-$200,893,523","32,170,170",-23%,2007-06-20 21:45:25,2007-06-18
2,Kim James J,Dir,S - Sale,GME,$40.08,"-629,675","-$25,237,940","1,640,565",-28%,2007-06-20 21:44:41,2007-06-19
3,Schultz Kenneth M,"VP, Sales, Marketing",S - Sale+OE,FSLR,$79.00,"-75,000","-$5,924,625",0,-100%,2007-06-20 21:36:00,2007-06-19
4,Gerber William G,Dir,S - Sale,SGMO,$8.00,"-5,000","-$40,000","89,400",-5%,2007-06-20 21:05:17,2007-06-18
5,Maccallum David H,Dir,S - Sale+OE,VITL,$58.96,"-6,300","-$371,448","1,700",-79%,2007-06-20 20:39:59,2007-06-18
6,Graziadio G Louis III,Dir,S - Sale,TRLG,$19.21,"-10,000","-$192,050","23,000",-30%,2007-06-20 20:36:59,2007-06-18
7,Shanfelter Austin J,Dir,S - Sale,MTZ,$14.80,"-25,000","-$369,996","107,349",-19%,2007-06-20 20:06:34,2007-06-20
8,Shanfelter Austin J,Dir,S - Sale,MTZ,$14.14,"-35,000","-$495,001","132,349",-21%,2007-06-20 20:05:57,2007-06-18
9,Eastland Larry,"CEO, Pres, COB, 10%",P - Purchase,GFAM,$0.15,"+9,000","+$1,323","10,082,000",0%,2007-06-20 20:05:31,2007-06-19
10,Quan Nolan,10%,S - Sale,BCSR,$1.17,"-1,200,000","-$1,404,000","44,980,000",-3%,2007-06-20 19:55:23,2007-06-19
11,Estate of Robert Emerson Moore,10%,S - Sale,LMLP,$3.89,"-8,500","-$33,070","5,008,981",0%,2007-06-20 19:54:40,2007-06-19
12,Richards Steven W,"CFO, VP,, Secretary",S - Sale+OE,TTMI,$13.15,"-1,000","-$13,150","27,446",-4%,2007-06-20 19:51:46,2007-06-19
13,Iwanicki David,"VP, Sales, Sales Operations",S - Sale+OE,PDLI,$24.42,-645,"-$15,748",0,-100%,2007-06-20 19:49:47,2007-06-20
14,Mugford Michael J,Dir,S - Sale+OE,EVCC,$1.29,"-30,079","-$38,913","769,373",-4%,2007-06-20 19:49:34,2007-06-13
15,Lo Patrick Cs,"COB, CEO",S - Sale+OE,NTGR,$38.00,"-3,657","-$138,966","261,349",-1%,2007-06-20 19:49:28,2007-06-19
16,Alder Kenton K,"Pres, CEO",S - Sale,TTMI,$12.94,"-4,000","-$51,745","95,613",-4%,2007-06-20 19:48:39,2007-06-19
17,Waitt Theodore W,10%,S - Sale,GTW,$1.69,"-316,134","-$535,428","50,588,027",-1%,2007-06-20 19:46:40,2007-06-18
18,Ross Houston Clifton III,"VP, Fin. Analysis, Planning",S - Sale+OE,RGNC,$29.64,"-1,622","-$48,076","13,798",-11%,2007-06-20 19:44:57,2007-06-19
19,Grybas Philip A,"SVP, CFO",S - Sale,SURW,$28.50,"-1,000","-$28,500","12,189",-8%,2007-06-20 19:44:52,2007-06-19
20,Keery Andrew,"EVP Product Development, 10%",S - Sale,IGO,$2.34,"-17,233","-$40,300","3,154,160",-1%,2007-06-20 19:34:58,2007-06-18
21,Ernst Steven,"EVP of Enterprise Architecture, 10%",S - Sale,IGO,$2.34,"-17,234","-$40,302","4,166,659",0%,2007-06-20 19:34:42,2007-06-18
22,Hoult Robert E,EVP of Revenue Development,S - Sale,IGO,$2.34,"-17,233","-$40,300","1,491,660",-1%,2007-06-20 19:34:25,2007-06-18
23,Cowan James A,"EVP, COO",S - Sale+OE,ARII,$42.00,"-6,998","-$293,916","15,500",-31%,2007-06-20 19:29:26,2007-06-18
24,Van Camp Peter,Exec Chair,S - Sale+OE,EQIX,$88.46,"-16,000","-$1,415,427","57,610",-22%,2007-06-20 19:25:14,2007-06-18
25,Byrd Marcus C Jr,Dir,P - Purchase,CBNR,$12.50,+990,"+$12,375","132,981",+1%,2007-06-20 19:15:58,2007-06-19
26,Vegas Dennis D,"SVP, CMO",S - Sale+OE,CASA,$7.80,"-2,500","-$19,500","1,000",-71%,2007-06-20 19:15:16,2007-06-15
27,Howard B Todd,Dir,P - Purchase,CBNR,$12.50,+990,"+$12,375","70,721",+1%,2007-06-20 19:14:39,2007-06-19
28,Reimert Larry E,"Co-COB, 10%",S - Sale,DRQ,$48.80,"-21,700","-$1,059,001","3,147,125",-1%,2007-06-20 19:01:03,2007-06-19
29,Johnson Margaret L,"Pres, QIS",S - Sale+OE,QCOM,$42.45,"-3,000","-$127,350","2,141",-58%,2007-06-20 18:58:45,2007-06-18
30,Morgan Steven R,Pres,S - Sale+OE,GME,$40.02,"-80,000","-$3,201,416","60,000",-57%,2007-06-20 18:57:20,2007-06-18
31,Reimert Larry E,"Co-COB, 10%",S - Sale,DRQ,$48.52,"-33,603","-$1,630,344","3,167,915",-1%,2007-06-20 18:54:30,2007-06-19
32,Broome Curtis E,Pres of NHT Global,S - Sale,BHIP,$3.63,"-2,342","-$8,501","82,058",-3%,2007-06-20 18:54:06,2007-06-18
33,"Forza Capital Management, L.L.C.",10%,P - Purchase,LITS,$1.00,"+5,000","+$5,000","5,637,916",0%,2007-06-20 18:53:59,2007-06-18
34,Curran Ian,SVP - International Publishing,S - Sale,THQI,$33.34,"-2,431","-$81,041","9,940",-20%,2007-06-20 18:53:10,2007-06-18
35,Wallace Gary C,GC,S - Sale,BHIP,$3.63,-694,"-$2,519","24,306",-3%,2007-06-20 18:52:44,2007-06-18
36,Reimert Larry E,"Co-COB, 10%",S - Sale,DRQ,$48.29,"-18,197","-$878,651","3,201,518",-1%,2007-06-20 18:50:58,2007-06-18
37,Melby Colton,Dir,S - Sale,SWHC,$16.00,"-100,000","-$1,600,000","4,410,000",-2%,2007-06-20 18:49:44,2007-06-15
38,Reimert Larry E,"Co-COB, 10%",S - Sale,DRQ,$48.65,"-74,700","-$3,633,935","3,219,715",-2%,2007-06-20 18:47:21,2007-06-18
39,Ahalt Gordon F,Dir,S - Sale+OE,HLX,$41.00,"-10,000","-$410,000","30,642",-25%,2007-06-20 18:46:10,2007-06-19
40,Hecker Curt,Dir,S - Sale+OE,CWTR,$24.29,"-12,698","-$308,466","40,066",-24%,2007-06-20 18:44:53,2007-06-18
41,Reimert Larry E,"Co-COB, 10%",S - Sale,DRQ,$48.25,"-17,700","-$854,035","3,294,415",-1%,2007-06-20 18:43:48,2007-06-18
42,Davin Michael R,"Pres, CEO, COB",S - Sale,CYNO,$36.69,"-1,981","-$72,690",0,-100%,2007-06-20 18:40:11,2007-06-18
43,Davin Michael R,"Pres, CEO, COB",S - Sale+OE,CYNO,$36.35,"-6,351","-$230,890","8,113",-44%,2007-06-20 18:38:16,2007-06-18
44,Lam Allen K,VP of Worldwide Operations,S - Sale,AATI,$9.47,"-3,000","-$28,410","302,791",-1%,2007-06-20 18:36:07,2007-06-18
45,Baker Timothy W,"EVP, CFO, Treasurer",S - Sale,CYNO,$36.69,-993,"-$36,437",0,-100%,2007-06-20 18:35:44,2007-06-18
46,Baker Timothy W,"EVP, CFO, Treasurer",S - Sale+OE,CYNO,$36.35,"-3,173","-$115,354","4,059",-44%,2007-06-20 18:33:50,2007-06-18
47,Wicker Charles Barry,Dir,S - Sale+OE,VITL,$59.25,"-10,163","-$602,195","227,595",-4%,2007-06-20 18:32:12,2007-06-18
48,Austin Josiah T,10%,P - Purchase,NVGN,$8.45,"+12,485","+$105,438","2,465,718",+1%,2007-06-20 18:31:37,2007-06-18
49,"Cmc-Hertz General Partner, L.L.C.",10%,S - Sale,HTZ,$21.47,"-5,637,255","-$121,031,865","19,362,745",-23%,2007-06-20 18:29:16,2007-06-18
50,Tcg Holdings LLC,10%,S - Sale,HTZ,$21.47,"-14,995,098","-$321,944,754","51,504,902",-23%,2007-06-20 18:28:49,2007-06-18
51,Carlyle Offshore Partners II Ltd,10%,S - Sale,HTZ,$21.47,"-2,254,902","-$48,412,746","7,745,098",-23%,2007-06-20 18:28:20,2007-06-18
52,"Ml Hertz Co-Investor, L.P.",10%,S - Sale,HTZ,$21.47,"-902,863","-$19,384,469","3,101,137",-23%,2007-06-20 18:27:51,2007-06-18
53,Merrill Lynch Ventures LP 2001,10%,S - Sale,HTZ,$21.47,"-1,127,451","-$24,206,373","3,872,549",-23%,2007-06-20 18:27:12,2007-06-18
54,Cdr Ccmg Co-Investor L P,10%,S - Sale,HTZ,$21.47,"-6,205,490","-$133,231,870","21,314,510",-23%,2007-06-20 18:25:46,2007-06-18
55,Cd&r Parallel Fund VII LP,10%,S - Sale,HTZ,$21.47,"-74,066","-$1,590,197","254,402",-23%,2007-06-20 18:25:14,2007-06-18
56,Clayton Dubilier & Rice Fund VII L P,10%,S - Sale,HTZ,$21.47,"-11,195,934","-$240,376,703","38,455,598",-23%,2007-06-20 18:23:27,2007-06-18
57,Benacin Philippe,"Pres, 10%",S - Sale+OE,IPAR,$27.89,"-7,692","-$214,546","5,464,034",0%,2007-06-20 18:15:54,2007-06-18
58,Woodward William,Dir,S - Sale,MCZ,$1.44,"-42,640","-$61,301","82,360",-34%,2007-06-20 18:13:20,2007-06-18
59,Warkol Floyd,"CEO, 10%",S - Sale,KSW,$7.58,"-5,686","-$43,118","705,764",-1%,2007-06-20 18:12:44,2007-06-18
60,Fisher Steven P,"SVP, TREASURER",S - Sale+OE,SAI,$17.99,"-21,352","-$384,112",49,-100%,2007-06-20 18:07:14,2007-06-18
61,Bradley Francis R,Dir,S - Sale+OE,TRNS,$5.65,"-4,000","-$22,600","17,338",-19%,2007-06-20 18:05:35,2007-06-18
62,Cannon Michael R,Dir,S - Sale+OE,ADBE,$42.61,"-50,000","-$2,130,575","5,000",-91%,2007-06-20 18:05:20,2007-06-18
63,Nierenberg Nicolas,"COB, Chief Architect",S - Sale+OE,ACTU,$6.26,"-120,000","-$751,200","1,291,439",-9%,2007-06-20 18:00:29,2007-06-18
64,Scangos George A,"Pres, CEO",S - Sale,EXEL,$11.67,"-2,500","-$29,168","1,325,286",0%,2007-06-20 17:55:07,2007-06-20
65,Rosen Michael S,Former director,S - Sale+OE,EVC,$10.71,"-96,663","-$1,034,779","10,000",-91%,2007-06-20 17:54:03,2007-06-18
66,Martini Thomas J,CFO,P - Purchase,NVH,$2.00,"+10,000","+$19,998","19,892",+101%,2007-06-20 17:53:09,2007-06-18
67,Noonan Jack,"Pres, CEO",S - Sale+OE,SPSS,$44.15,"-5,000","-$220,744","205,036",-2%,2007-06-20 17:53:06,2007-06-20
68,Madar Jean,"CEO, 10%",S - Sale+OE,IPAR,$27.89,"-7,692","-$214,546","5,526,476",0%,2007-06-20 17:50:25,2007-06-18
69,Jasper N William Jr,"Pres, CEO",S - Sale+OE,DLB,$32.57,"-10,000","-$325,700","3,507",-74%,2007-06-20 17:48:36,2007-06-19
70,Ta Associates Inc,Dir,S - Sale,IPGP,$21.10,"-96,000","-$2,025,309","3,721,330",-3%,2007-06-20 17:48:14,2007-06-18
71,Ta Investors LLC,Dir,S - Sale,IPGP,$21.10,"-1,449","-$30,569","56,115",-3%,2007-06-20 17:47:58,2007-06-18
72,Ta Executives Fund LLC,Dir,S - Sale,IPGP,$21.10,-834,"-$17,595","32,300",-3%,2007-06-20 17:47:43,2007-06-18
73,Ta Associates Ap IV LP,Dir,S - Sale,IPGP,$21.10,"-21,330","-$449,998","827,034",-3%,2007-06-20 17:47:26,2007-06-18
74,Ta / Atlantic & Pacific IV LP,Dir,S - Sale,IPGP,$21.10,"-21,330","-$449,998","827,034",-3%,2007-06-20 17:47:11,2007-06-18
75,Ta Associates VIII LLC,Dir,S - Sale,IPGP,$21.10,"-23,041","-$486,095","893,119",-3%,2007-06-20 17:46:56,2007-06-18
76,Ta Advent VIII LP,Dir,S - Sale,IPGP,$21.10,"-23,041","-$486,095","893,119",-3%,2007-06-20 17:46:41,2007-06-18
77,Ta Associates IX LLC,Dir,S - Sale,IPGP,$21.10,"-49,346","-$1,041,051","1,912,762",-3%,2007-06-20 17:46:27,2007-06-18
78,Pardus Capital Management L.P.,10%,P - Purchase,VC,$8.19,"+25,000","+$204,735","24,000,000",0%,2007-06-20 17:45:36,2007-06-18
79,Ta IX LP,Dir,S - Sale,IPGP,$21.10,"-49,346","-$1,041,051","1,912,762",-3%,2007-06-20 17:45:34,2007-06-18
80,Albrechtsen Bradley C,"Pres, Chief Exec. Officer",P - Purchase,NVH,$1.77,"+7,000","+$12,361","26,657",+36%,2007-06-20 17:42:40,2007-06-18
81,Beer James A,"EVP, CFO",S - Sale,SYMC,$20.16,-650,"-$13,104","139,112",0%,2007-06-20 17:40:51,2007-06-18
82,Crosslink Capital Inc,10%,S - Sale,ITRA,$4.89,-200,-$978,"914,194",0%,2007-06-20 17:38:21,2007-06-19
83,Humphreys David J,Dir,P - Purchase,NVH,$2.10,"+10,000","+$20,992","10,000",New,2007-06-20 17:34:10,2007-06-18
84,Sopris Capital Advisors LLC,10%,P - Purchase,HKFIQ,$2.92,"+125,000","+$364,500","2,931,600",+4%,2007-06-20 17:31:46,2007-06-18
85,Morrison Hugh M,Dir,P - Purchase,CYBX,$17.35,"+10,000","+$173,478","20,000",+100%,2007-06-20 17:31:27,2007-06-15
86,Leaf Investment Partners LP,10%,S - Sale,BSQR,$6.58,"-366,400","-$2,412,136","905,000",-29%,2007-06-20 17:31:01,2007-06-18
87,Hui Chi Hung,"VP, Engineering",S - Sale,PSEM,$11.14,"-1,517","-$16,901","794,665",0%,2007-06-20 17:28:36,2007-06-20
88,Levin Michael William,"Pres, CEO, 10%",S - Sale+OE,MSII,$5.88,"-5,000","-$29,388","1,268,450",0%,2007-06-20 17:27:46,2007-06-19
89,Dinwoodie Thomas,"CEO - SunPower Corp., Systems",S - Sale,SPWR,$59.14,"-160,000","-$9,462,792","1,981,285",-7%,2007-06-20 17:27:13,2007-06-19
90,Henley Doy,Dir,P - Purchase,NVH,$2.06,"+10,000","+$20,591","81,000",+14%,2007-06-20 17:27:04,2007-06-18
91,Barberich Timothy J,Exec COB,S - Sale,SEPR,$48.57,"-21,200","-$1,029,713","134,011",-14%,2007-06-20 17:23:13,2007-06-05
92,Sutton Jesse,Interim CEO,S - Sale,COOL,$1.72,"-30,000","-$51,480","1,875,718",-2%,2007-06-20 17:22:20,2007-06-18
93,Barberich Timothy J,Exec COB,S - Sale,SEPR,$48.56,"-19,200","-$932,368","314,222",-6%,2007-06-20 17:22:01,2007-06-05
94,Bays F Barry,Exec. COB,S - Sale+OE,WMGI,$25.41,"-4,050","-$102,911","20,000",-17%,2007-06-20 17:21:25,2007-06-19
95,Ergas Jean Pierre,Dir,S - Sale+OE,BWY,$13.99,"-428,597","-$5,995,001",0,-100%,2007-06-20 17:21:20,2007-06-18
96,Barberich Timothy J,Exec COB,S - Sale,SEPR,$48.53,"-14,700","-$713,350","540,433",-3%,2007-06-20 17:20:46,2007-06-05
97,Hayford Warren J.,Dir,S - Sale+OE,BWY,$13.99,"-1,255,634","-$17,563,181","991,468",-56%,2007-06-20 17:20:42,2007-06-18
98,Barberich Timothy J,Exec COB,S - Sale,SEPR,$48.52,"-21,800","-$1,057,766","600,933",-4%,2007-06-20 17:19:29,2007-06-05
99,Rickertsen Carl J,Dir,S - Sale,CNVR,$4.38,"-20,000","-$87,518",0,-100%,2007-06-20 17:18:51,2007-06-19
100,Vincent Bruce H,Pres,S - Sale+OE,SFY,$45.45,"-3,333","-$151,500","83,836",-4%,2007-06-20 17:18:36,2007-06-18
101,Heckaman Alton D Jr,"EVP, CFO",S - Sale+OE,SFY,$45.51,"-2,500","-$113,786","40,544",-6%,2007-06-20 17:18:10,2007-06-18
102,"Harbinger Capital Partners Master Fund I, Ltd.",10%,P - Purchase,MNCP,$12.25,"+453,013","+$5,547,729","57,095,941",+1%,2007-06-20 17:17:59,2007-06-08
103,Barberich Timothy J,Exec COB,S - Sale,SEPR,$48.54,"-20,953","-$1,017,098","442,375",-5%,2007-06-20 17:17:48,2007-06-05
104,Barberich Timothy J,Exec COB,S - Sale,SEPR,$48.64,"-89,448","-$4,350,441","941,408",-9%,2007-06-20 17:16:30,2007-06-05
105,Bergman Miro,EVP,S - Sale+OE,EEFT,$30.51,"-11,000","-$335,566","70,058",-14%,2007-06-20 17:13:42,2007-06-19
106,Levi Ronald Daniel,COO,S - Sale+OE,GFIG,$75.05,"-15,000","-$1,125,750","3,823",-80%,2007-06-20 17:13:21,2007-06-19
107,Yarbrough James D,Dir,S - Sale,EAGB,$0.13,"-82,000","-$10,840","22,949",-78%,2007-06-20 17:12:46,2007-06-20
108,Morgenthaler Partners VII LP,10%,S - Sale,THRM,$8.10,"-41,700","-$337,770","889,616",-4%,2007-06-20 17:12:45,2007-06-20
109,Lehman Brothers Holdings Inc,10%,P - Purchase,IFOX,$17.74,"+14,156","+$251,173","18,297",+342%,2007-06-20 17:12:13,2007-06-18
110,"Harbinger Capital Partners Master Fund I, Ltd.",10%,P - Purchase,MNCP,$11.33,"+1,130,300","+$12,805,755","56,189,915",+2%,2007-06-20 17:11:34,2007-06-06
111,Smith Elliot J,Dir,P - Purchase,DAVN,$0.20,"+25,005","+$5,001","49,455",+102%,2007-06-20 17:09:01,2007-06-18
112,McConnell Stephen A,Dir,S - Sale,MINI,$31.07,"-15,000","-$466,000","30,000",-33%,2007-06-20 17:05:08,2007-06-18
113,McLaughlin John,"Former Pres, CEO",S - Sale+OE,CMPD,$0.65,"-50,500","-$32,825","50,500",-50%,2007-06-20 17:04:29,2007-06-18
114,Novack Kenneth J,Dir,S - Sale+OE,TWX,$20.80,"-14,200","-$295,360","37,068",-28%,2007-06-20 17:03:57,2007-06-19
115,Morgenthaler Venture Partners V LP,10%,S - Sale,THRM,$8.10,"-83,300","-$674,730","1,713,693",-5%,2007-06-20 17:02:52,2007-06-20
116,Moszkowski Neal,Dir,S - Sale,WCG,$89.58,"-10,000","-$895,816","50,822",-16%,2007-06-20 17:00:35,2007-06-18
117,Levine Beth F,"GC, CCO",P - Purchase,KERX,$11.00,"+1,000","+$11,000","1,000",New,2007-06-20 16:59:59,2007-06-18
118,Pereira Gino Miguel,CFO,P - Purchase,TCNH,$0.00,"+375,000",+$0,"375,000",New,2007-06-20 16:57:50,2007-06-15
119,Jana Partners LLC,10%,S - Sale,ULUR,$4.98,"-47,000","-$234,060","6,071,421",-1%,2007-06-20 16:52:34,2007-06-18
120,Scheetz W Edward,"Pres, CEO",P - Purchase,MHGC,$24.38,"+6,000","+$146,268","2,085,600",0%,2007-06-20 16:49:15,2007-06-18
121,Gregory Lynwood,SVP,S - Sale+OE,DK,$26.00,"-5,000","-$130,000","12,000",-29%,2007-06-20 16:47:24,2007-06-19
122,Thomas Kent B,"GC, Secretary",S - Sale+OE,DK,$26.00,"-5,000","-$130,000","2,275",-69%,2007-06-20 16:46:14,2007-06-19
123,Harleysville Mutual Insurance Co /pa,10%,S - Sale,HGIC,$33.11,"-29,770","-$985,685","16,757,632",0%,2007-06-20 16:45:35,2007-06-20
124,Keens Donald H,Pres - Intl Services,S - Sale+OE,GEO,$28.52,"-70,556","-$2,012,010","24,228",-74%,2007-06-20 16:45:16,2007-06-18
125,Fiori Giovanni John,EVP,S - Sale+OE,JCI,$113.46,"-40,000","-$4,538,270","227,100",-15%,2007-06-20 16:44:29,2007-06-18
126,Glg Partners LP,10%,P - Purchase,ZBB,$5.70,"+9,250","+$52,725","1,675,916",+1%,2007-06-20 16:44:05,2007-06-18
127,Landy Hal,VP,S - Sale+OE,RGEN,$3.82,"-30,000","-$114,600","10,000",-75%,2007-06-20 16:39:54,2007-06-19
128,Marmaduke John H,"Pres, CEO, 10%",S - Sale,HAST,$7.07,"-3,715","-$26,263","2,916,262",0%,2007-06-20 16:38:57,2007-06-18
129,Von Rosenberg Joseph L III,"COB, Pres, CEO",S - Sale+OE,OME,$8.95,"-20,000","-$178,931",0,-100%,2007-06-20 16:37:32,2007-06-18
130,Ricci Paul,"CEO, COB",S - Sale+OE,NUAN,$18.01,"-50,000","-$900,370","1,103,109",-4%,2007-06-20 16:36:08,2007-06-18
131,Gupta Sanjay,"VP, HR-EXL India",S - Sale,EXLS,$20.50,"-6,701","-$137,397","66,633",-9%,2007-06-20 16:32:38,2007-06-19
132,Sigma Opportunity Fund LLC,10%,S - Sale,DIRI,$1.51,"-631,176","-$953,076",0,-100%,2007-06-20 16:30:17,2007-06-19
133,Johnson Michael,CEO,S - Sale+OE,HLF,$40.04,"-18,600","-$744,756","137,610",-12%,2007-06-20 16:30:14,2007-06-18
134,Edgar Jim,Dir,P - Purchase,UBET,$2.67,"+5,000","+$13,355","5,000",New,2007-06-20 16:29:30,2007-03-26
135,Chinnici Joseph R,"SVP FINANCE, CFO",S - Sale+OE,CIEN,$35.00,"-10,092","-$353,238","37,336",-21%,2007-06-20 16:28:47,2007-06-20
136,Petrik Andrew C,"VP, CONTROLLER",S - Sale,CIEN,$34.81,-319,"-$11,104","14,833",-2%,2007-06-20 16:28:04,2007-06-20
137,Jeffries Michael S,"COB, CEO",S - Sale,ANF,$78.19,"-8,700","-$680,266","1,393,598",-1%,2007-06-20 16:21:49,2007-06-18
138,Cormier Monique,"GC, Secretary",S - Sale+OE,NAVI,$7.49,"-10,000","-$74,900",0,-100%,2007-06-20 16:20:05,2007-06-18
139,Federico Corrado,Dir,S - Sale+OE,BEBE,$16.77,"-4,000","-$67,080","1,726",-70%,2007-06-20 16:19:44,2007-06-19
140,Seidman Keith,"Treasurer, C.F.O.",S - Sale,APKT,$11.84,"-3,725","-$44,102","268,422",-1%,2007-06-20 16:19:13,2007-06-18
141,Bass Barbara,Dir,S - Sale+OE,BEBE,$16.77,"-4,000","-$67,080","1,726",-70%,2007-06-20 16:18:12,2007-06-19
142,Kramer Robert,"EVP, Manufacturing Ops",S - Sale+OE,EBS,$9.95,"-22,256","-$221,447","104,323",-18%,2007-06-20 16:16:11,2007-06-18
143,Jeffries Michael S,"COB, CEO",S - Sale,ANF,$77.91,"-23,200","-$1,807,542","1,402,298",-2%,2007-06-20 16:15:47,2007-06-18
144,Keese Kyle,"SVP, Corporate Affairs",S - Sale+OE,EBS,$9.95,"-2,810","-$27,960","6,732",-29%,2007-06-20 16:15:20,2007-06-18
145,Abdun-Nabi Daniel,"Pres, COO, Secretary",S - Sale+OE,EBS,$9.95,"-5,370","-$53,432","31,021",-15%,2007-06-20 16:14:25,2007-06-18
146,Jeffries Michael S,"COB, CEO",S - Sale+OE,ANF,$77.55,"-68,100","-$5,281,204","1,425,498",-5%,2007-06-20 16:12:34,2007-06-18
147,Pereira Brian Jg,"Pres, CEO",S - Sale,AMAG,$60.95,"-3,157","-$192,419",0,-100%,2007-06-20 16:11:03,2007-06-12
148,Basile Mark R,"Pres, CEO, 10%",S - Sale,BMRX,$1.50,"-1,000","-$1,500","1,065,599",0%,2007-06-20 16:09:42,2007-06-18
149,Johnsen Niels M,"COB, CEO",S - Sale+OE,ISH,$20.29,"-15,000","-$304,400","361,353",-4%,2007-06-20 16:09:13,2007-06-18
150,Shales Andrew,"COO, Secretary",S - Sale,ARGA,$1.06,"-5,000","-$5,306","129,960",-4%,2007-06-20 16:08:59,2007-06-18
151,Weinstock David B,"VP, CAO",S - Sale,.ADVN,$33.60,"-1,125","-$37,802","52,609",-2%,2007-06-20 16:07:51,2007-06-18
152,Pepsico Inc,10%,S - Sale,PBG,$0.00,"-105,804",-$0,"82,305,554",0%,2007-06-20 16:07:47,2007-06-18
153,Browne Philip M,"SVP, CFO",S - Sale,.ADVN,$34.02,"-3,000","-$102,049","199,550",-1%,2007-06-20 16:07:23,2007-06-20
154,McCanless Joan,SVP-Chief Compliance Officer,S - Sale+OE,MDTH,$33.29,"-50,000","-$1,664,405",0,-100%,2007-06-20 16:07:19,2007-06-18
155,Casey John,Dir,S - Sale,MDTH,$33.12,"-12,500","-$414,048","14,500",-46%,2007-06-20 16:06:48,2007-06-18
156,Wagoner Dayne,Dir,S - Sale,ARGA,$1.06,"-22,500","-$23,764","2,686,091",-1%,2007-06-20 16:05:54,2007-06-18
157,Schneider Jon Marc,"SVP, Operations",S - Sale,HDIX,$11.56,"-3,135","-$36,241","139,120",-2%,2007-06-20 16:05:26,2007-06-18
158,Champagne Rene R,Chairman of Board and Employee,S - Sale,ESI,$113.80,"-14,000","-$1,593,240","106,614",-12%,2007-06-20 16:04:49,2007-06-19
159,Champagne Rene R,Chairman of Board and Employee,S - Sale,ESI,$113.24,"-25,200","-$2,853,556","87,840",-22%,2007-06-20 16:04:18,2007-06-19
160,Champagne Rene R,Chairman of Board and Employee,S - Sale+OE,ESI,$112.83,"-18,300","-$2,064,808","113,040",-14%,2007-06-20 16:03:46,2007-06-19
161,Pesin Philip S,"CEO, 10%",S - Sale,ARGA,$1.06,"-25,000","-$26,528","9,331,139",0%,2007-06-20 16:02:22,2007-06-18
