,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Damaj Bassam,"Pres, CEO, 10%",P - Purchase,INNV,$0.32,"+416,841","+$134,640","5,180,663",+9%,2013-06-14 21:30:58,2013-06-12
1,Day Christine McCormick,CEO,S - Sale+OE,LULU,$65.15,"-362,711","-$23,631,641","60,567",-86%,2013-06-14 21:19:28,2013-06-12
2,McCloud Scott R,CFO,S - Sale,CRVL,$55.57,-150,"-$8,336","6,618",-2%,2013-06-14 20:37:26,2013-06-12
3,Salame Mansour,Dir,S - Sale,EGHT,$7.86,"-19,000","-$149,379","927,454",-2%,2013-06-14 20:29:45,2013-06-13
4,Ambrosio Anthony G,"SEVP, Chief Admin, HR Officer",S - Sale+OE,CBS,$46.48,"-9,683","-$450,098","145,353",-6%,2013-06-14 20:17:18,2013-06-13
5,Bailey Don M,"Pres, CEO",S - Sale+OE,QCOR,$45.01,"-40,000","-$1,800,340","99,000",-29%,2013-06-14 20:10:10,2013-06-13
6,Williams Gary Michael,Dir,P - Purchase,PMBC,$5.28,+604,"+$3,189","103,061",+1%,2013-06-14 20:06:05,2013-06-14
7,Mitsui & Co Ltd,10%,S - Sale,WIFI,$6.43,"-29,000","-$186,410","3,858,360",-1%,2013-06-14 20:00:36,2013-06-12
8,Maples Kirk R,"SVP, Program Management",S - Sale,ANAC,$5.39,"-5,600","-$30,190",52,-99%,2013-06-14 19:45:46,2013-06-14
9,Shapiro Devra G,Chief Administrative Officer,S - Sale+OE,IPCM,$48.90,"-5,000","-$244,497","26,581",-16%,2013-06-14 19:43:40,2013-06-12
10,Mitsakos Nicholas,Dir,S - Sale,MERU,$4.26,"-39,353","-$167,539","27,754",-59%,2013-06-14 19:36:21,2013-06-12
11,Walt David R,Dir,S - Sale,ILMN,$67.67,"-5,000","-$338,362","1,044,448",0%,2013-06-14 19:28:04,2013-06-12
12,Gillman Charles M,Dir,P - Purchase,DRAD,$2.38,"+15,000","+$35,736","631,985",+2%,2013-06-14 19:23:22,2013-06-12
13,Eberwein Jeffrey E.,Dir,P - Purchase,DRAD,$2.38,"+15,000","+$35,738","631,985",+2%,2013-06-14 19:22:29,2013-06-12
14,McCormick J Philip,Dir,S - Sale,PSTR,$1.47,"-1,500","-$2,212","70,862",-2%,2013-06-14 19:13:27,2013-06-12
15,Sinegal James D,Dir,S - Sale,COST,$110.37,"-8,000","-$882,960","1,778,047",0%,2013-06-14 19:07:47,2013-06-14
16,Ford Jeremy B,Dir,P - Purchase,FAC,$1.21,"+104,736","+$126,292","21,084,754",0%,2013-06-14 18:57:41,2013-06-12
17,Aldrich David J,"Pres, CEO",S - Sale+OE,SWKS,$21.39,"-14,000","-$299,520","446,788",-3%,2013-06-14 18:57:31,2013-06-12
18,Baj Joseph A,VP,S - Sale,BRS,$64.26,"-1,281","-$82,323",0,-100%,2013-06-14 18:38:03,2013-06-12
19,Allman Brian J,See Remarks,S - Sale+OE,BRS,$65.00,"-2,342","-$152,230",0,-100%,2013-06-14 18:32:29,2013-06-13
20,Jobson William Key,CIO,S - Sale,RMCF,$12.61,"-2,200","-$27,751","29,130",-7%,2013-06-14 18:30:54,2013-06-14
21,Pratt John,"GM, San Diego",S - Sale+OE,PCRX,$30.00,"-21,032","-$630,960",0,-100%,2013-06-14 18:29:44,2013-06-12
