,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,O'Donovan Mark,Corporate Controller,S - Sale,JPM,$47.80,"-3,000","-$143,400","3,957",-43%,2013-02-01 20:34:18,2013-02-01
1,Orbimed Advisors LLC,Dir,P - Purchase,ANTH,$0.66,"+5,700,000","+$3,762,000","7,462,000",+323%,2013-02-01 20:19:30,2013-01-30
2,Sindhu Pradeep,EVP CTO,S - Sale+OE,JNPR,$21.92,"-35,000","-$767,149","5,252,247",-1%,2013-02-01 20:18:40,2013-01-30
3,Dobkin Arkadiy,"CEO, Pres, COB, 10%",S - Sale,EPAM,$21.00,-195,"-$4,095","4,587,399",0%,2013-02-01 20:13:20,2013-01-30
4,Robb Karl,"Pres of EU Operations,EVP",S - Sale,EPAM,$21.00,"-1,610","-$33,810","459,501",0%,2013-02-01 20:11:46,2013-01-30
5,Cantor Ilya,"SVP, CFO, Treasurer",S - Sale+OE,EPAM,$20.73,"-8,000","-$165,840","20,000",-29%,2013-02-01 20:10:10,2013-01-31
6,Bruner Judy,"EVP, Administration, CFO",S - Sale+OE,SNDK,$50.00,"-40,000","-$2,000,000","31,004",-56%,2013-02-01 20:04:38,2013-01-31
7,Mehrotra Sanjay,"Pres, CEO",S - Sale+OE,SNDK,$50.00,"-10,000","-$500,000","34,308",-23%,2013-02-01 20:03:34,2013-01-31
8,Mitsui & Co Ltd,10%,S - Sale,WIFI,$7.69,"-11,540","-$88,714","4,542,297",0%,2013-02-01 20:01:00,2013-01-30
9,Cochi Maurizio,"SECRETARY, TREASURER",P - Purchase,ETEK,$0.00,"+500,000",+$100,"500,000",New,2013-02-01 19:48:44,2013-01-22
10,Jaen Juan C.,"SVP, Drug Discovery, CSO",S - Sale+OE,CCXI,$11.58,"-10,005","-$115,858","53,000",-16%,2013-02-01 19:41:48,2013-01-31
11,Farrell Peter C,"Exec COB, CEO",S - Sale+OE,RMD,$46.98,"-400,000","-$18,790,800","820,916",-33%,2013-02-01 19:21:13,2013-01-30
12,Quinn Michael A,Dir,S - Sale+OE,RMD,$47.75,"-3,000","-$143,250","1,017,000",0%,2013-02-01 19:20:11,2013-01-30
13,Larue R Scott,Co-Head Global IB,S - Sale,PJC,$38.38,"-15,000","-$575,658","49,442",-23%,2013-02-01 19:13:58,2013-01-31
14,Klinefelter Jeffrey P,Global Head of Equities,S - Sale,PJC,$38.65,"-10,000","-$386,469","63,762",-14%,2013-02-01 19:12:22,2013-01-31
15,Ambroseo John,"Pres, CEO",S - Sale+OE,COHR,$55.54,"-121,853","-$6,768,193","137,250",-47%,2013-02-01 19:09:23,2013-01-30
16,O'Brien Brien M,Head of Asset Management,S - Sale,PJC,$39.26,"-22,000","-$863,649","183,734",-11%,2013-02-01 19:09:16,2013-01-31
17,Gomez Alfredo,"Gen. Counsel, Corp. Sec.",S - Sale,EMKR,$6.00,"-12,928","-$77,568","18,586",-41%,2013-02-01 19:07:49,2013-01-31
18,Quarles David A,VP OF INTERNATIONAL SALES,S - Sale+OE,LLTC,$37.00,"-10,000","-$370,000","50,619",-16%,2013-02-01 19:01:22,2013-02-01
19,Kaufman Stephen P,Dir,S - Sale+OE,KLAC,$55.49,"-2,500","-$138,725","21,321",-10%,2013-02-01 19:01:17,2013-01-31
20,Hockema Jack A,"Pres, CEO",S - Sale+OE,KALU,$62.81,"-5,000","-$314,055","164,783",-3%,2013-02-01 18:57:51,2013-02-01
21,Hale David P,CIO,S - Sale,EOPN,$17.33,"-1,500","-$26,000","17,071",-8%,2013-02-01 18:57:34,2013-01-31
22,Loeb Daniel S,Dir,S - Sale,YHOO,$19.70,"-11,000,400","-$216,663,021","62,000,000",-15%,2013-02-01 18:56:44,2013-01-31
23,Lee David S,Dir,S - Sale+OE,LLTC,$36.91,"-40,000","-$1,476,220","15,000",-73%,2013-02-01 18:55:56,2013-02-01
24,Kiriaki Sami,SVP,S - Sale,TXN,$32.82,"-6,734","-$221,010","104,641",-6%,2013-02-01 18:55:42,2013-01-31
25,Hou Hong Q,"CEO, Pres",S - Sale+OE,EMKR,$5.61,"-1,968","-$11,040","83,177",-2%,2013-02-01 18:55:02,2013-01-31
