,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Schuelke Katherine,"SVP, GC, Secretary",S - Sale+OE,ALTR,$35.50,"-5,000","-$177,500","49,107",-9%,2013-08-02 21:51:35,2013-07-31
1,Weirich Daniel,CFO,S - Sale+OE,EGHT,$9.00,"-30,916","-$278,244","949,966",-3%,2013-08-02 21:27:48,2013-07-31
2,Beringhause Steven,"SVP, Sensors",S - Sale+OE,ST,$38.25,"-22,500","-$860,625","41,982",-35%,2013-08-02 21:11:02,2013-08-01
3,Niederman Kim,Pres,S - Sale,EGHT,$9.28,"-5,000","-$46,408","135,359",-4%,2013-08-02 20:59:33,2013-08-01
4,Feringa Thomas David,"EVP, World Wide Sales",S - Sale+OE,FFIV,$88.26,"-4,541","-$400,791","7,244",-39%,2013-08-02 20:53:01,2013-08-01
5,Eames Edward Julian,"EVP, Business Operations",S - Sale+OE,FFIV,$88.31,"-10,235","-$903,853","27,936",-27%,2013-08-02 20:51:03,2013-08-01
6,Briskman Louis J,"SEVP, GC",S - Sale+OE,CBS,$54.72,"-28,000","-$1,532,152","317,018",-8%,2013-08-02 20:50:45,2013-08-01
7,Christianson Jeffrey A,"EVP, GC",S - Sale+OE,FFIV,$88.33,"-4,946","-$436,874","21,905",-18%,2013-08-02 20:50:13,2013-08-01
8,Eckert R Andrew,Dir,S - Sale,VAR,$72.93,"-1,375","-$100,274","6,006",-19%,2013-08-02 20:37:10,2013-08-01
9,Lundberg Leslie P,SVP HR,S - Sale+OE,CNW,$44.50,"-4,000","-$178,000","34,087",-11%,2013-08-02 20:33:46,2013-08-01
10,Cox Russell J.,"EVP, Chief Commercial Officer",S - Sale,JAZZ,$76.22,"-2,000","-$152,440","57,046",-3%,2013-08-02 20:30:43,2013-08-01
11,Mullett Charles R,"VP Govt Rltns, Pub Affrs",S - Sale+OE,CNW,$44.40,"-3,322","-$147,490","15,810",-17%,2013-08-02 20:26:12,2013-08-01
12,Paisley Christopher B,Dir,S - Sale+OE,EQIX,$180.18,"-1,000","-$180,180","13,586",-7%,2013-08-02 20:25:11,2013-08-01
13,Sonmez Murat,"EVP, Global Field Opns",S - Sale,TIBX,$25.24,"-2,989","-$75,444","248,471",-1%,2013-08-02 20:16:27,2013-08-02
14,Menon Rammohan G,"Pres, Social Computing",S - Sale+OE,TIBX,$25.12,"-17,292","-$434,363","213,807",-7%,2013-08-02 20:16:15,2013-08-02
15,Rohr James E,Dir,S - Sale,PNC,$76.85,"-56,805","-$4,365,663","594,111",-9%,2013-08-02 20:11:51,2013-07-31
16,Kendell Ross E,Dir,S - Sale,GDOT,$23.81,-685,"-$16,310","3,844",-15%,2013-08-02 20:09:47,2013-08-02
17,Ricci John C,"GC, Secretary",S - Sale+OE,GDOT,$23.00,"-15,000","-$345,000","81,299",-16%,2013-08-02 20:08:36,2013-07-31
18,Denby William C,"SVP, Commercial Operations",S - Sale+OE,SNTS,$24.77,"-24,450","-$605,619",0,-100%,2013-08-02 20:07:11,2013-08-01
19,David Morton,Dir,S - Sale,VG,$3.26,"-5,000","-$16,290","348,246",-1%,2013-08-02 20:04:55,2013-08-01
20,Rottenberg Erika,"VP, GC, Secretary",S - Sale+OE,LNKD,$207.50,"-4,000","-$829,993","26,171",-13%,2013-08-02 20:00:52,2013-07-31
21,Finney Elisha W,"EVP, CFO",S - Sale+OE,VAR,$72.81,"-5,000","-$364,074","29,234",-15%,2013-08-02 19:58:56,2013-08-01
22,Katkin Keith,"Pres, CEO",S - Sale,AVNR,$4.84,"-15,500","-$74,981","479,607",-3%,2013-08-02 19:58:35,2013-08-02
23,Guertin Timothy E,Dir,S - Sale+OE,VAR,$72.82,"-27,000","-$1,966,055","107,166",-20%,2013-08-02 19:55:30,2013-08-01
24,Levy Richard M,Dir,S - Sale+OE,VAR,$72.82,"-20,000","-$1,456,350","38,907",-34%,2013-08-02 19:50:45,2013-08-01
25,Chiang Tony P.,CTO,S - Sale+OE,IMI,$6.31,"-48,000","-$302,640","76,775",-38%,2013-08-02 19:47:29,2013-08-01
26,Stern Marc I,Dir,S - Sale,QCOM,$65.50,"-40,000","-$2,620,081","414,040",-9%,2013-08-02 19:34:52,2013-08-01
27,Hagan Joseph P,Chief Business Officer,S - Sale+OE,OREX,$7.80,"-12,000","-$93,600",0,-100%,2013-08-02 19:34:46,2013-07-31
28,McGeever James,COO,S - Sale+OE,N,$93.93,"-4,132","-$388,116","262,740",-2%,2013-08-02 19:31:20,2013-07-31
29,Verissimo Marc J,Chief Strategy Officer,S - Sale+OE,SIVB,$88.49,"-4,350","-$384,921","15,767",-22%,2013-08-02 19:30:55,2013-07-31
30,Bezos Jeffrey P,"COB, CEO, Pres, 10%",S - Sale,AMZN,$302.14,"-614,938","-$185,796,845","86,355,082",-1%,2013-08-02 19:30:45,2013-08-01
31,Stotlar Douglas,"Pres, CEO",S - Sale+OE,CNW,$44.27,"-50,000","-$2,213,500","232,663",-18%,2013-08-02 19:24:09,2013-08-01
