,Insider_Name,Insider_Title,Buy_or_Sell,Ticker,Price,Quantity,Value,Number_Owned,Change_in_Number_Owned,Filing_Date,Trade_Date
0,Marks Alan Lee,"SVP, Corporate Communications",S - Sale+OE,EBAY,$55.23,"-4,000","-$220,920","73,706",-5%,2013-05-23 21:39:04,2013-05-22
1,Leon Guerrero Martin Dela Rosa,Dir,P - Purchase,BKGM,$9.50,+177,"+$1,682","65,131",0%,2013-05-23 21:33:06,2013-05-23
2,McEachern Douglas James,Dir,P - Purchase,WLDN,$2.55,"+3,232","+$8,242","28,232",+13%,2013-05-23 21:32:00,2013-05-22
3,Camacho Luis Garcia,Dir,P - Purchase,BKGM,$9.50,"+1,872","+$17,784","260,453",+1%,2013-05-23 21:28:25,2013-05-23
4,Crouthamel Roger Powell,Dir,P - Purchase,BKGM,$9.50,"+1,205","+$11,448","384,754",0%,2013-05-23 21:24:36,2013-05-23
5,San Agustin Joe Taitano,Dir,P - Purchase,BKGM,$9.50,+26,+$247,"9,677",0%,2013-05-23 21:21:04,2013-05-23
6,Sturt Colin R.,VP GC,S - Sale,MCRL,$10.18,"-1,600","-$16,288",34,-98%,2013-05-23 21:20:19,2013-05-21
7,Leon Guerrero Eugenia Aflague,10%,P - Purchase,BKGM,$9.50,"+4,669","+$44,356","1,704,652",0%,2013-05-23 21:18:02,2013-05-23
8,Gillman Charles M,Dir,P - Purchase,DRAD,$2.40,"+15,000","+$35,997","556,985",+3%,2013-05-23 21:15:02,2013-05-21
9,Eberwein Jeffrey E.,Dir,P - Purchase,DRAD,$2.40,"+15,000","+$36,010","556,985",+3%,2013-05-23 21:14:22,2013-05-21
10,Wallin Ray,"CFO, VP Finance, HR",S - Sale+OE,MCRL,$10.23,"-30,000","-$306,900","11,852",-72%,2013-05-23 21:12:10,2013-05-21
11,Martinelli Raymond M,Chief People Officer,S - Sale+OE,SREV,$7.40,"-113,400","-$838,811","28,614",-80%,2013-05-23 21:08:07,2013-05-22
12,Ritchey Jimmy,"VP Sales - South, West",S - Sale,PATK,$21.76,"-3,500","-$76,160","33,641",-9%,2013-05-23 21:04:04,2013-05-22
13,Xanthopoulos Kleanthis G,Dir,S - Sale,APRI,$3.36,"-2,864","-$9,613","75,783",-4%,2013-05-23 21:00:29,2013-05-21
14,Renduchintala Venkata S M,EVP,S - Sale,QCOM,$65.93,"-11,219","-$739,631","8,799",-56%,2013-05-23 20:45:53,2013-05-22
15,Conver Timothy E,"COB, Pres, CEO, 10%",S - Sale,AVAV,$20.51,"-9,000","-$184,590","2,797,635",0%,2013-05-23 20:45:51,2013-05-21
16,Amon Cristiano R,EVP,S - Sale,QCOM,$65.93,"-11,219","-$739,669","5,180",-68%,2013-05-23 20:45:40,2013-05-22
17,Clayton Joseph P,"Pres, CEO",S - Sale+OE,DISH,$39.72,"-4,500","-$178,740","85,314",-5%,2013-05-23 20:42:43,2013-05-22
18,Hall Kurt C,"Pres, CEO, COB",S - Sale+OE,NCMI,$17.31,"-12,300","-$212,940","683,396",-2%,2013-05-23 20:33:11,2013-05-21
19,Schmidt Kari L.,Division Pres,S - Sale,BKD,$29.13,"-4,948","-$144,148","67,182",-7%,2013-05-23 20:16:42,2013-05-22
20,Fenoglio Edward A.,Division Pres,S - Sale,BKD,$29.16,"-3,195","-$93,156","76,342",-4%,2013-05-23 20:08:53,2013-05-22
21,Ho Anita K,Acting CFO,S - Sale,AFOP,$20.05,"-4,000","-$80,200","26,227",-13%,2013-05-23 20:07:29,2013-05-23
22,Flatley Jay T,"Pres, CEO",S - Sale+OE,ILMN,$69.39,"-24,000","-$1,665,243","410,509",-6%,2013-05-23 20:02:01,2013-05-23
23,Mitsui & Co Ltd,10%,S - Sale,WIFI,$7.10,"-18,650","-$132,351","4,020,360",0%,2013-05-23 20:00:32,2013-05-21
24,Miller Adam L,"Pres, CEO, 10%",S - Sale,CSOD,$39.55,"-42,800","-$1,692,898","4,865,222",-1%,2013-05-23 19:57:53,2013-05-21
25,Kaestner H Todd,EVP,S - Sale,BKD,$29.21,"-5,700","-$166,498","177,086",-3%,2013-05-23 19:54:07,2013-05-22
26,Av Partners VIII LP,10%,S - Sale,AWAY,$31.11,"-583,240","-$18,144,712","11,355,934",-5%,2013-05-23 19:48:22,2013-05-21
27,Hicks George T,EVP,S - Sale,BKD,$29.19,"-5,700","-$166,355","177,032",-3%,2013-05-23 19:42:32,2013-05-22
28,Pearcy D. Benedict,"MD, Sugar, Bioenergy",S - Sale,BG,$71.54,"-1,000","-$71,540","9,742",-9%,2013-05-23 19:41:11,2013-05-21
29,Anderson Thomas Robert,Dir,S - Sale,MSCC,$22.29,"-1,000","-$22,290","17,616",-5%,2013-05-23 19:39:08,2013-05-22
30,Leibel Dennis R,Chairman of the Board,S - Sale+OE,MSCC,$22.29,"-5,000","-$111,447","33,872",-13%,2013-05-23 19:38:42,2013-05-22
31,Leon Guerrero Eugenia Aflague,10%,P - Purchase,BKGM,$9.50,"+2,474","+$23,503","1,710,683",0%,2013-05-23 19:37:00,2013-03-19
32,Dicorleto Paul E,Dir,P - Purchase,CBLI,$1.61,"+6,210","+$9,997","31,866",+24%,2013-05-23 19:34:36,2013-05-21
33,Ferge Kristin A,EVP,S - Sale,BKD,$29.20,"-7,652","-$223,451","140,251",-5%,2013-05-23 19:31:42,2013-05-22
34,Fitzmaurice Brian,"EVP, Chief Credit Officer",S - Sale+OE,CYN,$61.23,"-4,497","-$275,351","55,004",-8%,2013-05-23 19:26:12,2013-05-23
35,Goss Anna M.,"SVP-Finance, CAO",S - Sale+OE,ERA,$26.03,"-7,300","-$190,019","5,679",-56%,2013-05-23 19:25:45,2013-05-21
36,Chiang Tony P.,CTO,S - Sale+OE,IMI,$8.40,"-52,926","-$444,633","76,775",-41%,2013-05-23 19:17:14,2013-05-21
37,"Luxor Capital Group, LP",10%,S - Sale+OE,WLH,$25.00,"-2,827,500","-$70,687,500","543,344",-84%,2013-05-23 19:15:59,2013-05-21
38,Maul Glenn O.,EVP,S - Sale,BKD,$29.07,"-5,040","-$146,503","73,648",-6%,2013-05-23 19:15:27,2013-05-22
39,Wallis Marc E.,SVP,S - Sale,RNF,$32.65,"-2,000","-$65,300","1,230",-62%,2013-05-23 19:13:10,2013-05-20
40,Morgan Quinn,"Dir, 10%",S - Sale,EAC,$25.95,"-67,960","-$1,763,853","5,654,708",-1%,2013-05-23 19:12:22,2013-05-21
41,Moore Michael G,"VP, CFO, Secretary",S - Sale,GPOR,$51.00,"-11,809","-$602,259","104,500",-10%,2013-05-23 19:07:49,2013-05-21
42,Scola Paul E,SVP,S - Sale,RPXC,$14.87,"-2,911","-$43,288","1,566",-65%,2013-05-23 19:07:25,2013-05-23
43,Barker Geoffrey T,Exec Dir,S - Sale,RPXC,$15.03,"-15,000","-$225,421","1,601,364",-1%,2013-05-23 19:06:03,2013-05-22
